geneId	baseMean_ICP4	log2FoldChange_ICP4	lfcSE_ICP4	stat_ICP4	pvalue_ICP4	padj_ICP4	gene_ICP4	baseMean_n208	log2FoldChange_n208	lfcSE_n208	stat_n208	pvalue_n208	padj_n208	gene_n208	baseMean_n6	log2FoldChange_n6	lfcSE_n6	stat_n6	pvalue_n6	padj_n6	gene_n6	baseMean_RR_LL	log2FoldChange_RR_LL	lfcSE_RR_LL	stat_RR_LL	pvalue_RR_LL	padj_RR_LL	gene_RR_LL	DE_ICP4	DE_n208	DE_n6	DE_RR_LL	seqnames_2h	start_2h	end_2h	width_2h	strand_2h	V4_2h	V5_2h	V6_2h	V7_2h	V8_2h	V9_2h	V10_2h	annotation_2h	geneChr_2h	geneStart_2h	geneEnd_2h	geneLength_2h	geneStrand_2h	transcriptId_2h	distanceToTSS_2h	external_gene_name_2h	seqnames_4h	start_4h	end_4h	width_4h	strand_4h	V4_4h	V5_4h	V6_4h	V7_4h	V8_4h	V9_4h	V10_4h	annotation_4h	geneChr_4h	geneStart_4h	geneEnd_4h	geneLength_4h	geneStrand_4h	transcriptId_4h	distanceToTSS_4h	external_gene_name_4h
ENSG00000006062	735.904587647547	0.407958625655206	0.712716056722902	0.572399936562418	0.567051058823262	0.717691216133452	MAP3K14	606.025732655552	-0.031005931996038	0.321353069387387	-0.0964855635427608	0.923134939054126	0.958108016025367	MAP3K14	896.819099380919	0.310286378772025	0.301648027718549	1.02863718725035	0.303650196410404	0.462559826173359	MAP3K14	238.145206052895	-1.123332158449	0.264391687148995	-4.24874235102543	2.14973994505487e-05	0.00014709030325221	MAP3K14	FALSE	FALSE	FALSE	FALSE	17	45316805	45317430	626	*	KOS_2h_peak_6848	291	.	9.54367	33.17112	29.11802	405	Promoter (<=1kb)	17	45263119	45317020	53902	2	ENST00000344686	0	MAP3K14	17	45317202	45317267	66	*	KOS_4h_peak_602	38	.	4.99813	8.40895	3.87883	35	Promoter (<=1kb)	17	45264636	45317029	52394	2	ENST00000617331	-173	MAP3K14
ENSG00000006062	735.904587647547	0.407958625655206	0.712716056722902	0.572399936562418	0.567051058823262	0.717691216133452	MAP3K14	606.025732655552	-0.031005931996038	0.321353069387387	-0.0964855635427608	0.923134939054126	0.958108016025367	MAP3K14	896.819099380919	0.310286378772025	0.301648027718549	1.02863718725035	0.303650196410404	0.462559826173359	MAP3K14	238.145206052895	-1.123332158449	0.264391687148995	-4.24874235102543	2.14973994505487e-05	0.00014709030325221	MAP3K14	FALSE	FALSE	FALSE	FALSE	17	45316604	45316743	140	*	KOS_2h_peak_6847	72	.	5.43982	10.57334	7.27414	96	Promoter (<=1kb)	17	45263119	45317020	53902	2	ENST00000344686	277	MAP3K14	17	45317202	45317267	66	*	KOS_4h_peak_602	38	.	4.99813	8.40895	3.87883	35	Promoter (<=1kb)	17	45264636	45317029	52394	2	ENST00000617331	-173	MAP3K14
ENSG00000006194	534.011043088009	0.351372208108754	0.181577609225666	1.9351075807594	0.0529770954578771	0.14611322871219	ZNF263	505.300933880133	0.275721857566429	0.200980571395867	1.37188314099946	0.17009981947656	0.323104656508254	ZNF263	725.09006734871	0.476658102876428	0.224553584933108	2.1226920203408	0.0337796681249176	0.0902164820057241	ZNF263	270.814002589956	0.28889445307827	0.229225799044701	1.2603051414031	0.207559305983128	0.330361870124991	ZNF263	FALSE	FALSE	FALSE	FALSE	16	3282391	3283196	806	*	KOS_2h_peak_5525	477	.	16.77869	52.0543	47.70757	302	Promoter (<=1kb)	16	3283283	3293389	10107	1	ENST00000574253	-87	ZNF263	16	3282504	3282679	176	*	KOS_4h_peak_457	50	.	5.99808	9.72704	5.04225	90	Promoter (<=1kb)	16	3283283	3293389	10107	1	ENST00000574253	-604	ZNF263
ENSG00000006459	615.47982797607	0.627059559442285	0.406200535980347	1.543719182765	0.122656377092459	0.261009727793579	KDM7A	507.14105342955	0.302562159956172	0.224902470284447	1.34530385359265	0.178527129623027	0.334249436959534	KDM7A	594.254822702476	0.0588899102927908	0.341295010715037	0.172548406639207	0.863006408991825	0.917671466024514	KDM7A	226.956902469372	-0.19328463103047	0.333297259369539	-0.579916652768417	0.56197082518535	0.685181444897265	KDM7A	FALSE	FALSE	FALSE	FALSE	7	140175576	140177841	2266	*	KOS_2h_peak_14863	523	.	15.69593	56.85698	52.32367	167	Promoter (<=1kb)	7	140084746	140176983	92238	2	ENST00000397560	0	KDM7A	7	140175813	140175996	184	*	KOS_4h_peak_1359	84	.	7.55992	13.42248	8.42587	80	Promoter (<=1kb)	7	140084746	140176983	92238	2	ENST00000397560	987	KDM7A
ENSG00000006607	2594.65062683328	0.222074721884456	0.177566131694905	1.25065923194196	0.211058830322467	0.377264000074129	FARP2	2362.81835389186	-0.0223936805183777	0.188091822244201	-0.119057172455397	0.905230060767081	0.948039040551329	FARP2	3535.45353217	0.33746003731942	0.243158844016943	1.3878172463096	0.165192701830208	0.301237490915433	FARP2	1236.2542248362	-0.0775689690365617	0.170469257885075	-0.455032009870403	0.649086210322279	0.756782542637326	FARP2	FALSE	FALSE	FALSE	FALSE	2	241356277	241356616	340	*	KOS_2h_peak_9808	128	.	6.15973	16.4144	12.81681	104	Promoter (<=1kb)	2	241356285	241494841	138557	1	ENST00000264042	0	FARP2	2	241355908	241355967	60	*	KOS_4h_peak_916	41	.	4.19812	8.71181	4.12508	31	Promoter (<=1kb)	2	241356285	241494841	138557	1	ENST00000264042	-318	FARP2
ENSG00000006607	2594.65062683328	0.222074721884456	0.177566131694905	1.25065923194196	0.211058830322467	0.377264000074129	FARP2	2362.81835389186	-0.0223936805183777	0.188091822244201	-0.119057172455397	0.905230060767081	0.948039040551329	FARP2	3535.45353217	0.33746003731942	0.243158844016943	1.3878172463096	0.165192701830208	0.301237490915433	FARP2	1236.2542248362	-0.0775689690365617	0.170469257885075	-0.455032009870403	0.649086210322279	0.756782542637326	FARP2	FALSE	FALSE	FALSE	FALSE	2	241355832	241356119	288	*	KOS_2h_peak_9807	191	.	5.04861	22.92743	19.10515	106	Promoter (<=1kb)	2	241356285	241494841	138557	1	ENST00000264042	-166	FARP2	2	241355908	241355967	60	*	KOS_4h_peak_916	41	.	4.19812	8.71181	4.12508	31	Promoter (<=1kb)	2	241356285	241494841	138557	1	ENST00000264042	-318	FARP2
ENSG00000006607	2594.65062683328	0.222074721884456	0.177566131694905	1.25065923194196	0.211058830322467	0.377264000074129	FARP2	2362.81835389186	-0.0223936805183777	0.188091822244201	-0.119057172455397	0.905230060767081	0.948039040551329	FARP2	3535.45353217	0.33746003731942	0.243158844016943	1.3878172463096	0.165192701830208	0.301237490915433	FARP2	1236.2542248362	-0.0775689690365617	0.170469257885075	-0.455032009870403	0.649086210322279	0.756782542637326	FARP2	FALSE	FALSE	FALSE	FALSE	2	241355197	241355635	439	*	KOS_2h_peak_9806	96	.	6.59289	13.0601	9.62422	344	Promoter (<=1kb)	2	241356285	241494841	138557	1	ENST00000264042	-650	FARP2	2	241355908	241355967	60	*	KOS_4h_peak_916	41	.	4.19812	8.71181	4.12508	31	Promoter (<=1kb)	2	241356285	241494841	138557	1	ENST00000264042	-318	FARP2
ENSG00000006831	4622.43047403716	0.01066497590034	0.12590909568521	0.0847037765008173	0.932496893546888	0.963207038240625	ADIPOR2	4638.05975618508	-0.0580031097264108	0.149746116864293	-0.387342997207573	0.698502297904193	0.815646124880738	ADIPOR2	5918.65736249373	-0.0433067935542063	0.154614959661816	-0.280094459481345	0.779405035344084	0.861571514486411	ADIPOR2	2569.56051283756	0.0532001168494005	0.150325539237411	0.353899391409341	0.723414283147323	0.813475118863929	ADIPOR2	FALSE	FALSE	FALSE	FALSE	12	1691328	1691557	230	*	KOS_2h_peak_3202	39	.	3.89546	6.96669	3.91863	42	Promoter (<=1kb)	12	1691163	1731056	39894	1	ENST00000540974	165	ADIPOR2	12	1690995	1691087	93	*	KOS_4h_peak_279	42	.	5.6933	8.90153	4.2963	43	Promoter (<=1kb)	12	1691070	1788674	97605	1	ENST00000357103	0	ADIPOR2
ENSG00000006831	4622.43047403716	0.01066497590034	0.12590909568521	0.0847037765008173	0.932496893546888	0.963207038240625	ADIPOR2	4638.05975618508	-0.0580031097264108	0.149746116864293	-0.387342997207573	0.698502297904193	0.815646124880738	ADIPOR2	5918.65736249373	-0.0433067935542063	0.154614959661816	-0.280094459481345	0.779405035344084	0.861571514486411	ADIPOR2	2569.56051283756	0.0532001168494005	0.150325539237411	0.353899391409341	0.723414283147323	0.813475118863929	ADIPOR2	FALSE	FALSE	FALSE	FALSE	12	1690956	1691238	283	*	KOS_2h_peak_3201	274	.	8.26982	31.4817	27.46131	111	Promoter (<=1kb)	12	1691070	1788674	97605	1	ENST00000357103	0	ADIPOR2	12	1690995	1691087	93	*	KOS_4h_peak_279	42	.	5.6933	8.90153	4.2963	43	Promoter (<=1kb)	12	1691070	1788674	97605	1	ENST00000357103	0	ADIPOR2
ENSG00000006831	4622.43047403716	0.01066497590034	0.12590909568521	0.0847037765008173	0.932496893546888	0.963207038240625	ADIPOR2	4638.05975618508	-0.0580031097264108	0.149746116864293	-0.387342997207573	0.698502297904193	0.815646124880738	ADIPOR2	5918.65736249373	-0.0433067935542063	0.154614959661816	-0.280094459481345	0.779405035344084	0.861571514486411	ADIPOR2	2569.56051283756	0.0532001168494005	0.150325539237411	0.353899391409341	0.723414283147323	0.813475118863929	ADIPOR2	FALSE	FALSE	FALSE	FALSE	12	1690734	1690879	146	*	KOS_2h_peak_3200	23	.	2.97714	5.21322	2.33884	103	Promoter (<=1kb)	12	1691070	1788674	97605	1	ENST00000357103	-191	ADIPOR2	12	1690995	1691087	93	*	KOS_4h_peak_279	42	.	5.6933	8.90153	4.2963	43	Promoter (<=1kb)	12	1691070	1788674	97605	1	ENST00000357103	0	ADIPOR2
ENSG00000008130	2711.83637801802	0.153745511148932	0.113785529108052	1.35118685437524	0.176635584485291	0.334510564925951	NADK	2590.84142281228	0.0127854087802183	0.165764815470425	0.0771298103516991	0.938520278399528	0.966084753662499	NADK	3397.46867339877	0.0758292771366536	0.183014375055512	0.414335087687255	0.678628720578899	0.791200456633596	NADK	1511.82123206071	0.261985164656397	0.157896650346931	1.65921926830469	0.097071616270631	0.183171279597229	NADK	FALSE	FALSE	FALSE	FALSE	1	1782792	1782916	125	*	KOS_2h_peak_64	23	.	2.97714	5.21322	2.33884	111	Promoter (2-3kb)	1	1779157	1780457	1301	2	ENST00000480542	-2335	NADK	1	1778296	1778425	130	*	KOS_4h_peak_6	68	.	6.99417	11.70148	6.84622	106	Promoter (<=1kb)	1	1756588	1778419	21832	2	ENST00000492768	0	NADK
ENSG00000008130	2711.83637801802	0.153745511148932	0.113785529108052	1.35118685437524	0.176635584485291	0.334510564925951	NADK	2590.84142281228	0.0127854087802183	0.165764815470425	0.0771298103516991	0.938520278399528	0.966084753662499	NADK	3397.46867339877	0.0758292771366536	0.183014375055512	0.414335087687255	0.678628720578899	0.791200456633596	NADK	1511.82123206071	0.261985164656397	0.157896650346931	1.65921926830469	0.097071616270631	0.183171279597229	NADK	FALSE	FALSE	FALSE	FALSE	1	1778075	1778552	478	*	KOS_2h_peak_63	174	.	6.20577	21.20024	17.43334	251	Promoter (<=1kb)	1	1751232	1778470	27239	2	ENST00000341426	0	NADK	1	1778296	1778425	130	*	KOS_4h_peak_6	68	.	6.99417	11.70148	6.84622	106	Promoter (<=1kb)	1	1756588	1778419	21832	2	ENST00000492768	0	NADK
ENSG00000008226	8.02797149600366	1.38445023691056	0.764830505377682	1.81013992927349	0.0702740902740842	0.177677334472269	DLEC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	3	38084313	38084623	311	*	KOS_2h_peak_11074	259	.	5.85999	29.96846	25.97809	169	Intron (ENST00000440294/ENSG00000008226, intron 7 of 16)	3	38062778	38086269	23492	1	ENST00000469151	21535	DLEC1	3	38084376	38084565	190	*	KOS_4h_peak_1035	132	.	5.34522	18.55635	13.242	153	Intron (ENST00000440294/ENSG00000008226, intron 7 of 16)	3	38062778	38086269	23492	1	ENST00000469151	21598	DLEC1
ENSG00000008710	4968.82336991001	-0.0561884976685953	0.196331269060452	-0.286192301091347	0.774730840091282	0.867548890971236	PKD1	5369.21826799347	0.0597729373465982	0.183650408125864	0.32547130146116	0.744824399384169	0.848021863838631	PKD1	5443.75372193442	-0.514277417396919	0.242702510703351	-2.11896208204252	0.034093671569228	0.0909305855104696	PKD1	2854.66484113424	0.052444317546488	0.21377873586414	0.245320552273344	0.806208239461933	0.872580568940314	PKD1	FALSE	FALSE	FALSE	FALSE	16	2135569	2136176	608	*	KOS_2h_peak_5463	720	.	9.55051	77.41076	72.03746	419	Promoter (<=1kb)	16	2088708	2135898	47191	2	ENST00000262304	0	PKD1	16	2135942	2136080	139	*	KOS_4h_peak_451	109	.	5.14039	16.07908	10.91241	70	Promoter (<=1kb)	16	2088710	2135898	47189	2	ENST00000423118	-44	PKD1
ENSG00000008710	4968.82336991001	-0.0561884976685953	0.196331269060452	-0.286192301091347	0.774730840091282	0.867548890971236	PKD1	5369.21826799347	0.0597729373465982	0.183650408125864	0.32547130146116	0.744824399384169	0.848021863838631	PKD1	5443.75372193442	-0.514277417396919	0.242702510703351	-2.11896208204252	0.034093671569228	0.0909305855104696	PKD1	2854.66484113424	0.052444317546488	0.21377873586414	0.245320552273344	0.806208239461933	0.872580568940314	PKD1	FALSE	FALSE	FALSE	FALSE	16	2135569	2136176	608	*	KOS_2h_peak_5463	720	.	9.55051	77.41076	72.03746	419	Promoter (<=1kb)	16	2088708	2135898	47191	2	ENST00000262304	0	PKD1	16	2135626	2135738	113	*	KOS_4h_peak_450	100	.	5.20807	15.1835	10.07452	64	Promoter (<=1kb)	16	2088708	2135898	47191	2	ENST00000262304	160	PKD1
ENSG00000010310	31.5895864224527	1.87865506975936	0.822147423849711	2.28505863457255	0.0223093898847669	0.0797212343411385	GIPR	14.4857917540551	0.669860563084868	0.648711567923408	1.0326015385068	0.301790407900964	0.477463606707497	GIPR	80.1323243816617	3.07178614122824	0.554997370536786	5.53477602651928	3.11626309447063e-08	5.46658286416786e-07	GIPR	25.8955672881439	2.94160850633221	0.768179402324368	3.82932489133587	0.000128495276383948	0.000714327419816361	GIPR	FALSE	FALSE	TRUE	TRUE	19	45669270	45669520	251	*	KOS_2h_peak_8453	66	.	5.25215	9.86975	6.61116	182	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	-736	GIPR	19	45670895	45670983	89	*	KOS_4h_peak_782	52	.	6.54855	9.96887	5.26006	49	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	639	GIPR
ENSG00000010310	31.5895864224527	1.87865506975936	0.822147423849711	2.28505863457255	0.0223093898847669	0.0797212343411385	GIPR	14.4857917540551	0.669860563084868	0.648711567923408	1.0326015385068	0.301790407900964	0.477463606707497	GIPR	80.1323243816617	3.07178614122824	0.554997370536786	5.53477602651928	3.11626309447063e-08	5.46658286416786e-07	GIPR	25.8955672881439	2.94160850633221	0.768179402324368	3.82932489133587	0.000128495276383948	0.000714327419816361	GIPR	FALSE	FALSE	TRUE	TRUE	19	45670909	45671107	199	*	KOS_2h_peak_8454	156	.	8.81283	19.35523	15.64657	94	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	653	GIPR	19	45670895	45670983	89	*	KOS_4h_peak_782	52	.	6.54855	9.96887	5.26006	49	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	639	GIPR
ENSG00000010310	31.5895864224527	1.87865506975936	0.822147423849711	2.28505863457255	0.0223093898847669	0.0797212343411385	GIPR	14.4857917540551	0.669860563084868	0.648711567923408	1.0326015385068	0.301790407900964	0.477463606707497	GIPR	80.1323243816617	3.07178614122824	0.554997370536786	5.53477602651928	3.11626309447063e-08	5.46658286416786e-07	GIPR	25.8955672881439	2.94160850633221	0.768179402324368	3.82932489133587	0.000128495276383948	0.000714327419816361	GIPR	FALSE	FALSE	TRUE	TRUE	19	45677847	45678151	305	*	KOS_2h_peak_8455	19	.	3.04585	4.79411	1.97142	241	Promoter (<=1kb)	19	45677637	45678126	490	1	ENST00000593127	210	GIPR	19	45670895	45670983	89	*	KOS_4h_peak_782	52	.	6.54855	9.96887	5.26006	49	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	639	GIPR
ENSG00000010310	31.5895864224527	1.87865506975936	0.822147423849711	2.28505863457255	0.0223093898847669	0.0797212343411385	GIPR	14.4857917540551	0.669860563084868	0.648711567923408	1.0326015385068	0.301790407900964	0.477463606707497	GIPR	80.1323243816617	3.07178614122824	0.554997370536786	5.53477602651928	3.11626309447063e-08	5.46658286416786e-07	GIPR	25.8955672881439	2.94160850633221	0.768179402324368	3.82932489133587	0.000128495276383948	0.000714327419816361	GIPR	FALSE	FALSE	TRUE	TRUE	19	45681572	45681876	305	*	KOS_2h_peak_8456	337	.	12.19657	37.88408	33.75449	166	3' UTR	19	45677637	45678126	490	1	ENST00000593127	3935	GIPR	19	45670895	45670983	89	*	KOS_4h_peak_782	52	.	6.54855	9.96887	5.26006	49	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	639	GIPR
