"source"	"ID"	"Description"	"Genes"	"GeneRatio"	"BgRatio"	"pvalue"	"geneID"	"Count"	"Total"	"OddsRatio"	"fdr"
"GOBP NEGATIVE REGULATION OF MAPK CASCADE"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE"	"GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE"	"DUSP2/DUSP1/SPRY2/DUSP5/PPIA/F2RL1/TIMP3/DUSP4/AIDA/PSCA/CYLD/RNF149/LYN/LIF/DACT1/PTPN22/PTPRR/P2RX7/DUSP3/ATF3/ABL1/PTPN1/AGT/EZR/SPRY4/GBA1/TNIP1/PPARG/DUSP10/FOXM1/SPRY1/SEMA6A/SPRED2/SMPD1/FLCN/APOE/SPRED1/CNKSR3/PINK1/PTEN/NCOR1/MYC/CASC2/PSMD10/DUSP16/C3orf33/IL1B/SORL1/SMAD4/FOXO1/SIRT3/MIR138-1/SIRPA/IGBP1/HYAL2/PAQR3/DNAJA1/DAG1/MECOM/ITGB1BP1/RGS14/SPRED3/RGS2/FKTN/PIK3CB/VRK3/PTPRC/DAB2IP/PRKN/GSTP1/PTPRJ/PEBP1/GPER1/SH2B3/IRAK3/UCHL1/EMILIN1/TLR4/PAFAH1B1/BMP2/RANBP9/GBP1/EPHA4/PIN1/INPP5K/HDAC3/LEMD2/EIF3A/PRKCD/HIPK3/IGF1R/MEN1/TBC1D10C/CRYBA1/PTPN6/QARS1/PDCD4/EFNA1/FBLN1/PTPN2/DUSP7/ZNF675/DUSP6/NF1/DLG1/PPP2R1A/SYNJ2BP/PRMT1/PER1/ASH1L/NF2/DUSP19/MAPK8IP1/DAB2/DUSP26/ZMYND11/SH3RF2/ITCH/PRDM15/STK38/CSK/NHERF1/PBK/ABCA7/PHB1/EPHB2/TAOK3/CDK5RAP3/CAV1/RPS6KA6/BTN2A2/CHRNA10/GPS2/NDRG2/DUSP8/C1QL4/NLRP6/DUSP9/WNK2/NPPA/KLHL31/SPRY3/CAV3/MARVELD3"	"2/111"	"142/22167"	0.16422814968669	"APOE/AGT"	2	144	2.81271412257328	0.520109601679976
"GOBP NEGATIVE REGULATION OF MAP KINASE ACTIVITY"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY"	"GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY"	"DUSP1/SPRY2/AIDA/LYN/PTPN22/PTPN1/AGT/SPRY4/GBA1/PPARG/DUSP10/SPRY1/SMPD1/APOE/DUSP16/IL1B/SORL1/HYAL2/PAQR3/DNAJA1/RGS14/RGS2/PIK3CB/DAB2IP/GSTP1/PTPRJ/IRAK3/UCHL1/BMP2/INPP5K/PRKCD/HIPK3/PDCD4/DUSP7/ZNF675/NF1/DUSP19/MAPK8IP1/STK38/CDK5RAP3/NPPA/SPRY3/CAV3"	"2/111"	"41/22268"	0.0198719472464865	"APOE/AGT"	2	43	9.78598110305427	0.51442749277187
"GOBP NEGATIVE REGULATION OF MITOTIC CELL CYCLE"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE"	"GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE"	"DUSP1/RGCC/CCL2/PTPN3/PRKDC/USP44/CCND1/INHBA/GPNMB/PLK3/TP53/BMP4/RPL26/EME2/DACT1/IER3/XRCC3/BRINP1/ABL1/DCUN1D3/CDK5RAP2/FOXN3/BCL2/WEE1/APC/SPC24/FANCD2/MDC1/CDKN1B/TPRA1/SDE2/CLSPN/CENPF/CDKN1C/JADE1/CDK2/BRCA1/KNTC1/KLF4/TICRR/CTDSPL/PCID2/CTDSP2/PKD2/RAD21/BRSK1/MUC1/BTG1/BMP7/EZH2/ZWINT/SETMAR/FHL1/EME1/CDKN1A/GAS1/BTG2/PTEN/SYF2/FOXO4/CDC6/CTDSP1/BTG4/BARD1/CHEK2/MDM2/SLFN11/ABRAXAS1/MTBP/XPC/FBXO5/NEK11/PPP1R10/MAD2L2/CHMP4C/RINT1/CASP2/CHEK1/STK33/RPS27L/TAOK2/BCL6/ZNF655/GIGYF2/BIRC5/NABP2/NOP53/MSH2/CTNNB1/WAC/ORC1/RBBP8/DYNC1LI1/PIDD1/TPR/TRIM39/MAD2L1BP/TRIAP1/INCENP/BLM/GEN1/RAD9B/TOPBP1/ACVR1/RFWD3/DTL/AURKB/ANGEL2/E2F7/MEIOC/MRE11/RBL1/CRADD/TRIM35/NDC80/CDC20/HUS1/MBTPS1/FBXO31/TOM1L1/HASPIN/ZFP36L1/MUS81/GTSE1/CCNG1/BUB1/MBTPS2/SPDL1/SCRIB/BABAM2/IK/UIMC1/CDC73/TIPIN/FOXC1/KNL1/CDCA8/TRIP13/ZW10/KLHL22/TTK/INTS3/MAP3K20/FBXO7/KANK2/PLK1/PRMT2/PLK2/HECA/BRCC3/FZD3/BUB3/DONSON/BABAM1/NABP1/RAD17/GJC2/SPC25/ZNF830/ATF2/CCNB1/CDK2AP2/PABIR1/DLG1/NLE1/TEX14/MAD1L1/RAD9A/CDK1/MAD2L1/YTHDC2/RB1/NUF2/CDC14B/TOM1L2/NAE1/AURKAIP1/ZNF207/CRLF3/RPA2/FZR1/BUB1B/ZFYVE19/NME6/BTG3/MRNIP/LCMT1/FAM107A/PML/RBL2/MIIP/ZFP36L2/RAD50/NHERF1/PSMG2/INIP/ANAPC15/ZWILCH/MYO16/NACC2/BRD7/NBN/PINX1/ATM/TAOK3/CDK5RAP3/CDKN2B/CHFR/TAOK1/BTN2A2/VPS4A/USP47/AVEN/TNF/BRINP3/GPR132/MIR193A/BRINP2/OVOL1/CACNB4/GFI1B"	"2/111"	"219/22090"	0.306310028612852	"BRINP1/MIR193A"	2	221	1.81743387222839	0.603281336841165
"GOBP NEGATIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION"	"GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION"	"DUSP1/RGCC/CCL2/PRKDC/USP44/CCND1/INHBA/GPNMB/PLK3/TP53/RPL26/DACT1/IER3/XRCC3/DCUN1D3/CDK5RAP2/FOXN3/BCL2/WEE1/APC/SPC24/CDKN1B/TPRA1/SDE2/CLSPN/CENPF/JADE1/CDK2/BRCA1/KNTC1/KLF4/TICRR/CTDSPL/PCID2/CTDSP2/PKD2/RAD21/BRSK1/MUC1/EZH2/ZWINT/FHL1/CDKN1A/PTEN/SYF2/FOXO4/CDC6/CTDSP1/BARD1/CHEK2/MDM2/SLFN11/ABRAXAS1/FBXO5/MAD2L2/CHMP4C/RINT1/CASP2/CHEK1/RPS27L/TAOK2/ZNF655/GIGYF2/BIRC5/NABP2/NOP53/WAC/ORC1/RBBP8/DYNC1LI1/PIDD1/TPR/TRIM39/MAD2L1BP/TRIAP1/INCENP/BLM/GEN1/TOPBP1/ACVR1/RFWD3/DTL/AURKB/E2F7/MRE11/RBL1/CRADD/NDC80/CDC20/HUS1/MBTPS1/FBXO31/HASPIN/ZFP36L1/GTSE1/CCNG1/BUB1/MBTPS2/SPDL1/BABAM2/IK/UIMC1/CDC73/KNL1/CDCA8/TRIP13/ZW10/KLHL22/TTK/INTS3/FBXO7/KANK2/PLK1/PRMT2/PLK2/BRCC3/BUB3/DONSON/BABAM1/NABP1/RAD17/GJC2/SPC25/ZNF830/CCNB1/CDK2AP2/PABIR1/DLG1/TEX14/MAD1L1/CDK1/MAD2L1/RB1/NUF2/CDC14B/NAE1/ZNF207/CRLF3/RPA2/FZR1/BUB1B/ZFYVE19/MRNIP/LCMT1/FAM107A/PML/RBL2/MIIP/ZFP36L2/RAD50/PSMG2/INIP/ANAPC15/ZWILCH/MYO16/NACC2/BRD7/NBN/PINX1/ATM/TAOK3/CDK5RAP3/CDKN2B/CHFR/TAOK1/BTN2A2/VPS4A/USP47/AVEN/GPR132/MIR193A/CACNB4/GFI1B"	"1/112"	"172/22137"	0.584157908858915	"MIR193A"	1	173	1.14913828903654	0.733224110990012
"GOBP NEGATIVE REGULATION OF MONOATOMIC ION TRANSMEMBRANE TRANSPORT"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT"	"GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT"	"PCSK9/SLC6A9/NEDD4/CBARP/GRP/FKBP1A/SLC30A1/GSTO1/HECW2/PPP3CC/BCL2/KCNH2/CALM3/UBR3/NTSR1/OSR1/BIN1/PKD2/RGS4/ISCU/ADRA2A/GNB5/DRD2/GPR35/PPP3R1/ACTN2/ANK3/CALM2/PPIF/SESTD1/KCNAB1/GSTM2/CAB39/KCNE4/KEL/GOPC/YWHAQ/ANO9/FKBP1B/OXSR1/SUMO1/PLN/COMMD1/CLIC2/CRBN/STK39/UBQLN1/ATP7A/PPP3CA/YWHAE/CALM1/PRKCE/CAMK2D/PPP3CB/KCNE3/EPHB2/HECW1/KCNE5/FMR1/MMP9/TMBIM6/CAV1/NEDD4L/VDAC1/TCAF2/SRI/ATP1A2/SLN/TRDN/DRD4/NOS1/KCNRG/KCNE1/CAV3"	"1/112"	"73/22236"	0.31236129340238	"NTSR1"	1	74	2.71966731898239	0.603643531871064
"GOBP NEGATIVE REGULATION OF MONOATOMIC ION TRANSPORT"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT"	"GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT"	"PTGS2/PCSK9/SLC6A9/HES1/STC1/NEDD4/PRKG2/CBARP/WNK4/GRP/FKBP1A/SLC30A1/GSTO1/BEST3/HECW2/PPP3CC/BCL2/KCNH2/SERPINE2/CALM3/HTR1B/UBR3/NTSR1/OSR1/ACE/BIN1/HTR2A/PKD2/RGS4/ISCU/ADRA2A/GNB5/DRD2/GPR35/PPP3R1/PTK2B/ACTN2/ANK3/PXK/CALM2/PPIF/SESTD1/KCNAB1/GSTM2/CAB39/KCNE4/KEL/GOPC/YWHAQ/ANO9/FKBP1B/OXSR1/INPP5K/SUMO1/PLN/TRIM27/PACSIN3/COMMD1/ATF4/CLIC2/CRBN/STK39/UBQLN1/ATP7A/PPP3CA/NOS3/YWHAE/CALM1/PRKCE/NHERF1/CAMK2D/PPP3CB/KCNE3/EPHB2/HECW1/KCNE5/FMR1/MMP9/TMBIM6/CAV1/NEDD4L/VDAC1/TCAF2/SRI/GABRE/CNR1/ATP1A2/HRH3/SLN/VIP/TRDN/DRD4/NOS1/KCNRG/KCNE1/CAV3/SPINK1"	"1/112"	"96/22213"	0.388072252381542	"NTSR1"	1	97	2.0659412202381	0.630942974090124
"GOBP NEGATIVE REGULATION OF NERVOUS SYSTEM DEVELOPMENT"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT"	"GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT"	"DLX2/IL6/SPP1/ROBO2/SEMA7A/HES1/PRTG/PTN/SEMA3E/DAAM2/SEMA3F/SEMA3D/SEMA3A/GATA2/TP53/PLXNA3/DCC/RNF6/BRINP1/ID4/NFATC4/LRP4/HDAC6/BMPR1A/DAB1/NRP1/DUSP10/PROX1/SEMA6A/DLX1/LDLR/TSPO/REST/SEMA6D/B2M/RTN4/NOG/BMP7/ELAPOR2/BTG2/PTEN/CTDSP1/YWHAH/SEMA4D/SEMA4G/DICER1/WNT5A/THY1/SIRT2/IL1B/SORL1/GDI1/PCM1/GORASP1/SLIT1/CTNNB1/FGF13/DIP2B/HOOK3/TMEM98/ULK1/DLL3/SKI/SEMA4A/SEMA6C/CDK5/WNT3/PTPRS/RAPGEF2/DNAJB11/CERS2/RYK/RGMA/MBD1/SEMA5A/DRAXIN/MAP2/TRIM46/CDH1/PSEN1/SPART/SEMA3B/NF1/CDKL3/DYNLT1/TRIM11/RB1/NF2/DKK1/RUFY3/RNF10/PPP3CA/NR1D1/NOTCH1/PTPN13/KDM4A/SOX11/ULK2/SEMA3C/SEMA4C/ARHGAP4/SEMA4B/SEMA4F/RTN4R/EPHB2/EFNB3/CDKN2B/APPL2/CTNNA1/IFRD1/MECP2/SYNGAP1/NTN1/KIFAP3/PITX3/DPYSL5/NKX6-1/HES5/TNF/TLX2/WNT3A/FSTL4/EPHA7/PAX6/TRPC5/SEMA3G/GPR37L1/LHX2/SEMA6B/MCF2/KIAA0319/TNR/LIN28A"	"1/112"	"132/22177"	0.490316196950609	"BRINP1"	1	133	1.50006764069264	0.68559364335518
"GOBP NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS"	"GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS"	"NDNF/SLC25A27/CLU/UCP2/GDNF/CCL2/SEMA3E/CPEB4/HIPK2/SNCA/CCND1/CEBPB/GRN/PCDHGC5/LGMN/F2R/NFATC4/CRLF1/ISL1/BCL2/MEF2C/AXL/GBA1/ANGPT1/NRP1/RETREG1/DLX1/AARS1/NMNAT1/SIX4/SLC1A1/SIX1/ERBB3/FZD1/APOE/RAD21/MAP2K4/ADAM8/PCDHGC4/OXR1/GDF5/MDK/PINK1/STXBP1/BTG2/CLN8/NEFL/PCDHGC3/THAP11/SOD2/CORO1A/IL27RA/BOK/NTF3/TYRO3/HIF1A/AMBRA1/PTK2B/ALKBH1/NES/KDR/GCLC/ZPR1/PPT1/AGAP2/FZD9/SIRT1/PLXND1/BRAF/TMBIM4/DNAJC5/MSH2/CTNNB1/FAIM2/KIF14/BDNF/PRKCI/PIK3CA/VSTM2L/NTRK2/NR4A2/TGFB3/PRKN/NONO/ROCK1/PPARGC1A/GPI/NRBP2/NGF/XRCC2/GBE1/HYOU1/SNX6/WFS1/HRAS/PARK7/FOXQ1/DRAXIN/LIG4/CNTF/FBXO7/MAP3K12/VPS54/RHOA/PSEN1/ATF4/HTRA2/IL6ST/UNC5B/GRIK2/CLN3/ADNP/KRAS/JAK2/NAIP/SET/BAX/PYCR1/UCN/CLCF1/SOD1/STAMBP/GCLM/KDM2B/BCL2L1/MECP2/RASA1/SYNGAP1/NTRK1/CNTFR/SNCB/EN2/WNT1/POU4F1/CX3CL1/CX3CR1/PTPRZ1/PLA2G3/CHL1/NPPC/PRKCG/EN1/ADORA2A/NTF4/GPRASP3"	"1/112"	"144/22165"	0.520480997658488	"APOE"	1	145	1.37431795634921	0.705379142281223
"GOBP NEGATIVE REGULATION OF NEURON PROJECTION DEVELOPMENT"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT"	"GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT"	"SPP1/NR2F1/SEMA7A/HES1/SEMA3E/BCL11A/SEMA3F/SEMA3D/DPYSL3/SEMA3A/IL15RA/PLXNA3/MYLIP/FAT3/DCC/RNF6/GAK/LRP4/HDAC6/DAB1/NRP1/MGARP/SEMA6A/CRMP1/KREMEN1/SEMA6D/B2M/APOE/MINAR1/RTN4/SPOCK1/FLNA/PTEN/MDM2/ITM2C/SEMA4D/SEMA4G/WNT5A/TRPV4/THY1/NGEF/NEO1/GDI1/LPAR1/STMN2/SLIT1/CIB1/PAQR3/PMP22/SLIT2/EFNB2/PTPRO/FGF13/DIP2B/ULK1/PTPRG/INPP5J/DENND5A/DNM3/HDAC2/SEMA4A/SEMA6C/ADCY6/CDK5/WNT3/ARF6/PTPRS/PAFAH1B1/CERS2/RYK/RGMA/EPHA4/CARM1/SNAPIN/VIM/DGUOK/RAB29/SEMA5A/DRAXIN/PRAG1/MAP2/EFNA1/TRIM46/ZNF365/CDH1/LRRK2/STX1B/PSEN1/SPART/SEMA3B/KANK1/ZNF296/CDKL3/INPP5F/TBX6/PTPN9/DKK1/RUFY3/FKBP4/CBFA2T2/DAB2/NLGN1/BAG5/ULK2/SEMA3C/SEMA4C/ARHGAP4/SEMA4B/TSKU/SEMA4F/RTN4RL1/RTN4R/LRIG2/EPHB2/EFNB3/DTNBP1/IFRD1/GFAP/GFI1/SYNGAP1/NTN1/WNT3A/CD38/FSTL4/EPHA7/ACP4/SEMA3G/SEMA6B/MCF2/KIAA0319/TNR/NEU4"	"1/112"	"131/22178"	0.487719169861977	"APOE"	1	132	1.511586695747	0.68559364335518
"GOBP NEGATIVE REGULATION OF PEPTIDASE ACTIVITY"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY"	"GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY"	"SERPINB2/THBS1/TIMP3/SNCA/SFN/SERPINB8/SERPINE1/CARD8/CDKN2D/SH3RF1/DHCR24/SERPINE2/RPS6KA1/ANXA8/SERPINB9/RPS6KA3/PIH1D1/SERPINH1/KLF4/RFFL/SERPINB10/HGF/BIN1/SRC/CST3/SERPINF1/TIMP2/PICALM/CSTA/IFI6/PCID2/LAMTOR5/DNAJB6/SPOCK1/RECK/GAS6/SERPINI1/FNIP1/SERPINB1/PLAUR/SORL1/ECM1/IGBP1/RNF34/TIMP4/SERPINE3/ANXA8L1/TRIAP1/VEGFA/PAK2/CAAP1/GPX1/NOL3/CAST/ARL6IP1/CD44/CSTB/MAP2K5/SPOCK2/XIAP/PARK7/IFI16/CSNK2A1/CARD16/SERPING1/SERPINB7/AQP1/AKT1/LRP1/BCL2L12/NAIP/DDX3X/SERPINB6/GAPDH/SIAH2/UBXN1/LAMP3/MMP9/MIR199A1/USP47/RAF1/VTN/TIMP1/TNF/SERPIND1/SPINK5/DPEP1/FETUB/SERPINA6/LTF/SERPINB12/CST1/SERPINF2/SERPINA1"	"1/112"	"93/22216"	0.378686255411643	"CSTA"	1	94	2.13287250384025	0.625122626054313
"GOBP NEGATIVE REGULATION OF PEPTIDE SECRETION"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION"	"GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION"	"UCP2/F2RL1/ACVR1C/PDE8B/GNAZ/REST/CD74/PIM3/MIDN/SREBF1/CRH/ADRA2A/SFRP1/DRD2/PSMD9/FOXO1/PRKN/SIRT4/SYTL4/CCN3/ENY2/FKBP1B/NDUFAF2/GHRL/PTPN11/IRS1/PPP3CA/JAGN1/PFKL/BMP8A/KLF7/INHBB/HADH/CHGA/KCNB1/LEP"	"1/112"	"35/22274"	0.166423783112294	"PDE8B"	1	36	5.68214285714286	0.520208534954235
"GOBP NEGATIVE REGULATION OF PHOSPHATASE ACTIVITY"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY"	"GOBP_NEGATIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY"	"PPP1R15A/FKBP1A/PPP4R4/SEMA4D/MASTL/LGALS3/PTPA/TGFB2/ROCK1/CHP1/ROCK2/FKBP1B/BOD1/GSK3B/STYXL1/URI1/IKBKB/CRY2/TIPRL/MGAT5/TNF/NCKAP1L/PPP1R1B"	"1/112"	"22/22287"	0.10975912127523	"NCKAP1L"	1	23	9.0450487012987	0.51442749277187
"GOBP NEGATIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY"	"GOBP_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY"	"PPP1R15A/FKBP1A/PPP4R4/MASTL/LGALS3/PTPA/ROCK1/ROCK2/FKBP1B/BOD1/GSK3B/STYXL1/IKBKB/CRY2/TIPRL/MGAT5/TNF/NCKAP1L/PPP1R1B"	"1/112"	"18/22291"	0.0915677073792822	"NCKAP1L"	1	19	11.0570436507937	0.51442749277187
"GOBP NEGATIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS"	"GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS"	"DUSP1/SPRY2/SMAD7/GPRC5A/PPIA/PRKDC/PTPRB/HHEX/WASHC1/PPP1R15A/CADM1/SNCA/SFN/AIDA/INHBA/RASIP1/PPP2R5A/LYN/FKBP1A/CEP43/DBNDD1/IGFBP3/TP53/TRIB1/ENPP1/PTPN22/CDKN2A/WARS1/DUSP3/SH3BP5L/CD109/ABL1/GSKIP/PTPN1/ZBED3/BDKRB1/SLC8A1/CBLB/CDKN2D/YWHAG/TERF2IP/AGT/PPP4R4/GADD45A/SPRY4/UBASH3B/APC/CDA/PRKCZ/GBA1/NIBAN1/DGKQ/CDKN1B/HEG1/ANGPT1/DVL1/PDPK1/CALM3/PPARG/DUSP10/SOCS3/SPRY1/CDKN1C/DUSP22/SPRED2/TSPO/PRKG1/PDGFA/DNAJC3/SMPD1/HGF/CTDSPL/MYADM/SPAG9/FLCN/PARP1/CTDSP2/RASSF2/APOE/ABCA2/SPRED1/HNRNPU/DMD/MIDN/RABGEF1/PARD3/TRIB2/MAPT/PKIA/XDH/CNKSR3/GNAQ/PRKAG2/TAF7/CDKN1A/PTEN/LRP6/CTDSP1/PRR5L/DBNDD2/ERRFI1/PARP14/SEMA4D/NTF3/SFRP1/DRD2/DUSP16/TSG101/ZFYVE28/THY1/SIRT2/IL1B/MASTL/FKBP8/FIS1/BDKRB2/SORL1/PPP2CA/LATS2/SH3BP5/SH3GL2/ARRB2/SMCR8/MIR138-1/SIRPA/RUBCN/CHMP6/SOCS1/DEPTOR/PRKAR2B/CEBPA/SIRT1/PDE4D/NTRK3/C9orf72/CEP85/MICAL1/KIRREL1/IPO5/HYAL2/CIB1/LGALS3/PIK3IP1/ATG14/PAQR3/DNAJA1/TMED2/PLEK/SLC8A3/ITGB1BP1/AKT1S1/RGS14/HEXIM2/TGFB1/PTPA/RGS2/BAK1/TGFB2/PKIG/CALM2/CDK5RAP1/TARDBP/NR2F2/PIK3CB/SLIT2/PTPRO/PTPRC/APOC1/DAB2IP/MYOCD/PAK2/GCKR/PRKN/GSTP1/INPP5J/ROCK1/PTPRJ/PARD6A/TESK1/IRAK3/CHP1/UCHL1/ROCK2/TRIB3/PIBF1/WWTR1/CDKN2C/PRKAR1B/PTK6/PRKAR1A/HEXIM1/ANKLE2/FKBP1B/SNX6/SWAP70/BMP2/VPS25/TSC2/MACROH2A1/INPP5K/OCLN/RTRAF/PRKCD/SLC27A1/HIPK3/HSPB1/PARK7/MEN1/IPO7/PTPN6/QARS1/TFAP4/GGNBP2/CORO1C/PPP2R5D/PDCD4/GPD1L/FBLN1/PLK1/TRIM27/PTPN2/LRRK2/BOD1/PSEN1/PYCARD/DUSP7/ZNF675/DUSP6/CAMK2N1/PRDX3/NF1/PLPP3/RACK1/LPCAT1/PID1/DYNLL1/PWP1/PPP1R15B/PKN1/INPP5F/NNT/IRS2/PPP2R1A/INCA1/DNAJC10/GSK3B/GSK3A/TRAF3IP1/AKT1/RB1/ENG/ARPP19/ADAR/ENSA/NF2/DKK1/EIF4G1/NCK2/SOCS4/CAMK2N2/DUSP19/MAPK8IP1/DMTN/EPHA1/YWHAE/STYXL1/ADNP/TARBP2/PTPN13/LRRK1/BAX/GRB10/PPP1R8/SOCS5/MVP/IMPACT/PPM1F/NPRL2/SFRP2/CALM1/YWHAB/URI1/CBL/PRKAR2A/PPM1E/PRKRIP1/ADARB1/CADM4/STK38/INHA/PBK/RGN/CACTIN/MIR27B/NCK1/IKBKB/PRNP/EPHB2/LATS1/CRY2/CRKL/PIP5KL1/ZC3H12A/IQGAP1/NPM1/CDK5RAP3/CDKN2B/LRP5/TIPRL/DTNBP1/CAV1/MFHAS1/MGAT5/IBTK/PTPRQ/ZGPAT/INSM1/SRCIN1/PPP1R16B/MLXIPL/PKIB/CHRNA7/TNF/CEACAM1/NCKAP1L/PDGFB/NPPA/PAX6/ACP4/FOXA2/KLHL31/PPP1R1B/SPRY3/CAV3/TTC36/ALDOB/SPINK1"	"4/109"	"333/21976"	0.0909731664627408	"NCKAP1L/APOE/AGT/PDGFA"	4	337	2.42179794473372	0.51442749277187
