"source"	"ID"	"Description"	"Genes"	"GeneRatio"	"BgRatio"	"pvalue"	"geneID"	"Count"	"Total"	"OddsRatio"	"fdr"
"GOBP MYOBLAST PROLIFERATION"	"go_bp"	"GOBP_MYOBLAST_PROLIFERATION"	"GOBP_MYOBLAST_PROLIFERATION"	"ATOH8/MALAT1/MEIS2/FOS/ABL1/SIX1/HGF/SRC/FES/CTNNB1/PAXBP1/GPX1/KLHL41/GATA6/FGR/ATF2/ZNF609/SOX15/PPARD/FGF7/MIR199A1/MSTN/MYOD1"	"1/726"	"22/21673"	0.531620671722762	"FOS"	1	23	1.35693713999499	0.723529064752589
"GOBP MYOTUBE DIFFERENTIATION"	"go_bp"	"GOBP_MYOTUBE_DIFFERENTIATION"	"GOBP_MYOTUBE_DIFFERENTIATION"	"NFATC2/KCNH1/SMYD3/DNER/MMP14/SIK1/RIPOR2/HOMER1/PTGFRN/BCL2/MEF2C/IL4R/RBM24/JAM2/SIX4/MAMSTR/SIX1/ADGRB1/ADAMTS15/LARGE1/TMEM182/MYH9/RCAN1/ITGB1/CYP26B1/GDF15/HDAC5/PLD3/PIEZO1/FLOT1/MTOR/WNT10B/NEO1/BCL9/CDON/BHLHA15/STAC3/CD9/SMO/HDAC4/ADAMTS5/CFLAR/EHD2/ADGRB3/HDAC9/SORT1/SELENON/BHLHE41/KLF5/CD81/BDNF/PLEKHO1/ADAM12/TANC1/MYOCD/ATP11A/GPX1/DYRK1B/SKI/SPG11/KEL/NLN/DOCK5/TMEM119/MYORG/CCN3/EHD1/HDAC3/MYEF2/SHOX2/DMPK/XBP1/DOCK2/RBM38/CAV2/CACNA1H/CNTNAP1/DOCK1/PLPP7/NIBAN2/PPP3CA/NOTCH1/PLEC/CAPN2/FBXO22/MAPK14/BIN3/PPP3CB/TBX1/MAML1/HDAC1/SHH/TRIM72/WNT1/AVPR1A/ACTA1/RYR1/ERVW-1/NOS1/MYOD1/CACNA1S/CAV3/ACTN3/XK/CXCL10/RPL3L/SMYD1/CXCL9"	"1/726"	"107/21588"	0.971799904891866	"ADGRB1"	1	108	0.277902216729744	0.987879155354868
"GOBP NATURAL KILLER CELL ACTIVATION"	"go_bp"	"GOBP_NATURAL_KILLER_CELL_ACTIVATION"	"GOBP_NATURAL_KILLER_CELL_ACTIVATION"	"TOX/IL21R/IL15RA/NFIL3/PTPN22/ULBP2/IL23R/ULBP3/AXL/IL18/RAB27A/LAMP1/GATA3/BLOC1S3/HLA-E/GAS6/TICAM1/CORO1A/BLOC1S6/TYRO3/HLA-F/IL15/MICA/ULBP1/RASGRP1/IFNE/PTPRC/IL12A/IL23A/RHBDD3/ZBTB1/PBX1/DCAF15/PIK3CD/PIBF1/PRDM1/PRDX1/VAMP2/TYK2/RABL3/IFNB1/STAT5B/BAG6/SNX27/FGR/AP1G1/HECTD1/CASP8/KAT7/ELF4/JAK2/EMP2/MERTK/UNC13D/TICAM2/SP3/TUSC2/SLAMF7/KLRD1/HAVCR2/LEP/IL12B/IL18R1"	"5/722"	"58/21637"	0.0532943874717297	"SLAMF7/IL21R/GATA3/IL23A/ULBP1"	5	63	2.58346069347598	0.273123862184939
"GOBP NATURAL KILLER CELL MEDIATED IMMUNITY"	"go_bp"	"GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY"	"GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY"	"CADM1/ULBP2/PVR/ULBP3/SERPINB9/RNF19B/IL18/PLEKHM2/ARL8B/RAB27A/LAMP1/HLA-E/CORO1A/HLA-B/HLA-F/CD160/MICA/ARRB2/RAET1E/ULBP1/CRK/TUBB/CEBPG/TGFB1/RASGRP1/IL12A/HLA-A/LGALS9/PRDX1/LYST/VAMP2/NECTIN2/TUBB4B/PTPN6/RAET1G/STAT5B/GFER/AP1G1/CD226/UNC13D/HLA-G/LAG3/KIF5B/CRTAM/SLAMF7/VAV1/CEACAM1/CD96/KLRD1/HAVCR2/LEP/SH2D1B/IL12B/CLEC12B"	"2/725"	"52/21643"	0.526416975349053	"SLAMF7/ULBP1"	2	54	1.14816976127321	0.723529064752589
"GOBP NATURAL KILLER CELL PROLIFERATION"	"go_bp"	"GOBP_NATURAL_KILLER_CELL_PROLIFERATION"	"GOBP_NATURAL_KILLER_CELL_PROLIFERATION"	"PTPN22/IL23R/IL18/HLA-E/IL15/IL23A/TYK2/STAT5B/ELF4/JAK2/EMP2/LEP/IL12B"	"1/726"	"12/21683"	0.348584129350269	"IL23A"	1	13	2.48886593204775	0.63042393347454
"GOBP NCRNA PROCESSING"	"go_bp"	"GOBP_NCRNA_PROCESSING"	"GOBP_NCRNA_PROCESSING"	"IL6/SMAD3/PRKDC/DDX17/TP53/BMP4/RPL26/TRMT9B/INTS6/RBFA/TFB1M/GPAT2/DDX47/TUT7/SDE2/RPL7/EXOSC9/SBDS/EXOSC8/TDRKH/RIOK3/TP53RK/ENSG00000275464/USP36/THUMPD2/RRP7A/METTL15P1/PIH1D1/AARS1/RNF113A/HNRNPA2B1/RPP25L/EXOSC2/AGO2/FBL/FAM98A/TDRD7/TSEN15/RMRP/METTL8/ERI2/BCDIN3D/DUS2/WDR18/TDRD9/OSGEPL1/SNIP1/KRI1/LSM6/TOE1/TYW1B/LAS1L/TARBP1/WDR43/KTI12/INTS6L/CDKAL1/DTWD2/UTP25/DICER1/UTP3/PUSL1/ADAT1/RPL7L1/DUS3L/NHP2/PLD6/DDX51/DROSHA/EBNA1BP2/ALKBH1/GRSF1/EMG1/METTL15/TRMT2A/RPUSD1/TDRD1/TSEN2/SRRT/AGO4/RPS15/METTL2B/DIMT1/HSD17B10/SUV39H1/YTHDF2/YBEY/RPS7/RPP21/TFB2M/RRP7BP/UTP20/TRDMT1/DIS3/GTPBP4/ZNHIT3/RIOK2/EXOSC5/BRIX1/URM1/NOP53/RPS28/WDR55/RPS19/ELP6/GTPBP3/PA2G4/TGFB1/TYW1/MOV10L1/NOB1/RPP25/PRKRA/EXOSC10/CDK5RAP1/PIWIL4/NIFK/TRMO/NOP9/STAT3/INTS1/NOL6/PWP2/TSEN54/GON7/DCAF13/RPS17/INTS12/NOP14/NOLC1/C1D/NSUN3/METTL16/NUDT16/TRMT61B/INTS11/MRTO4/SART1/FTSJ3/ISG20/MPHOSPH10/THADA/ZMPSTE24/PIWIL2/UTP6/NOL10/METTL25B/NSUN5/PNLDC1/CTU1/ELP5/WDR4/DDX10/CHD7/AGO3/LCMT2/ANKRD34A/ELP2/TUT1/RPL11/TYW5/OSGEP/INTS13/SSB/KARS1/NOP10/NSUN5P2/SHQ1/ESF1/WBP11/NUP155/AGO1/RPP30/RPL5/UTP14A/ABT1/GEMIN4/PUS10/DPH3/TRMT10B/TRPT1/RPS8/NCBP2/WDR74/TRMT6/NOP58/MRPL44/NSUN6/USB1/ALKBH8/RRP9/RIPK1/MTFMT/TSNAX/EXOSC1/NOP2/TRMT10C/YRDC/ZC3H10/RRP12/TSR2/TRMT1L/RTRAF/MPHOSPH6/REXO4/RPS6/ADAT3/TRMT44/TRNT1/RPS27/DDX54/SMAD2/ADAT2/LAGE3/FAM98B/DHX37/MTO1/HEATR1/TRMT5/SARS1/METTL1/RPS16/INTS3/ERI1/ELAC1/UTP23/NOP56/FARS2/NGDN/HENMT1/EIF6/TRIT1/ZC3H7B/DUS4L/RIOK1/TSEN34/METTL18/TYW3/PRORP/INTS4/PIH1D2/MTERF4/PUS7/NSUN5P1/NOL9/BYSL/MRM2/RTCB/DDX18/EXOSC7/TPRKB/PUM1/SMAD1/PWP1/NAF1/NAT10/MRM1/NCBP1/QTRT2/DDX1/TRMT61A/TSR1/SEPSECS/DTWD1/EIF4A3/RPUSD2/GAR1/TUT4/AKT1/TRMT10A/PUS3/FRG1/RRP1B/PIN4/DDX27/ADAR/METTL2A/ZCCHC4/UTP11/TBL3/SRFBP1/PTCD1/THUMPD1/RPL27/POP4/LARP7/DKC1/SLX9/WDR12/WDR75/BUD23/DUS1L/GTF2H5/TRMT2B/METTL3/UTP15/NSA2/ERI3/EXOSC3/KRR1/RPS25/RCL1/RPP14/TARBP2/ELP3/BOP1/RPUSD4/ERCC2/TDRD12/NSUN2/FDXACB1/KAT2B/INTS5/TSR3/DDX52/INTS2/TRUB1/POP5/ZNHIT6/EXOSC6/THUMPD3/URB1/LYAR/IMP3/TRMT13/DDX49/TRUB2/IMP4/C2orf49/FTSJ1/RBM34/POP7/ELP1/MRM3/TENT4B/TRMT12/UTP4/DDX56/RRP15/ZC3H7A/ZBTB8OS/WDR3/PPAN/RNASEL/MAK16/SNU13/DDX3X/TSN/MOCS3/RPS14/RRP1/CLP1/TRMT11/RPF2/METTL6/RRP36/RPL7A/FBLL1/PUS1/ELP4/ANKRD16/MTREX/RPP38/SIRT7/TRMT112/METTL5/INTS8/DALRD3/RRP8/NOC4L/RPS24/WDR46/INTS9/RPL10A/SRSF3/FCF1/ELAC2/PES1/THG1L/TRMU/WDR36/PARN/RPP40/RPL35/PELP1/INTS7/RPF1/CTU2/RPL35A/NSUN4/NOL11/WDR6/INTS14/NPM3/PDCD11/XRN2/QTRT1/TRMT1/ZCCHC8/BMS1/PUM2/RPL14/MECP2/DDX21/RPS21/INTS10/RRS1/NOL8/NVL/DDX5/POP1/PNPT1/EXOSC4/UTP18/DGCR8/RSL1D1/TRIM71/TEX15/DDX4/MAEL/SPOUT1/LIN28A"	"1/726"	"421/21274"	0.999999204212299	"IL6"	1	422	0.0696033973943713	0.999999846926656
"GOBP NCRNA TRANSCRIPTION"	"go_bp"	"GOBP_NCRNA_TRANSCRIPTION"	"GOBP_NCRNA_TRANSCRIPTION"	"NFATC2/SMAD3/ATOH8/FOXO3/JUN/GATA2/MACROH2A2/TP53/SOX9/BMP4/POU2F1/FOS/MYBL1/EGR1/NFATC4/BMPR1A/PPARG/ELL/MARS1/PIH1D1/REST/KLF4/NGFR/GATA3/SREBF1/NCOR1/MYC/FGF2/TCOF1/HIF1A/GTF3C2/NR3C1/APLN/MTOR/CDK7/ERCC6/EGFR/AR/ELL2/SMAD4/IPPK/TWIST1/NOP53/ETS1/ZC3H4/TGFB1/ZNF143/TGFB2/NIFK/STAT3/KLF5/SMARCA4/POLR1E/NR1H2/GTF3C6/MYOCD/POLR3D/MRTFB/ICE1/SREBF2/SMARCB1/MEPCE/NFATC3/POLR1B/ICE2/NCOR2/GTF3C3/ANG/SNAPC4/POLR1G/POLR3E/CC2D1A/GATA6/NCL/ZC3H8/CAVIN1/DDX11/SNAPC3/BMP2/SPIN1/MACROH2A1/SMAD6/RPAP2/SNAPC1/RARA/DEDD/SNAPC2/TEAD1/GTF3A/ESR1/GNL3/SNAPC5/SMAD1/PWP1/PPARA/TAF1B/ZNF512B/LARP7/GTF2H5/ERCC2/PPARD/BRF1/RELA/GTF3C1/FOXA1/GTF3C5/FOSL1/POLR2F/SIRT7/POLR2L/USPL1/NFIB/GTF3C4/NOL11/WDR82/NPM3/MRTFA/SRF/POU5F1/YY1/MYB/DDX5/TNF/PDGFB/ELL3/MYOD1/WT1/BTBD18"	"5/722"	"123/21572"	0.401017639154855	"NGFR/GATA3/EGR1/SOX9/FOS"	5	128	1.21455757493863	0.655884991016031
"GOBP NECROPTOTIC PROCESS"	"go_bp"	"GOBP_NECROPTOTIC_PROCESS"	"GOBP_NECROPTOTIC_PROCESS"	"TLR3/CYLD/TP53/IPMK/PYGL/PELI1/RIPK3/PARP1/MUTYH/CASP6/ADPRS/BOK/ARHGEF2/TRPM7/BIRC2/FAS/FZD9/CFLAR/PPIF/DNM1L/ITPK1/PRKN/RNF31/RBCK1/PGAM5/RIPK1/OGT/FADD/MLKL/SPATA2/CASP8/SLC25A4/YBX3/ITCH/BIRC3/AIFM1/CAV1/NLRP6/TNF"	"1/726"	"38/21657"	0.723786164056284	"FZD9"	1	39	0.785015224010439	0.834652525123395
"GOBP NEGATIVE ADAPTATION OF SIGNALING PATHWAY"	"go_bp"	"GOBP_NEGATIVE_ADAPTATION_OF_SIGNALING_PATHWAY"	"GOBP_NEGATIVE_ADAPTATION_OF_SIGNALING_PATHWAY"	"ADM/GTF2H2/ADRB2/HTR1B/HTR2B/UBQLN2/ENTREP1/DRD2/APLN/ARRB2/ARR3/ARRB1/GRK3/GRM5/GIPR/GRK2/NECAB2/APLNR"	"2/725"	"16/21679"	0.114177549903826	"ENTREP1/ADRB2"	2	18	3.73775862068965	0.384363463790358
"GOBP NEGATIVE CHEMOTAXIS"	"go_bp"	"GOBP_NEGATIVE_CHEMOTAXIS"	"GOBP_NEGATIVE_CHEMOTAXIS"	"ROBO2/SEMA7A/SEMA3E/SEMA3F/SEMA3D/FLRT2/SEMA3A/PLXNA4/PLXNA3/FLRT3/DPP4/SEMA6A/PDGFA/SEMA6D/SEMA4D/ROBO1/SEMA4G/EFNA5/WNT5A/SLIT1/SLIT2/SEMA4A/SEMA6C/ITGAV/RYK/SEMA5A/ITGB3/NRP2/NRG1/SLIT3/RHOA/SEMA3B/SEMA3C/SEMA4C/SEMA4B/SEMA4F/NTN1/NRG3/LGR6/UNC5C/APOA1/EPHA7/SEMA3G/SEMA6B/LRTM1"	"4/723"	"41/21654"	0.0573538562105979	"SEMA3F/SEMA6C/ROBO2/PDGFA"	4	45	2.9219714603785	0.275938509923091
"GOBP NEGATIVE REGULATION BY HOST OF VIRAL PROCESS"	"go_bp"	"GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS"	"GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS"	"NUCKS1/PSMC3/APOBEC3H/CCNK/PRKN/VAPA/EIF2AK4/SMC6/PTX3/SMC5/ZC3H12A/LTF"	"1/726"	"11/21684"	0.326743086230666	"APOBEC3H"	1	12	2.7152516904583	0.618714526460433
"GOBP NEGATIVE REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION"	"GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION"	"CRACD/WASHC2C/SPTBN2/TWF1/CARMIL2/SPTBN1/CARMIL1/SCIN/MTPN/TMOD2/AVIL/CAPZA2/GSN/SPTBN4/SPTB/ADD2/TMOD4/CAPG/PIK3CA/TMOD1/TWF2/ADD3/EPS8/VILL/SWAP70/CAPZB/CAPZA1/TRIOBP/FLII/PLEKHH2/SPTAN1/ADD1/DMTN/SVIL/LIMA1/RDX/SPTBN5/LMOD1/TMOD3"	"2/725"	"37/21658"	0.362171402523653	"ADD2/CARMIL2"	2	39	1.61476234855545	0.642895655574598
"GOBP NEGATIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION"	"GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION"	"KANK4/CRACD/WASHC2C/SPTBN2/HIP1R/TWF1/CARMIL2/SPTBN1/CARMIL1/SCIN/MYADM/MTPN/TMOD2/AVIL/CAPZA2/GSN/TMSB4X/SPTBN4/SPTB/ADD2/KANK3/SSH3/SLIT2/MKKS/TMOD4/CAPG/TMOD1/TWF2/ADD3/EPS8/TMSB15A/PFN4/VILL/SSH2/PFN1/PRKCD/SSH1/CAPZB/KANK2/CAPZA1/TRIOBP/FLII/KANK1/ARFGEF1/TMSB10/PFN2/SPTAN1/TMSB15C/ADD1/DMTN/FHOD3/CYRIB/SVIL/BBS4/TMSB15B/RDX/SPTBN5/TMSB4Y/LMOD1/TMOD3"	"2/725"	"58/21637"	0.583695654750738	"ADD2/CARMIL2"	2	60	1.02910820451843	0.754991986303976
"GOBP NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE"	"GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE"	"TNFSF18/SVEP1/SMAD7/IL7R/LOXL3/TNFSF4/IL4R/IL33/DUSP22/TNFRSF14/THOC1/ZBTB7B/SUSD4/IL27RA/HLA-F/IL1RL1/CD160/BCL6/JAK3/PARP3/PTPRC/CD46/AHR/NDFIP1/IFNB1/PTPN6/CR1L/TRIM27/IL4I1/FOXP3/HFE/RC3H2/HLA-G/PPP3CB/ZC3H12A/IL20RB/RC3H1/TBX21/CEACAM1/NCKAP1L/KLRD1/XCL1/CR2/HAVCR2"	"3/724"	"41/21654"	0.170471278881136	"TBX21/IL1RL1/NCKAP1L"	3	44	2.18845169114675	0.468045616140562
"GOBP NEGATIVE REGULATION OF ALCOHOL BIOSYNTHETIC PROCESS"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS"	"GOBP_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS"	"NFKB1/PRKG1/REST/APOE/DKK3/CYP27B1/PLEK/SCAP/ERLIN1/BMP2/ERLIN2/SOD1/GFI1/BMP5/MIR98"	"1/726"	"14/21681"	0.390166311114514	"APOE"	1	15	2.13311688311688	0.646369115407936
"GOBP NEGATIVE REGULATION OF ALPHA BETA T CELL ACTIVATION"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION"	"GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION"	"TNFSF18/SMAD7/LOXL3/TNFSF4/VSIR/GLI3/CBLB/IL4R/CD274/TNFRSF14/ZBTB7B/BCL6/JAK3/SOCS1/CBFB/HLX/LGALS9/ARG2/ANXA1/NDFIP1/SLC4A2/RUNX3/SOCS5/ITCH/RUNX1/FOXP3/HFE/RC3H2/HMGB1/ZC3H12A/TWSG1/RC3H1/TBX21/SHH/IHH/XCL1/ADORA2A"	"1/726"	"36/21659"	0.704931003853244	"TBX21"	1	37	0.828703703703704	0.824298666884027
"GOBP NEGATIVE REGULATION OF ALPHA BETA T CELL DIFFERENTIATION"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION"	"GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION"	"TNFSF18/SMAD7/LOXL3/TNFSF4/GLI3/IL4R/ZBTB7B/BCL6/JAK3/SOCS1/CBFB/HLX/ANXA1/SLC4A2/RUNX3/SOCS5/RUNX1/FOXP3/RC3H2/HMGB1/ZC3H12A/RC3H1/TBX21/SHH/IHH"	"1/726"	"24/21671"	0.561532110988236	"TBX21"	1	25	1.24374426078972	0.7399813829363
"GOBP NEGATIVE REGULATION OF AMIDE METABOLIC PROCESS"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS"	"GOBP_NEGATIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS"	"DHFRP1/IGFBP5/SPHK1/CLU/ENC1/CPEB4/TYMS/DAPK1/WTIP/TOB1/FXR2/PAIP1/EIF2AK3/MOV10/TUT7/EXOSC9/EIF4EBP1/EXOSC8/EIF4E/PLEKHN1/HNRNPD/CPEB1/RBM24/SHMT2/XRN1/PCIF1/EXOSC2/BIN1/AGO2/PDE12/SAMD4A/SRP9/CPEB2/APOE/TIA1/HNRNPU/RTN4/HAP1/CPEB3/NOCT/ZC3H12D/EPRS1/NHLRC1/BTG2/MLH1/SHMT1/TNRC6C/CNOT4/IGF2BP1/PURA/DAPK3/C8orf88/SESN2/YTHDF3/TRIM3/SORL1/TNRC6A/HNRNPR/MIR138-1/AGO4/UPF1/YTHDF2/PAIP2B/GIGYF2/RPS3/DIS3/IGF2BP3/EXOSC5/CNOT6/DCP2/TNKS1BP1/CAPRIN2/ZFP36/DHX9/RGS2/EIF4EBP2/TPR/TARDBP/ILF3/MEX3D/RBM4/NTRK2/METTL16/PAN2/ROCK1/PNLDC1/FTO/UNK/AGO3/PAIP2/PABPC1/PATL2/RIDA/DCP1A/PATL1/ROCK2/AGO1/RTN3/RTN2/ANG/NANOS3/SPON1/NCL/LIMD1/KHSRP/ZFP36L1/MIR125B1/WFS1/EPHA4/PIN1/CNOT9/ZNF598/DCP1B/CNOT8/RARA/SAMD4B/EIF4EBP3/LARP1/ORMDL3/CAPRIN1/EIF6/DDX6/CSNK2A1/LSM1/TENT4A/ATF4/CNOT1/CELF1/CNOT10/INPP5E/DHFR/SERBP1/PUS7/EIF2AK4/YTHDF1/RACK1/CNOT6L/EXOSC7/YBX1/PRKAA1/EIF2AK2/PUM1/DCPS/ORMDL1/SHFL/EIF4A3/TUT4/NANOS1/GRB7/EIF4ENIF1/EIF4G1/RNF139/METTL3/EXOSC3/MRPL13/CIRBP/POLR2G/PARP16/CSDE1/NMNAT2/TNRC6B/IGF2BP2/EIF2S1/RTN1/IFRD2/TENT4B/PAN3/CALR/NHLRC3/DDX3X/RPL13A/RC3H2/ZFP36L2/SYNCRIP/MALSU1/ZNF540/ABCA7/NT5C3B/CNOT7/GAPDH/MIR27B/EIF4E2/DHX36/METTL14/PRNP/LSM14A/BANK1/PARN/ORMDL2/ZC3H12A/DIS3L2/EIF3E/FMR1/FXR1/CNOT2/TRIM2/TSC1/PUM2/MIR590/AJUBA/CNOT11/EIF2AK1/GGA3/RC3H1/CNOT3/PNPT1/TRIM71/CHRNA7/ATCAY/LIN28A/MIR186/MIR98"	"5/722"	"207/21488"	0.821021055188459	"IGFBP5/APOE/BTG2/HAP1/NANOS1"	5	212	0.71888340225086	0.892979886351483
"GOBP NEGATIVE REGULATION OF AMINE TRANSPORT"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT"	"GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT"	"SNCA/ADORA1/HTR1B/PRKG1/RGS4/CRH/ADRA2A/DRD2/P2RY1/RGS2/ABAT/ADRA2C/SLC43A2/ARL6IP5/GABBR1/SLC43A1/SYT11/CNR1/ADRA2B/HRH3/TNF/GRM7/CHGA/LEP"	"2/725"	"22/21673"	0.181972439742598	"CRH/ADRA2C"	2	24	2.71761755485893	0.481489626163932
"GOBP NEGATIVE REGULATION OF AMYLOID FIBRIL FORMATION"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION"	"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION"	"CLU/LDLR/APOE/PFDN2/PFDN5/CRYAB/PFDN6/VBP1/PFDN4/PFDN1"	"1/726"	"9/21686"	0.280842777824095	"APOE"	1	10	3.31894704621977	0.595507100770764
"GOBP NEGATIVE REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS"	"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS"	"CLU/BIN1/PICALM/APOE/RTN4/HAP1/SORL1/NTRK2/ROCK1/RTN3/RTN2/SPON1/PIN1/RTN1/ABCA7/PRNP/FLOT2/GGA3/CHRNA7/MIR186"	"2/725"	"18/21677"	0.136019243185632	"APOE/HAP1"	2	20	3.32214559386973	0.420048406642131
"GOBP NEGATIVE REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY"	"GOBP_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY"	"TCF21/NCOR1/SFRP1/PIAS2/SIRT1/HEYL/SMARCA4/ZBTB7A/NCOR2/FOXP1/DAB2/PHB1/HDAC1/FOXH1"	"1/726"	"13/21682"	0.369717572964993	"TCF21"	1	14	2.29730875185421	0.642895655574598
"GOBP NEGATIVE REGULATION OF ANTIGEN RECEPTOR MEDIATED SIGNALING PATHWAY"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY"	"GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY"	"LPXN/PTPN22/DUSP3/CBLB/EZR/ELF1/DUSP22/PLCL2/THY1/CD160/LGALS3/PTPRJ/DGKZ/GBP1/PTPN6/PAWR/PTPN2/PHPT1/CD22/LAPTM5/PRNP/BTN2A2/GPS2/CEACAM1"	"1/726"	"23/21672"	0.546822768765378	"CD22"	1	24	1.29787998562702	0.731215322166877
"GOBP NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY"	"go_bp"	"GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY"	"GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY"	"PTGS2/CLU/GDNF/PPIA/THBS1/HMOX1/FGF10/VDAC2/ITPRIP/EYA4/EYA1/HSPA1A/SERPINE1/BMP4/HELLS/SNAI1/IER3/PTPN1/RTKN2/ARMC10/CDKN2D/CXCL12/HSPA1B/BCL2/RRM2B/SH3RF1/NRP1/PEA15/TNFAIP3/PIH1D1/BRCA1/IL1A/STRADB/IL7/RFFL/CD74/HGF/SCG2/SRC/IFI6/FZD1/MUC1/HMGB2/SNAI2/NOG/PINK1/PHIP/TMEM14A/PRDX2/BID/TRIM32/MDM2/SOD2/BOK/MAZ/ARHGEF2/PSMD10/TXNDC12/RRN3/TRAP1/CTH/HIF1A/MARCHF7/ENO1/IL1B/BDKRB2/PLAUR/AR/MCL1/GRINA/GCLC/CTTN/FZD9/SIRT1/NDUFA13/ASAH2/SELENOS/EYA3/CFLAR/WNT16/LGALS3/ATAD5/RNF34/FIGNL1/DNAJA1/CTNNB1/BAK1/HERPUD1/PCGF2/FAIM2/PPIF/CREB3L1/PIK3CB/TRIAP1/ZC3HC1/CCAR2/BDNF/MPV17L/LMNA/NR4A2/SYVN1/ACVR1/FYN/RB1CC1/CAAP1/MNT/SLC25A5/PRKN/MAPK8IP2/NONO/GPX1/GSTP1/TMBIM1/BMI1/ICAM1/EYA2/NOL3/FXN/NFE2L2/TCF7L2/ITGAV/MEIS3/CD44/NANOS3/CSF2/BCL2L2/HYOU1/RIPK1/WFS1/PSME3/MAP2K5/FAIM/RPS6KB1/HSPB1/PARK7/QARS1/XBP1/PARL/HTT/PELI3/FBXO7/CSNK2A1/LRRK2/ACKR3/PRELID1/ZNF385A/PSEN1/ATF4/TAF9B/HTRA2/CSNK2A2/BIRC6/KDM1A/RACK1/OPA1/UNC5B/GSK3B/AKT1/TPT1/RB1/ING2/GHITM/SLC25A4/NOS3/TAF9/MAPK8IP1/MAPK7/GNAI2/BAX/ZMYND11/YBX3/CREB3/PYCR1/TGFBR1/RELA/BAG5/SFRP2/WNT4/URI1/NME5/DDX3X/DDIAS/ITGA6/NDUFS3/SLC35F6/GCLM/SIAH2/PTTG1IP/NOC2L/SGK3/MMP9/TMBIM6/CTNNA1/BCL2L1/YAP1/AATF/IVNS1ABP/USP47/HDAC1/TMEM161A/RAF1/ACAA2/WNT1/COL2A1/TNF/CX3CL1/CX3CR1/BMP5/FGB/GATA4/ELL3"	"7/720"	"204/21491"	0.529098997126311	"EYA4/WNT4/GDNF/SCG2/FZD9/HSPA1B/HSPA1A"	7	211	1.02421704793028	0.723529064752589
