"source"	"ID"	"Description"	"Genes"	"GeneRatio"	"BgRatio"	"pvalue"	"geneID"	"Count"	"Total"	"OddsRatio"	"fdr"
"GOBP NEUROFILAMENT CYTOSKELETON ORGANIZATION"	"go_bp"	"GOBP_NEUROFILAMENT_CYTOSKELETON_ORGANIZATION"	"GOBP_NEUROFILAMENT_CYTOSKELETON_ORGANIZATION"	"ATP8A2/NEFH/NDEL1/ARHGEF28/CLN8/NEFL/INA/VPS54/ATF2/SOD1"	"1/540"	"9/21872"	0.216738783926474	"INA"	1	10	4.50041152263374	0.63625123208
"GOBP NEUROINFLAMMATORY RESPONSE"	"go_bp"	"GOBP_NEUROINFLAMMATORY_RESPONSE"	"GOBP_NEUROINFLAMMATORY_RESPONSE"	"PTGS2/IL6/SPHK1/CLU/CD200/TLR3/CTSC/SNCA/GRN/APP/NAGLU/TAFA3/IL33/IL18/LDLR/MMP8/POMT2/MMP3/LARGE1/BPGM/MAPT/ITGB1/NR3C1/IL1B/SMO/TLR6/PTPRC/KCNJ8/ZEB2/POMGNT1/TRPV1/CNTF/IFNGR1/VPS54/LRRK2/PSEN1/NUPR1/C5AR1/IFNGR2/TNFRSF1B/NR1D1/LRP1/AGER/JAK2/ADCY1/SYT11/ATM/GNAT2/DAGLA/MMP9/ITGAM/ADCY8/TNF/CX3CL1/CX3CR1/TTBK1/CCL3/ADORA2A/CD200R1/ITGB2"	"1/540"	"59/21822"	0.769474002915735	"ADCY8"	1	60	0.684934086629002	0.869203273163705
"GOBP NEUROMUSCULAR JUNCTION DEVELOPMENT"	"go_bp"	"GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT"	"GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT"	"NEDD4/COL4A1/PPFIBP2/KY/F2R/LRP4/TNC/APP/COL4A5/AGRN/DVL1/PDZRN3/SIX4/SIX1/LARGE1/MESD/MYCBP2/DOK7/SPTBN4/ZC4H2/CACNB2/MUSK/PPFIBP1/FZD9/ANK3/CACNB1/UNC13A/RER1/KCNJ8/SPG11/DCTN1/LAMB2/ALS2/COLQ/LRRK2/CNTNAP1/FNTA/DNAJA3/CACNB3/GPHN/SNTA1/CRKL/UNC13B/ERBB2/AFG3L2/SLC18A3/UNC13C/CACNA1S/CACNB4"	"2/539"	"47/21834"	0.331817229938089	"UNC13A/FZD9"	2	49	1.72375952315162	0.661436499731692
"GOBP NEUROMUSCULAR PROCESS"	"go_bp"	"GOBP_NEUROMUSCULAR_PROCESS"	"GOBP_NEUROMUSCULAR_PROCESS"	"NPAS1/PENK/HOXD10/STAC/HIPK2/EDNRA/GRIN2D/GSTO1/MYH3/ABL1/HOMER1/KCNJ2/SHANK1/APP/ATP8A2/PDE8B/GBA1/HEXB/DVL1/CCDC78/TPP1/GAA/CNTNAP2/AARS1/HEXA/LARGE1/GM2A/DMD/SLITRK6/MYCBP2/XRCC1/CTNNA2/CLN8/PTEN/GRID2/NEFL/MYO7A/NLGN2/SPTBN4/DRD2/PRKD1/RCSD1/MTOR/HERC1/NRXN1/POMK/TNNT1/ADCY5/COMP/STAC3/BACE1/GIGYF2/NPR2/CAMTA1/SLC8A3/MAP1A/GSTM2/BCR/HOXC10/KCNJ8/ZMPSTE24/PRKN/VTI1A/VPS35/DCTN1/FXN/TUBA1A/UCHL1/JPH3/ZNF212/PNKD/BLOC1S4/PAFAH1B1/SCN1A/NR4A1/GRIN2A/CASQ1/RPS6KB1/DMPK/HOXA1/CHD8/STRA6/VPS54/SPART/GCH1/TNNC1/CNTNAP1/TCAP/ITPR1/GRIN3A/CLN3/RAC3/AGTPBP1/TMEM150C/PRRT2/DLG4/UCN/PEX5/MYH14/ADARB1/ALDH1A3/ATP2A1/NBN/SYNM/TNNC2/GRIN2C/HSP90AA1/CHUK/SLC1A3/C12orf57/UBA5/MECP2/GLRB/SLC6A3/ASCL1/SCN4A/HMX3/POU4F1/TCF15/TNF/PCDH15/CSMD1/GBX1/FGF12/FOXS1/GPR88/IGDCC3/POU4F3/CDH23/USH1C/PVALEF/ADORA2A/STAC2/CAV3/ACTN3/TNR/RBFOX1"	"2/539"	"135/21746"	0.846317885645839	"PDE8B/KCNJ2"	2	137	0.597704940562083	0.915290929189663
"GOBP NEUROMUSCULAR PROCESS CONTROLLING BALANCE"	"go_bp"	"GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE"	"GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE"	"ABL1/SHANK1/APP/PDE8B/HEXB/TPP1/GAA/AARS1/HEXA/GM2A/CLN8/NEFL/MYO7A/NLGN2/HERC1/NRXN1/ADCY5/GIGYF2/CAMTA1/BCR/JPH3/ZNF212/BLOC1S4/PAFAH1B1/CNTNAP1/CLN3/RAC3/DLG4/ALDH1A3/NBN/GRIN2C/SLC1A3/HMX3/POU4F1/PCDH15/FOXS1/GPR88/IGDCC3/POU4F3/CDH23/USH1C/TNR/RBFOX1"	"1/540"	"42/21839"	0.650491152705571	"PDE8B"	1	43	0.962918871252205	0.799525595511872
"GOBP NEUROMUSCULAR SYNAPTIC TRANSMISSION"	"go_bp"	"GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION"	"GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION"	"EGR3/TSPOAP1/ERC1/DTNA/RIMBP3/FCHSD1/FCHSD2/LARGE1/RAB3A/STXBP1/RIMBP3B/ERC2/STAC3/KIF1B/MYLK2/VPS54/RAPSN/CHRNB1/NLGN1/ADARB1/CHRNA3/RIMBP3C/CHRNB2/CHAT"	"2/539"	"22/21859"	0.113276913350172	"RAB3A/RIMBP3C"	2	24	3.68679372575477	0.500465559687056
"GOBP NEURONAL STEM CELL POPULATION MAINTENANCE"	"go_bp"	"GOBP_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE"	"GOBP_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE"	"HES1/WDR47/FANCD2/PROX1/REST/FUT10/IGF2BP1/FANCC/FOXO1/SRRT/PCM1/CDH2/HOOK3/SS18/DLL1/JAG1/PRRX1/ASPM/MMP24/NOTCH1/MCPH1/HES5"	"1/540"	"21/21860"	0.415840696938475	"DLL1"	1	22	1.92768959435626	0.68683764099991
"GOBP NEURON APOPTOTIC PROCESS"	"go_bp"	"GOBP_NEURON_APOPTOTIC_PROCESS"	"GOBP_NEURON_APOPTOTIC_PROCESS"	"NDNF/PCSK9/SLC25A27/CLU/UCP2/GDNF/CCL2/SEMA3E/CPEB4/HIPK2/SNCA/FOXO3/CCND1/TFAP2A/CEBPB/TP53/GRN/SCN2A/NLRP1/PCDHGC5/LGMN/F2R/ABL1/EGR1/NFATC4/CRLF1/ISL1/APP/BCL2/MEF2C/AXL/GBA1/PARP2/BCL2L11/ANGPT1/NRP1/RETREG1/DDIT3/DLX1/AARS1/THRB/NMNAT1/KCNQ3/SIX4/SLC1A1/SIX1/HTR2A/ERBB3/PARP1/FZD1/APOE/RAD21/MAP2K4/NGFR/ADAM8/PCDHGC4/OXR1/NQO1/GDF5/MDK/PINK1/STXBP1/GATA3/BTG2/CLN8/G6PD/GRID2/SIAH1/NEFL/CIT/SRPK2/PCDHGC3/BID/MAP3K5/THAP11/SOD2/MAX/TMTC4/CORO1A/IL27RA/BOK/UBB/NTF3/TYRO3/HIF1A/NR3C1/AMBRA1/TNFRSF21/CDK5R1/ELK1/CASP2/PTK2B/ALKBH1/NES/NCSTN/MCL1/KDR/CASP7/GCLC/ZPR1/FAM162A/EGLN2/PPT1/BACE1/FAS/AGAP2/FZD9/SIRT1/PLXND1/NPR2/DAXX/BRAF/TMBIM4/NSMF/MYBL2/DNAJC5/MSH2/CTNNB1/AKT1S1/TGFB2/FAIM2/ADCY10/KIF14/ST8SIA2/BDNF/PRKCI/PIK3CA/VSTM2L/NTRK2/NR4A2/TP63/TGFB3/BNIP3/PRKN/CASP3/NONO/GPX1/ROCK1/PPARGC1A/GPI/SPG11/NRBP2/NGF/XRCC2/NDP/TUBA1A/ATN1/CDC34/AKT2/CDK5/GBE1/ZNF212/HYOU1/SNX6/RIPK1/MIR125B1/WFS1/FBXW7/PIGT/FADD/HRAS/POLB/XIAP/PARK7/APAF1/FOXQ1/DRAXIN/LIG4/CNTF/FBXO7/CASP9/MAP3K12/VPS54/RHOA/PSEN1/ATF4/HTRA2/NF1/ATF2/DIABLO/NUPR1/GRM4/IL6ST/CASP8/UNC5B/RB1/ITGA1/DKK1/GRIK2/CLN3/RAPSN/NAE1/TRAF7/ADNP/KRAS/JAK2/UBE2M/NAIP/SET/BAX/USP53/PYCR1/UCN/SARM1/ATP13A2/CLCF1/SOD1/STAMBP/ADARB1/MAP3K11/AIFM1/EGLN3/GAPDH/PHB1/PRNP/GCLM/SIGMAR1/ATM/MAP2K7/TMBIM6/KDM2B/BCL2L1/TRIM2/MECP2/RASA1/SYNGAP1/MYB/NTRK1/PITX3/CNTFR/DIO3/SNCB/ASCL1/EN2/WNT1/POU4F1/TNF/CX3CL1/CX3CR1/PTPRZ1/PLA2G3/CHL1/EPHA7/TRPC5/POU4F3/NPPC/CCL3/PRKCG/EN1/ADORA2A/NTF4/KCNB1/GPRASP3/MIR98"	"10/531"	"244/21637"	0.0892891221127861	"CNTFR/KDR/APOE/ADCY10/BCL2L11/RETREG1/DRAXIN/FZD9/NTRK1/PCDHGC5"	10	254	1.66998548979655	0.444792896696186
"GOBP NEURON CELLULAR HOMEOSTASIS"	"go_bp"	"GOBP_NEURON_CELLULAR_HOMEOSTASIS"	"GOBP_NEURON_CELLULAR_HOMEOSTASIS"	"IL6/CALB2/TMEM106B/ADORA1/ATP6V1E1/CHMP2B/TSPOAP1/ATP6V1A/ATP6AP2/ATP6V1H/APP/HEXB/HTR1B/TSC22D4/CLCN3/ATP6V0D1/ATP6V1C1/HAAO/ATP6AP1/ATP6V0A4/ATP6V1G1/CACNB2/TYRO3/ATP6V1G2/P2RY1/ATP6V1F/ATP6V1D/ERC2/SLC8A2/MAP1A/IMMT/PRKN/DCTN1/DNAJB2/TMEM175/SNAPIN/IFNB1/ATP6V1B2/PSEN1/FGGY/PRKAA1/ATP6V0A1/BAP1/DISC1/TAOK1/ATP2A2/CA2/CNR1/CX3CL1/SV2B/NELL2/CA7/CACNB4/ATP2B3/SLC24A2"	"2/539"	"53/21828"	0.384260824681955	"SLC8A2/ATP6V1G2"	2	55	1.52819687051493	0.673866247861868
"GOBP NEURON CELL CELL ADHESION"	"go_bp"	"GOBP_NEURON_CELL_CELL_ADHESION"	"GOBP_NEURON_CELL_CELL_ADHESION"	"NCAM2/RET/NLGN4Y/NLGN2/NLGN4X/CDK5R1/NRXN1/NRXN3/NINJ2/ASTN2/ASTN1/NRXN2/NLGN1/NLGN3/CNTN4/TNR"	"1/540"	"15/21866"	0.323562630196036	"RET"	1	16	2.69950617283951	0.654231646230283
"GOBP NEURON FATE COMMITMENT"	"go_bp"	"GOBP_NEURON_FATE_COMMITMENT"	"GOBP_NEURON_FATE_COMMITMENT"	"DLX2/ID2/HOXD10/GATA2/EYA1/SOX9/BMP4/GLI3/ISL1/RBPJ/DLL4/PROX1/DLX1/SIX1/JAG2/EPOP/NOTCH3/FKBP8/POU3F2/SMAD4/SUFU/BHLHA15/CTNNB1/TBR1/HOXC10/DLL1/ISL2/PRRX1/GLI2/EHMT2/LMO4/ZNF521/NOTCH1/BCL11B/TGFBR1/CDC42/FOXA1/FOXG1/NFIA/NFIB/SHH/ASCL1/WNT1/OLIG2/POU4F1/ATOH7/IHH/ESRP1/DMRTA2/GBX1/TLX3/LBX1/PAX6/MYT1L/GSX2"	"3/538"	"52/21829"	0.147013053013927	"SOX9/POU3F2/DLL1"	3	55	2.34082785244495	0.558119141983283
"GOBP NEURON FATE SPECIFICATION"	"go_bp"	"GOBP_NEURON_FATE_SPECIFICATION"	"GOBP_NEURON_FATE_SPECIFICATION"	"HOXD10/EYA1/SOX9/GLI3/ISL1/SIX1/FKBP8/POU3F2/SUFU/HOXC10/DLL1/ISL2/GLI2/EHMT2/LMO4/FOXA1/NFIA/NFIB/ASCL1/POU4F1/ESRP1/DMRTA2/TLX3/MYT1L/GSX2"	"3/538"	"22/21859"	0.021659968316483	"SOX9/POU3F2/DLL1"	3	25	5.54046975329503	0.281159955941284
"GOBP NEURON INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO OXIDATIVE STRESS"	"go_bp"	"GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS"	"GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS"	"PARP1/FZD1/PINK1/MAP3K5/HIF1A/MCL1/DAXX/CTNNB1/ADCY10/PRKN/NONO/FBXW7/PARK7/FBXO7/ATF4/PYCR1/WNT1"	"1/540"	"16/21865"	0.339895425744726	"ADCY10"	1	17	2.5306712962963	0.661436499731692
"GOBP NEURON MATURATION"	"go_bp"	"GOBP_NEURON_MATURATION"	"GOBP_NEURON_MATURATION"	"BCL11A/GATA2/B4GALT6/EDNRA/NTN4/APP/BCL2/RET/AGRN/CDKN1C/CNTNAP2/KCNIP2/KCNQ3/PICK1/MTCH1/B4GALT5/SPTBN4/C3/ADGRB3/MYOC/NR4A2/SCARF1/RND1/SCLT1/ANKS1A/LRRK2/C1QL1/LGI4/KDM1A/NRCAM/RB1/TBX6/RAC3/GLDN/FARP2/CLN5/MECP2/MAP3K13/CX3CL1/VSX1/EDNRB/KCNB1/CNTN2"	"1/540"	"42/21839"	0.650491152705571	"RET"	1	43	0.962918871252205	0.799525595511872
"GOBP NEURON MIGRATION"	"go_bp"	"GOBP_NEURON_MIGRATION"	"GOBP_NEURON_MIGRATION"	"NDNF/KIF26A/EMX2/SEMA3E/SHTN1/DNER/NTNG1/FLRT2/SEMA3A/GATA2/SATB2/PLXNA3/LRP12/FAT3/DDIT4/DCC/ULK4/CXCL12/SEPTIN4/SH3RF1/MEF2C/AXL/NTNG2/CELSR1/DAB1/NRP1/GNRH1/SEMA6A/SDCCAG8/NDEL1/PRKG1/CAMK2B/NDN/MARK2/MARK1/PLXNB2/LARGE1/ZMIZ1/PEX7/AUTS2/MDK/GATA3/SPOCK1/CTNNA2/FLNA/DCLK1/ADGRG1/GAS6/MDGA1/ARHGEF2/IGSF10/DRD2/TYRO3/CDK5R1/ALKBH1/NEO1/POMGNT2/CCR4/PCM1/ACAP3/BBS1/TWIST1/NSMF/CRK/CTNNB1/GPR173/CCK/RAC1/WDR62/NR2F2/STAT3/PLAA/FGF13/NDE1/KIRREL3/TOP2B/VEGFA/DAB2IP/NTRK2/NR4A2/FYN/DRGX/PEX13/ASTN2/UNK/PLXNA1/TUBA1A/KIF20B/CDK5/CAMK2A/ASPM/PAFAH1B1/RAPGEF2/FBXO45/PHACTR1/NRP2/TUBB2B/TRIM46/TBC1D24/ASTN1/FZD3/RHOA/PSEN1/KIAA0319L/NIPBL/ZNF609/NRCAM/CDKL5/CELSR2/YWHAE/ELP3/SRGAP2/BAX/COL3A1/PEX5/USP9X/CEP85L/TUBGCP2/NAV1/SRGAP2C/BBS4/MAP1B/FOXG1/FGFR1/LRIG2/DISC1/RELN/CRKL/HSP90AA1/SRF/NTN1/ITGA3/NEXMIF/ASCL1/CDK5R2/CXCR4/NRG3/NKX6-1/UNC5D/POU4F1/ADGRL3/CX3CL1/DCDC2/UNC5C/CHL1/TLX3/PAX6/LHX6/TNN/TBX20/KIAA0319/CNTN2/DNAAF4"	"1/540"	"152/21729"	0.976476233683503	"NTNG2"	1	153	0.264729532163743	0.988216758650498
"GOBP NEURON PROJECTION ARBORIZATION"	"go_bp"	"GOBP_NEURON_PROJECTION_ARBORIZATION"	"GOBP_NEURON_PROJECTION_ARBORIZATION"	"PTN/NTNG1/SEMA3A/MFSD2A/MACF1/MOV10/NTNG2/NRP1/DVL1/MYO9A/IGF2BP1/GRIP1/FZD4/WNT5A/TAOK2/DVL3/DVL2/ROCK1/TUBA1A/SSNA1/PHACTR1/ZNF365/LRRK2/DLG4/TPBG/NLGN1/MAP3K13/CHRNA7/PAK6/LRP2/SULT4A1/SPRY3"	"3/538"	"29/21852"	0.0412987190283402	"GRIP1/MFSD2A/NTNG2"	3	32	4.20176900397385	0.353326487028271
"GOBP NEURON PROJECTION EXTENSION"	"go_bp"	"GOBP_NEURON_PROJECTION_EXTENSION"	"GOBP_NEURON_PROJECTION_EXTENSION"	"CPNE1/SEMA7A/POSTN/DSCAM/SEMA3E/BCL11A/SEMA3F/SEMA3D/SHTN1/NRN1/SEMA3A/PLXNA4/EDNRA/PLXNA3/RNF6/RIMS2/PRICKLE1/OLFM1/ABL1/ITGA4/DDR1/CXCL12/HDAC6/MACF1/PRKCZ/TRPV2/RNF157/NRP1/DVL1/CDH4/FLRT3/TSC22D4/SEMA6A/SIN3A/L1CAM/SLC23A2/NDEL1/SEMA6D/NDN/SPAG9/APOE/SYT2/RTN4/MAPT/AUTS2/ITGB1/OSTN/DCLK1/RAB21/CYFIP2/SEMA4D/SEMA4G/WNT5A/AURKA/SYT1/ZFYVE27/GDI1/SH3GL2/CTTN/C9orf72/SLIT1/MEGF8/VCL/CTNNB1/LLPH/EDN1/ADCY10/SLIT2/UNC13A/ST8SIA2/PLAA/DIP2B/VEGFA/MUL1/ULK1/TWF2/PRKN/SPG11/SEMA4A/BMPR2/TMEM108/PLXNA1/SEMA6C/SSNA1/CDK5/WNT3/RIMS1/LAMB2/PTPRS/PAFAH1B1/LIMK1/CPNE5/ALCAM/RYK/STK11/ISLR2/ANAPC2/SEMA5A/NRP2/DRAXIN/MAP2/TRIM46/SLIT3/CDH1/SEMA3B/RAPH1/DNM2/EIF2AK4/TTL/SMURF1/CDKL3/NRCAM/CDKL5/GSK3B/FN1/ITSN2/RUFY3/FLRT1/GOLGA4/ADNP/CYFIP1/IMPACT/ULK2/USP9X/SEMA3C/SEMA4C/ARHGAP4/SEMA4B/SEMA4F/NLGN3/MAP1B/RTN4R/PPP3CB/DISC1/HSP90AA1/IQGAP1/TIAM1/EIF4G2/IFRD1/NEDD4L/WASF1/HSP90AB1/MECP2/SRF/MAP3K13/NTN1/SLC9A6/CXCR4/NKX6-1/CACNG7/PAK6/WNT3A/SYT3/EMX1/EDN2/TRPC5/TNN/POU4F3/SEMA3G/LHX2/SEMA6B/KIAA0319/TNR"	"11/530"	"152/21729"	0.00207166586790244	"SEMA3F/RTN4R/CYFIP2/CACNG7/APOE/UNC13A/SEMA7A/ADCY10/SEMA6C/SEMA3D/DRAXIN"	11	163	2.96696871896723	0.122640196639769
"GOBP NEURON PROJECTION EXTENSION INVOLVED IN NEURON PROJECTION GUIDANCE"	"go_bp"	"GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE"	"GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE"	"SEMA7A/DSCAM/SEMA3E/SEMA3F/SEMA3D/SEMA3A/PLXNA4/PLXNA3/CXCL12/HDAC6/NRP1/SEMA6A/SEMA6D/SEMA4D/SEMA4G/WNT5A/SLIT1/MEGF8/SLIT2/VEGFA/SEMA4A/BMPR2/SEMA6C/WNT3/ALCAM/RYK/SEMA5A/NRP2/SLIT3/SEMA3B/SEMA3C/SEMA4C/SEMA4B/SEMA4F/WNT3A/SEMA3G/SEMA6B"	"4/537"	"33/21848"	0.0117912992513011	"SEMA3F/SEMA7A/SEMA6C/SEMA3D"	4	37	4.93155013825405	0.241230330516202
"GOBP NEURON PROJECTION MAINTENANCE"	"go_bp"	"GOBP_NEURON_PROJECTION_MAINTENANCE"	"GOBP_NEURON_PROJECTION_MAINTENANCE"	"APP/MAP1A/ADCY10/DCTN1/ABCD1/PSEN1/INSR/KIFBP/PRNP/ATP1A3"	"1/540"	"9/21872"	0.216738783926474	"ADCY10"	1	10	4.50041152263374	0.63625123208
"GOBP NEURON PROJECTION ORGANIZATION"	"go_bp"	"GOBP_NEURON_PROJECTION_ORGANIZATION"	"GOBP_NEURON_PROJECTION_ORGANIZATION"	"ABI3/EPHB1/PAK3/ZNF804A/SIPA1L1/LGMN/ABHD17B/HOMER1/SHANK1/APP/HDAC6/DVL1/ARC/LRP8/CAMK2B/ABI2/PICK1/APOE/BAIAP2/PTEN/CDK5R1/NGEF/CTTN/WASL/CAPRIN2/STAU2/SHANK3/ZMYND8/MAP1A/ADCY10/DBN1/ARHGAP33/TANC1/PPFIA2/FYN/PDLIM5/DNM3/VPS35/ARHGAP44/DCTN1/CDK5/ABCD1/LZTS3/PAFAH1B1/CFL1/ARF1/EPHA4/NEDD9/IGF1R/ITPKA/MTMR2/EFNA1/ZNF365/CAPRIN1/LRRK2/PSEN1/INSR/KIFBP/GSK3B/DOCK10/PLS1/DLG4/NLGN1/CDC42/EPHB3/DHX36/EEF2K/PRNP/EPHB2/RELN/TIAM1/DIP2A/DTNBP1/TANC2/ITGA3/SRCIN1/KIF1A/CHRNA7/CTNND2/GRIN2B/CUX2/ATP1A3/ZDHHC15/GPRASP3"	"4/537"	"80/21801"	0.145198754472315	"APOE/ADCY10/EFNA1/ARC"	4	84	2.02988826815642	0.55601872017088
"GOBP NEURON PROJECTION REGENERATION"	"go_bp"	"GOBP_NEURON_PROJECTION_REGENERATION"	"GOBP_NEURON_PROJECTION_REGENERATION"	"DHFRP1/SPP1/PTN/ADM/MMP2/GRN/TNC/GAP43/BCL2/TSPO/KREMEN1/KLF4/FLNA/NEFL/PTPRF/THY1/MAPK8IP3/NEO1/BRAF/DAG1/ULK1/MAP2K2/FOLR1/PRRX1/APOD/SCARF1/LAMB2/NREP/MTR/PTPRS/CERS2/FKBP1B/RGMA/EPHA4/CSPG5/IGF1R/CNTF/DHFR/INPP5F/JAK2/MAP2K1/OMG/RTN4RL1/MAP1B/RTN4R/LRIG2/STK24/CTNNA1/GFAP/PUM2/KIAA0319/TNR"	"1/540"	"51/21830"	0.719591915780902	"RTN4R"	1	52	0.792665214233842	0.837581107819257
"GOBP NEUROPEPTIDE SIGNALING PATHWAY"	"go_bp"	"GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY"	"GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY"	"PENK/GRP/NPBWR1/TAC1/NTSR1/SORCS2/SCG5/NPFF/MCHR1/CRCP/NMB/GPR83/TYRO3/SORL1/TENM1/OPRD1/GALR2/GRPR/NXPH4/SORT1/QRFP/GAL/GLRA2/POMC/OPRL1/PCSK1N/SSTR2/RAPGEF2/SSTR1/LTB4R/NXPH3/GPR37/MCHR2/UCN/RELA/NPW/LTB4R2/CMKLR2/CPE/GLRB/ECEL1/RXFP3/NPY1R/GALR3/GALR1/CALCA/NPFFR1/SORCS3/NPPA/KISS1R/PYY/NPPB/TAC3/HCRTR1/PTGDR2/NTS/NPY"	"4/537"	"53/21828"	0.0485763430421637	"NTSR1/OPRD1/OPRL1/GALR2"	4	57	3.06777695794245	0.36610757721702
"GOBP NEUROTRANSMITTER GATED ION CHANNEL CLUSTERING"	"go_bp"	"GOBP_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING"	"GOBP_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING"	"SLC7A11/APOE/ZDHHC2/NLGN2/FRRS1L/CHRDL1/SHANK3/SSH1/DLG4/NLGN1/GPHN/RELN/GLRB"	"1/540"	"12/21869"	0.272104113914201	"APOE"	1	13	3.37484567901235	0.638740015610547
"GOBP NEUROTRANSMITTER METABOLIC PROCESS"	"go_bp"	"GOBP_NEUROTRANSMITTER_METABOLIC_PROCESS"	"GOBP_NEUROTRANSMITTER_METABOLIC_PROCESS"	"MAOA/HNMT/GAD1/MOXD1/DAGLB/ALDH9A1/ABAT/COMT/ACHE/COLQ/ALDH5A1/CLN3/AGTPBP1/DAGLA/BCHE/NOS1/CHAT/PRIMA1/DBH/GCHFR"	"2/539"	"18/21863"	0.0829689300888761	"BCHE/HNMT"	2	20	4.50690579262008	0.434922540999696
"GOBP NEUROTRANSMITTER RECEPTOR INTERNALIZATION"	"go_bp"	"GOBP_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION"	"GOBP_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION"	"RALA/SNAP25/OPHN1/ARC/NUMB/SYNE1/PPP3R1/LPAR1/HIP1/EPS15/EFNB2/ATAD1/DNM3/AP2M1/AP2B1/SCRIB/ITGB3/AP2S1/AP2A1/VAC14/AP2A2/CACNG7/CACNG4/DRD4/CALY/HPCA"	"2/539"	"24/21857"	0.129342527864365	"CACNG7/ARC"	2	26	3.37925170068027	0.523616294145383
"GOBP NEUROTRANSMITTER RECEPTOR LOCALIZATION TO POSTSYNAPTIC SPECIALIZATION MEMBRANE"	"go_bp"	"GOBP_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE"	"GOBP_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE"	"NETO1/GPC4/PRKCZ/ERBB4/IQSEC2/GPC6/DAG1/OGT/RAP1A/HRAS/NPTX1/DLG1/NETO2/RAPSN/DLG4/ADAM10/ERBB2/CACNG7/C1QL3"	"2/539"	"17/21864"	0.0758451534223094	"GPC4/CACNG7"	2	19	4.77223616719415	0.41329266472457
"GOBP NEUROTRANSMITTER RECEPTOR TRANSPORT"	"go_bp"	"GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT"	"GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT"	"NETO1/STX3/SNAP25/SLC1A1/RAB8A/GRIP1/TAMALIN/GRIP2/HIP1/RAB11A/AP3D1/VPS35/ARHGAP44/LRRC7/SCRIB/STX1B/GRIPAP1/CLSTN1/CACNG7/CACNG4/NSG1/CPLX1"	"2/539"	"20/21861"	0.0977865329385552	"CACNG7/GRIP1"	2	22	4.05584415584416	0.462799514927354
"GOBP NEUROTRANSMITTER RECEPTOR TRANSPORT ENDOSOME TO POSTSYNAPTIC MEMBRANE"	"go_bp"	"GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_ENDOSOME_TO_POSTSYNAPTIC_MEMBRANE"	"GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_ENDOSOME_TO_POSTSYNAPTIC_MEMBRANE"	"RAB8A/GRIP1/TAMALIN/GRIP2/RAB11A/VPS35/ARHGAP44/LRRC7/SCRIB/GRIPAP1/NSG1"	"1/540"	"10/21871"	0.23564581221024	"GRIP1"	1	11	4.05018518518519	0.63625123208
"GOBP NEUROTRANSMITTER RECEPTOR TRANSPORT TO PLASMA MEMBRANE"	"go_bp"	"GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_TO_PLASMA_MEMBRANE"	"GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_TO_PLASMA_MEMBRANE"	"STX3/SNAP25/SLC1A1/RAB8A/GRIP1/TAMALIN/GRIP2/RAB11A/VPS35/ARHGAP44/LRRC7/SCRIB/STX1B/GRIPAP1/CLSTN1/NSG1/CPLX1"	"1/540"	"16/21865"	0.339895425744726	"GRIP1"	1	17	2.5306712962963	0.661436499731692
