geneId	gene	baseMean_n208	log2FoldChange_n208	lfcSE_n208	stat_n208	pvalue_n208	padj_n208	gene_n208	baseMean_n6	log2FoldChange_n6	lfcSE_n6	stat_n6	pvalue_n6	padj_n6	gene_n6	baseMean_RR_LL	log2FoldChange_RR_LL	lfcSE_RR_LL	stat_RR_LL	pvalue_RR_LL	padj_RR_LL	gene_RR_LL	DE_n208	DE_n6	DE_RR_LL	seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	external_gene_name	annotation_short
ENSG00000008710	PKD1	6038.89601486798	-0.164168389687951	0.22743106433029	-0.721838022309632	0.470394069711051	0.909636410432671	PKD1	6038.89601486798	0.452095065407624	0.278418741841328	1.62379537533172	0.104419487408883	0.81141657172706	PKD1	6038.89601486798	0.344676336123825	0.279429948670501	1.23349819074068	0.217389951318142	0.999855349557366	PKD1	FALSE	FALSE	FALSE	16	2135626	2135738	113	*	KOS_4h_peak_450	100	.	5.20807	15.1835	10.07452	64	Promoter (<=1kb)	16	2088708	2135898	47191	2	ENST00000262304	160	PKD1	Promoter (<=1kb)
ENSG00000010310	GIPR	72.7424490107462	-0.11321997976686	0.632293057160865	-0.179062506672527	0.857888621485188	0.983519236279046	GIPR	72.7424490107462	-0.217433070507198	0.711653532888656	-0.305532201357338	0.759960848543927	0.983890276839382	GIPR	72.7424490107462	-1.81182874163369	0.811868475056518	-2.23167766368507	0.0256362745395709	0.604666915808922	GIPR	FALSE	FALSE	FALSE	19	45670895	45670983	89	*	KOS_4h_peak_782	52	.	6.54855	9.96887	5.26006	49	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	639	GIPR	Promoter (<=1kb)
ENSG00000010318	PHF7	192.299278698657	0.387410408057197	0.312249415774349	1.24070819186789	0.214713566993789	0.811615735897762	PHF7	192.299278698657	0.237308664987882	0.374389243879866	0.63385545623215	0.526175157730195	0.949485786734936	PHF7	192.299278698657	0.337050181617106	0.407903830015093	0.826298153671749	0.408634980600521	0.999855349557366	PHF7	FALSE	FALSE	FALSE	3	52410653	52410757	105	*	KOS_4h_peak_1044	41	.	5.56964	8.70312	4.11695	30	Promoter (<=1kb)	3	52410660	52423641	12982	1	ENST00000327906	0	PHF7	Promoter (<=1kb)
ENSG00000010361	FUZ	398.29570319465	0.202463515373472	0.261559374421424	0.774063310945466	0.438893352577648	0.902293138084313	FUZ	398.29570319465	0.0365284347159619	0.317039171966853	0.115217417738465	0.908272793257626	0.99280958798526	FUZ	398.29570319465	0.246582866188806	0.332991768659067	0.740507392064906	0.458992177504107	0.999855349557366	FUZ	FALSE	FALSE	FALSE	19	49809383	49809521	139	*	KOS_4h_peak_795	69	.	6.85495	11.86177	6.98135	41	Promoter (<=1kb)	19	49808619	49809865	1247	2	ENST00000527973	344	FUZ	Promoter (<=1kb)
ENSG00000011105	TSPAN9	2552.91285917557	-0.198170547395129	0.185891839222156	-1.06605297050344	0.286399697430812	0.858131019720491	TSPAN9	2552.91285917557	-0.248694030120237	0.225893743468134	-1.10093367926907	0.270925522663063	0.891329510187857	TSPAN9	2552.91285917557	0.17758451706654	0.229720502129225	0.773046007737885	0.439495152909345	0.999855349557366	TSPAN9	FALSE	FALSE	FALSE	12	3077411	3077476	66	*	KOS_4h_peak_283	68	.	6.99417	11.70148	6.84622	36	Promoter (<=1kb)	12	3077428	3084210	6783	1	ENST00000539631	0	TSPAN9	Promoter (<=1kb)
ENSG00000011260	UTP18	2443.75722168867	0.262512609013458	0.190920725107404	1.37498225436646	0.169136946351506	0.77415546815062	UTP18	2443.75722168867	0.239766815427136	0.233143706564956	1.02840783892374	0.303758022677333	0.902559229682932	UTP18	2443.75722168867	-0.116043181808801	0.237865382718894	-0.487852332619324	0.625654440176021	0.999855349557366	UTP18	FALSE	FALSE	FALSE	17	51261186	51261376	191	*	KOS_4h_peak_618	77	.	7.60953	12.7015	7.75994	57	Promoter (<=1kb)	17	51260546	51297933	37388	1	ENST00000225298	640	UTP18	Promoter (<=1kb)
ENSG00000011275	RNF216	3936.48492664391	0.276962531510565	0.170588337526964	1.62357248757868	0.104467081194157	0.692414476214728	RNF216	3936.48492664391	0.357234380618073	0.20829131725893	1.7150709175937	0.0863322255699857	0.77490968220392	RNF216	3936.48492664391	-0.0104810562008634	0.210545781379119	-0.0497804141798062	0.960297374549815	0.999855349557366	RNF216	FALSE	FALSE	FALSE	7	5781535	5781586	52	*	KOS_4h_peak_1299	23	.	4.81865	6.66731	2.38336	43	Promoter (<=1kb)	7	5761011	5781620	20610	2	ENST00000416985	34	RNF216	Promoter (<=1kb)
ENSG00000011523	CEP68	1616.897619899	0.0696495530220013	0.186879933529606	0.372696798990284	0.709374119129756	0.96162179211875	CEP68	1616.897619899	-0.504924800925512	0.225251323308487	-2.2416063688736	0.0249868239960412	0.564032645067612	CEP68	1616.897619899	0.444088320707736	0.237748148913548	1.86789391520865	0.0617768592005124	0.826204789452067	CEP68	FALSE	FALSE	FALSE	2	65056417	65056527	111	*	KOS_4h_peak_833	16	.	4.28434	5.83183	1.69221	20	Promoter (<=1kb)	2	65056421	65086971	30551	1	ENST00000704483	0	CEP68	Promoter (<=1kb)
ENSG00000012983	MAP4K5	4485.83823662277	-0.263849460775792	0.222149139728507	-1.18771317817502	0.234946430083394	0.822074102014271	MAP4K5	4485.83823662277	0.45620555352417	0.271796715429174	1.67848074544908	0.0932532862235931	0.789230793956557	MAP4K5	4485.83823662277	-0.232732214104148	0.273531838351875	-0.850841406640048	0.394857456885699	0.999855349557366	MAP4K5	FALSE	FALSE	FALSE	14	50532593	50532674	82	*	KOS_4h_peak_380	28	.	4.63677	7.18825	2.81749	36	Promoter (<=1kb)	14	50418525	50532609	114085	2	ENST00000013125	0	MAP4K5	Promoter (<=1kb)
ENSG00000013275	PSMC4	7250.95480673373	0.334987553125961	0.185053118520376	1.81022376604303	0.0702610935000451	0.625233072674917	PSMC4	7250.95480673373	-0.0907007248100185	0.226257421205841	-0.400874032447768	0.688512869277287	0.97568148856311	PSMC4	7250.95480673373	-0.213531963878934	0.227468923363859	-0.938730270144938	0.347869247853157	0.999855349557366	PSMC4	FALSE	FALSE	FALSE	19	39971217	39971268	52	*	KOS_4h_peak_774	79	.	7.28338	12.96905	7.99772	33	Promoter (<=1kb)	19	39971192	39980061	8870	1	ENST00000596386	25	PSMC4	Promoter (<=1kb)
ENSG00000020426	MNAT1	1567.32383846761	-0.109828571221822	0.18182290920207	-0.604041436273377	0.545816093762156	0.93093129482644	MNAT1	1567.32383846761	0.070450502319937	0.220894512677181	0.318932785908062	0.749777481995534	0.983890276839382	MNAT1	1567.32383846761	-0.310062986917602	0.229030662333135	-1.35380557240236	0.175798415407124	0.999855349557366	MNAT1	FALSE	FALSE	FALSE	14	60734719	60734790	72	*	KOS_4h_peak_384	59	.	6.63521	10.75496	5.98463	43	Promoter (<=1kb)	14	60734742	60753954	19213	1	ENST00000555545	0	MNAT1	Promoter (<=1kb)
ENSG00000023191	RNH1	21837.9246389236	0.14290519718475	0.191392561185187	0.746660143423643	0.45526873408846	0.905992793244536	RNH1	21837.9246389236	-0.186688956389248	0.234287388326128	-0.796837412901531	0.425545463583205	0.929957207895962	RNH1	21837.9246389236	-0.053294369697504	0.234602483314331	-0.227168821679086	0.820292470630651	0.999855349557366	RNH1	FALSE	FALSE	FALSE	11	506430	506527	98	*	KOS_4h_peak_212	63	.	5.99776	11.20445	6.37681	46	Promoter (<=1kb)	11	502214	506356	4143	2	ENST00000526295	-74	RNH1	Promoter (<=1kb)
ENSG00000024526	DEPDC1	1534.62372111465	1.08538640173763	0.315115348695737	3.44440982081655	0.000572307512447272	0.0646427090247162	DEPDC1	1534.62372111465	-0.673170188009714	0.38804882228212	-1.73475642588165	0.0827839572086843	0.766271547369947	DEPDC1	1534.62372111465	0.326833440131364	0.389216428312168	0.839721595382479	0.4010645027957	0.999855349557366	DEPDC1	FALSE	FALSE	FALSE	1	68496908	68497016	109	*	KOS_4h_peak_71	55	.	5.66455	10.24766	5.50938	35	Promoter (<=1kb)	1	68474152	68497082	22931	2	ENST00000456315	66	DEPDC1	Promoter (<=1kb)
ENSG00000034510	TMSB10	98555.5799861437	0.545577137592801	0.227301046868875	2.40024032052757	0.0163843112221232	0.362161545972348	TMSB10	98555.5799861437	-0.488138876639618	0.278366894387237	-1.75358092676267	0.0795023415742079	0.758871243596514	TMSB10	98555.5799861437	0.0275177364442384	0.278439275158533	0.0988285019366281	0.921274437994628	0.999855349557366	TMSB10	FALSE	FALSE	FALSE	2	84905707	84905784	78	*	KOS_4h_peak_845	146	.	9.85398	20.08791	14.6743	26	Promoter (<=1kb)	2	84905656	84906671	1016	1	ENST00000233143	51	TMSB10	Promoter (<=1kb)
ENSG00000035403	VCL	42547.5228114104	0.0765719330720408	0.191329147270394	0.400210496751057	0.689001483971278	0.958166768674493	VCL	42547.5228114104	0.00637215410709086	0.234283414764495	0.0271984857037202	0.978301423493998	0.997354848373021	VCL	42547.5228114104	-0.0129564606396258	0.234450057767815	-0.055263200883734	0.955928778783806	0.999855349557366	VCL	FALSE	FALSE	FALSE	10	73998209	73998275	67	*	KOS_4h_peak_183	63	.	6.67052	11.17682	6.3562	29	Promoter (<=1kb)	10	73998116	74120169	122054	1	ENST00000211998	93	VCL	Promoter (<=1kb)
ENSG00000035499	DEPDC1B	390.719241512547	1.63397858585593	0.363643897322544	4.49334801955064	7.01120638736266e-06	0.00276301627716838	DEPDC1B	390.719241512547	-0.602625261830992	0.443548703972716	-1.35864507422405	0.174259084742363	0.855401433946552	DEPDC1B	390.719241512547	0.292344750570305	0.46466518263005	0.629151400833619	0.52924994214669	0.999855349557366	DEPDC1B	FALSE	FALSE	FALSE	5	60699985	60700116	132	*	KOS_4h_peak_1154	38	.	4.63447	8.39522	3.87229	68	Promoter (<=1kb)	5	60597629	60700134	102506	2	ENST00000453022	18	DEPDC1B	Promoter (<=1kb)
ENSG00000035687	ADSS2	4396.97906467583	0.00347341917008847	0.178717103229059	0.0194352924668695	0.984493856402945	0.997274521301216	ADSS2	4396.97906467583	-0.103191429446854	0.218396701372961	-0.47249536645076	0.636573248284479	0.968228570234545	ADSS2	4396.97906467583	-0.0708288601565907	0.221015606942869	-0.320469948418166	0.748612107759754	0.999855349557366	ADSS2	FALSE	FALSE	FALSE	1	244451814	244451865	52	*	KOS_4h_peak_145	40	.	5.52543	8.6321	4.07016	15	Promoter (<=1kb)	1	244408494	244451909	43416	2	ENST00000366535	44	ADSS2	Promoter (<=1kb)
ENSG00000037042	TUBG2	1319.48526598264	0.347691988884408	0.242075970650721	1.43629286273141	0.150919024117236	0.760253991598406	TUBG2	1319.48526598264	-0.548984025254075	0.293851778285149	-1.86823448358155	0.0617293941984993	0.729134009578945	TUBG2	1319.48526598264	0.00285330509387675	0.299555028070326	0.00952514505350544	0.99240014874295	0.999855349557366	TUBG2	FALSE	FALSE	FALSE	17	42659433	42659490	58	*	KOS_4h_peak_590	63	.	6.67052	11.17682	6.3562	27	Promoter (<=1kb)	17	42659307	42666822	7516	1	ENST00000588870	126	TUBG2	Promoter (<=1kb)
ENSG00000038358	EDC4	2965.78126902391	0.313153342670837	0.170543861756617	1.83620412628945	0.0663274726481824	0.612352630680308	EDC4	2965.78126902391	0.0706306269522921	0.208303241821323	0.3390759852546	0.73455248892594	0.983312417460099	EDC4	2965.78126902391	0.173691134655189	0.211423458532021	0.821531990164104	0.411343310050497	0.999855349557366	EDC4	FALSE	FALSE	FALSE	16	67873297	67873348	52	*	KOS_4h_peak_510	38	.	5.59534	8.43367	3.89839	22	Promoter (<=1kb)	16	67873372	67880489	7118	1	ENST00000536072	-24	EDC4	Promoter (<=1kb)
ENSG00000038358	EDC4	2965.78126902391	0.313153342670837	0.170543861756617	1.83620412628945	0.0663274726481824	0.612352630680308	EDC4	2965.78126902391	0.0706306269522921	0.208303241821323	0.3390759852546	0.73455248892594	0.983312417460099	EDC4	2965.78126902391	0.173691134655189	0.211423458532021	0.821531990164104	0.411343310050497	0.999855349557366	EDC4	FALSE	FALSE	FALSE	16	67873100	67873211	112	*	KOS_4h_peak_509	36	.	5.58033	8.1261	3.62244	66	Promoter (<=1kb)	16	67873052	67884499	11448	1	ENST00000358933	48	EDC4	Promoter (<=1kb)
ENSG00000041880	PARP3	1455.76036757471	0.176325820751149	0.204615044834279	0.86174416399321	0.388828316861044	0.888461207491209	PARP3	1455.76036757471	-0.323565966594921	0.249184055964479	-1.29850188585519	0.194114928720604	0.861647343857204	PARP3	1455.76036757471	0.0261478723885101	0.2538220080745	0.103016568921145	0.91794982081955	0.999855349557366	PARP3	FALSE	FALSE	FALSE	3	51942371	51942444	74	*	KOS_4h_peak_1042	32	.	5.14121	7.7109	3.24218	27	Promoter (<=1kb)	3	51942377	51948594	6218	1	ENST00000471971	0	PARP3	Promoter (<=1kb)
ENSG00000041880	PARP3	1455.76036757471	0.176325820751149	0.204615044834279	0.86174416399321	0.388828316861044	0.888461207491209	PARP3	1455.76036757471	-0.323565966594921	0.249184055964479	-1.29850188585519	0.194114928720604	0.861647343857204	PARP3	1455.76036757471	0.0261478723885101	0.2538220080745	0.103016568921145	0.91794982081955	0.999855349557366	PARP3	FALSE	FALSE	FALSE	3	51942205	51942274	70	*	KOS_4h_peak_1041	41	.	5.56964	8.70312	4.11695	38	Promoter (<=1kb)	3	51942345	51948603	6259	1	ENST00000431474	-71	PARP3	Promoter (<=1kb)
ENSG00000048405	ZNF800	1399.61604769069	-0.410862457317379	0.226302090183317	-1.81554866322515	0.0694396346729525	0.620616618270862	ZNF800	1399.61604769069	0.516875058293858	0.276156194994856	1.87167649200659	0.0612513737355147	0.727148195114653	ZNF800	1399.61604769069	0.000284301355010019	0.283057964181269	0.00100439270745251	0.999198610700482	0.999855349557366	ZNF800	FALSE	FALSE	FALSE	7	127391815	127391909	95	*	KOS_4h_peak_1347	55	.	5.66455	10.24766	5.50938	26	Promoter (<=1kb)	7	127374946	127392118	17173	2	ENST00000436992	209	ZNF800	Promoter (<=1kb)
ENSG00000049449	RCN1	7871.92947094951	-0.0719758185814367	0.173480397144909	-0.414893093202428	0.678220166184945	0.957414801031775	RCN1	7871.92947094951	0.129108795226427	0.211996207108347	0.609014646948103	0.5425147304573	0.953577456692556	RCN1	7871.92947094951	-0.041682006152707	0.213285545898199	-0.195428180457206	0.845057757095069	0.999855349557366	RCN1	FALSE	FALSE	FALSE	11	32091607	32091658	52	*	KOS_4h_peak_225	16	.	4.28434	5.83183	1.69221	8	Promoter (<=1kb)	11	32091610	32098458	6849	1	ENST00000532721	0	RCN1	Promoter (<=1kb)
ENSG00000049618	ARID1B	3588.35668308984	-0.0197224667211878	0.215521991828455	-0.0915102285101649	0.927087179163276	0.990270223031396	ARID1B	3588.35668308984	0.503706826867956	0.263582246793862	1.91100437527527	0.0560040186329839	0.712602857778312	ARID1B	3588.35668308984	0.336109893233857	0.265795073011685	1.26454523564129	0.206034395194959	0.999855349557366	ARID1B	FALSE	FALSE	FALSE	6	156778119	156778175	57	*	KOS_4h_peak_1275	16	.	4.28434	5.83183	1.69221	12	Promoter (<=1kb)	6	156777941	157051912	273972	1	ENST00000674298	178	ARID1B	Promoter (<=1kb)
ENSG00000050438	SLC4A8	1734.41979680051	-0.0766766048363926	0.222666604207903	-0.344356106337347	0.73057849457285	0.965621429535911	SLC4A8	1734.41979680051	0.224227818137417	0.271754611537889	0.825111363772217	0.409308368698531	0.924783407437344	SLC4A8	1734.41979680051	0.202932921025202	0.274858057132571	0.738318982322291	0.46032063402982	0.999855349557366	SLC4A8	FALSE	FALSE	FALSE	12	51424925	51425030	106	*	KOS_4h_peak_300	40	.	5.68732	8.58022	4.0249	32	Promoter (<=1kb)	12	51424934	51440852	15919	1	ENST00000546497	0	SLC4A8	Promoter (<=1kb)
ENSG00000051596	THOC3	688.992687275131	0.13803367097882	0.227254061663372	0.607398037106535	0.543586790817929	0.930119415178228	THOC3	688.992687275131	-0.304663418773917	0.277353769451704	-1.09846503754465	0.272001476384839	0.892283610563666	THOC3	688.992687275131	0.00903609479927143	0.284124959363485	0.0318032418535657	0.974628961320384	0.999855349557366	THOC3	FALSE	FALSE	FALSE	5	175968195	175968285	91	*	KOS_4h_peak_1189	31	.	4.36186	7.58665	3.15225	40	Promoter (<=1kb)	5	175960219	175968280	8062	2	ENST00000513482	0	THOC3	Promoter (<=1kb)
ENSG00000053371	AKR7A2	3114.26537862282	0.262864470416958	0.21333932353932	1.23214260763562	0.217895817714403	0.811908136070709	AKR7A2	3114.26537862282	-0.311661400867434	0.260338649902244	-1.19713842329773	0.231252605829702	0.879900565503734	AKR7A2	3114.26537862282	0.158350051021359	0.263829615314079	0.600198165140973	0.548374176351207	0.999855349557366	AKR7A2	FALSE	FALSE	FALSE	1	19311968	19312033	66	*	KOS_4h_peak_25	17	.	3.9985	5.86251	1.70983	5	Promoter (<=1kb)	1	19304166	19311907	7742	2	ENST00000489286	-61	AKR7A2	Promoter (<=1kb)
ENSG00000054148	PHPT1	1326.09323970868	0.024851282246839	0.255580142839673	0.0972347928548907	0.922539938241382	0.989393777168445	PHPT1	1326.09323970868	-0.0598339609763295	0.310880679253599	-0.192466000524659	0.847377197657058	0.990262161361224	PHPT1	1326.09323970868	0.0191724803482101	0.315439331787263	0.0607802465202416	0.951534222224531	0.999855349557366	PHPT1	FALSE	FALSE	FALSE	9	136849450	136849574	125	*	KOS_4h_peak_1465	51	.	6.26425	9.81703	5.11686	46	Promoter (<=1kb)	9	136849426	136851027	1602	1	ENST00000497413	24	PHPT1	Promoter (<=1kb)
ENSG00000054267	ARID4B	2675.14652673356	-0.384987975780604	0.231316876497061	-1.66433155077423	0.096046190634228	0.679121409594146	ARID4B	2675.14652673356	0.664029360098205	0.28234352927657	2.35184904644212	0.0186803541278225	0.495190421922881	ARID4B	2675.14652673356	-0.12519822764813	0.286213224714877	-0.437429918805641	0.661799590256251	0.999855349557366	ARID4B	FALSE	FALSE	FALSE	1	235327971	235328068	98	*	KOS_4h_peak_141	21	.	4.82017	6.45445	2.19358	12	Promoter (<=1kb)	1	235167884	235328134	160251	2	ENST00000421364	66	ARID4B	Promoter (<=1kb)
ENSG00000055130	CUL1	5434.87285803223	-0.051852383152606	0.175737064042006	-0.295056614467008	0.767950631648249	0.96976660965159	CUL1	5434.87285803223	0.345066949332232	0.215030158889182	1.60473745224765	0.108551596062654	0.816924694022132	CUL1	5434.87285803223	-0.046762631734312	0.217149235202063	-0.21534789975566	0.829496086948876	0.999855349557366	CUL1	FALSE	FALSE	FALSE	7	148698603	148698693	91	*	KOS_4h_peak_1367	43	.	6.11866	8.9972	4.38652	50	Promoter (<=1kb)	7	148698645	148801025	102381	1	ENST00000602748	0	CUL1	Promoter (<=1kb)
ENSG00000055208	TAB2	4432.85460889941	-0.25200665129647	0.21204823057735	-1.18844024593048	0.234660008385946	0.821849701225495	TAB2	4432.85460889941	0.774129137004076	0.259217219616979	2.98641092651149	0.0028227305694066	0.184678648955858	TAB2	4432.85460889941	0.0920781403044773	0.261604079521496	0.351975169779076	0.724856884081042	0.999855349557366	TAB2	FALSE	FALSE	FALSE	6	149316848	149316976	129	*	KOS_4h_peak_1273	116	.	8.54765	16.87987	11.65723	45	Promoter (<=1kb)	6	149317534	149411395	93862	1	ENST00000636456	-558	TAB2	Promoter (<=1kb)
ENSG00000056097	ZFR	7981.92721795729	-0.0728641805134931	0.209860327824468	-0.347203214961326	0.728438655718411	0.964856017194791	ZFR	7981.92721795729	0.228062798533892	0.256794395754663	0.88811439152971	0.374479222048032	0.920987228488755	ZFR	7981.92721795729	-0.156689047683727	0.257898145528523	-0.607561746373231	0.543478178499787	0.999855349557366	ZFR	FALSE	FALSE	FALSE	5	32444858	32444910	53	*	KOS_4h_peak_1149	51	.	6.0395	9.79399	5.10335	40	Promoter (<=1kb)	5	32354350	32444740	90391	2	ENST00000265069	-118	ZFR	Promoter (<=1kb)
ENSG00000058804	NDC1	1888.00785707217	0.427275326984437	0.249254656938581	1.71421201205369	0.0864897955979446	0.664968645865357	NDC1	1888.00785707217	-0.258830527535098	0.305796726683813	-0.846413662899416	0.397322019154312	0.922701709941792	NDC1	1888.00785707217	-0.226266618705405	0.310073801841906	-0.729718593964828	0.465562213063906	0.999855349557366	NDC1	FALSE	FALSE	FALSE	1	53838191	53838295	105	*	KOS_4h_peak_67	36	.	5.58033	8.1261	3.62244	12	Promoter (<=1kb)	1	53765478	53838296	72819	2	ENST00000371429	1	NDC1	Promoter (<=1kb)
ENSG00000059378	PARP12	509.519764980136	0.147288459716942	0.245587725294672	0.59973868620761	0.548680401520802	0.932227998022323	PARP12	509.519764980136	-0.479264625805512	0.297020775690058	-1.61357273642577	0.106620134450282	0.813661466722558	PARP12	509.519764980136	0.63777088985833	0.333708478843108	1.91116177829625	0.0559837940485471	0.804780750878626	PARP12	FALSE	FALSE	FALSE	7	140062709	140062785	77	*	KOS_4h_peak_1358	66	.	7.10223	11.51087	6.66428	42	Promoter (<=1kb)	7	140023749	140062933	39185	2	ENST00000473341	148	PARP12	Promoter (<=1kb)
