geneId	gene	baseMean_n208	log2FoldChange_n208	lfcSE_n208	stat_n208	pvalue_n208	padj_n208	gene_n208	baseMean_n6	log2FoldChange_n6	lfcSE_n6	stat_n6	pvalue_n6	padj_n6	gene_n6	baseMean_RR_LL	log2FoldChange_RR_LL	lfcSE_RR_LL	stat_RR_LL	pvalue_RR_LL	padj_RR_LL	gene_RR_LL	DE_n208	DE_n6	DE_RR_LL	seqnames_2h	start_2h	end_2h	width_2h	strand_2h	V4_2h	V5_2h	V6_2h	V7_2h	V8_2h	V9_2h	V10_2h	annotation_2h	geneChr_2h	geneStart_2h	geneEnd_2h	geneLength_2h	geneStrand_2h	transcriptId_2h	distanceToTSS_2h	external_gene_name_2h	annotation_short_2h	seqnames_4h	start_4h	end_4h	width_4h	strand_4h	V4_4h	V5_4h	V6_4h	V7_4h	V8_4h	V9_4h	V10_4h	annotation_4h	geneChr_4h	geneStart_4h	geneEnd_4h	geneLength_4h	geneStrand_4h	transcriptId_4h	distanceToTSS_4h	external_gene_name_4h	annotation_short_4h	seqnames_6h	start_6h	end_6h	width_6h	strand_6h	V4_6h	V5_6h	V6_6h	V7_6h	V8_6h	V9_6h	V10_6h	annotation_6h	geneChr_6h	geneStart_6h	geneEnd_6h	geneLength_6h	geneStrand_6h	transcriptId_6h	distanceToTSS_6h	external_gene_name_6h	annotation_short_6h
ENSG00000131591	C1orf159	536.871108563454	0.139450902066571	0.246440463592086	0.565860411208254	0.571488675519685	0.938689662606899	C1orf159	536.871108563454	-0.237111723450774	0.300018244575128	-0.790324347729455	0.429338371070941	0.930165916657922	C1orf159	536.871108563454	0.33645943507152	0.313525412335607	1.07314884801543	0.2832043370385	0.999855349557366	C1orf159	FALSE	FALSE	FALSE	1	1115887	1116038	152	*	KOS_2h_peak_27	54	.	4.953	8.65468	5.47779	77	Promoter (<=1kb)	1	1081818	1116081	34264	2	ENST00000379339	43	C1orf159	Promoter (<=1kb)	1	1108806	1109169	364	*	KOS_4h_peak_3	326	.	15.85206	39.07087	32.63005	260	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2679	C1orf159	Promoter (2-3kb)	1	1108871	1108981	111	*	KOS_6h_peak_2	31	.	4.50441	8.76288	3.13862	75	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2744	C1orf159	Promoter (2-3kb)
ENSG00000131591	C1orf159	536.871108563454	0.139450902066571	0.246440463592086	0.565860411208254	0.571488675519685	0.938689662606899	C1orf159	536.871108563454	-0.237111723450774	0.300018244575128	-0.790324347729455	0.429338371070941	0.930165916657922	C1orf159	536.871108563454	0.33645943507152	0.313525412335607	1.07314884801543	0.2832043370385	0.999855349557366	C1orf159	FALSE	FALSE	FALSE	1	1107952	1108686	735	*	KOS_2h_peak_25	1065	.	26.02949	112.85466	106.52692	440	Promoter (1-2kb)	1	1082700	1106127	23428	2	ENST00000379319	-1825	C1orf159	Promoter (1-2kb)	1	1108806	1109169	364	*	KOS_4h_peak_3	326	.	15.85206	39.07087	32.63005	260	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2679	C1orf159	Promoter (2-3kb)	1	1108871	1108981	111	*	KOS_6h_peak_2	31	.	4.50441	8.76288	3.13862	75	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2744	C1orf159	Promoter (2-3kb)
ENSG00000131591	C1orf159	536.871108563454	0.139450902066571	0.246440463592086	0.565860411208254	0.571488675519685	0.938689662606899	C1orf159	536.871108563454	-0.237111723450774	0.300018244575128	-0.790324347729455	0.429338371070941	0.930165916657922	C1orf159	536.871108563454	0.33645943507152	0.313525412335607	1.07314884801543	0.2832043370385	0.999855349557366	C1orf159	FALSE	FALSE	FALSE	1	1107952	1108686	735	*	KOS_2h_peak_25	1065	.	26.02949	112.85466	106.52692	440	Promoter (1-2kb)	1	1082700	1106127	23428	2	ENST00000379319	-1825	C1orf159	Promoter (1-2kb)	1	1108028	1108622	595	*	KOS_4h_peak_2	198	.	7.10191	25.61605	19.88663	380	Promoter (1-2kb)	1	1082700	1106127	23428	2	ENST00000379319	-1901	C1orf159	Promoter (1-2kb)	1	1108336	1108425	90	*	KOS_6h_peak_1	19	.	4.39424	7.35457	1.99955	57	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2209	C1orf159	Promoter (2-3kb)
ENSG00000131591	C1orf159	536.871108563454	0.139450902066571	0.246440463592086	0.565860411208254	0.571488675519685	0.938689662606899	C1orf159	536.871108563454	-0.237111723450774	0.300018244575128	-0.790324347729455	0.429338371070941	0.930165916657922	C1orf159	536.871108563454	0.33645943507152	0.313525412335607	1.07314884801543	0.2832043370385	0.999855349557366	C1orf159	FALSE	FALSE	FALSE	1	1107952	1108686	735	*	KOS_2h_peak_25	1065	.	26.02949	112.85466	106.52692	440	Promoter (1-2kb)	1	1082700	1106127	23428	2	ENST00000379319	-1825	C1orf159	Promoter (1-2kb)	1	1108028	1108622	595	*	KOS_4h_peak_2	198	.	7.10191	25.61605	19.88663	380	Promoter (1-2kb)	1	1082700	1106127	23428	2	ENST00000379319	-1901	C1orf159	Promoter (1-2kb)	1	1108871	1108981	111	*	KOS_6h_peak_2	31	.	4.50441	8.76288	3.13862	75	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2744	C1orf159	Promoter (2-3kb)
ENSG00000131591	C1orf159	536.871108563454	0.139450902066571	0.246440463592086	0.565860411208254	0.571488675519685	0.938689662606899	C1orf159	536.871108563454	-0.237111723450774	0.300018244575128	-0.790324347729455	0.429338371070941	0.930165916657922	C1orf159	536.871108563454	0.33645943507152	0.313525412335607	1.07314884801543	0.2832043370385	0.999855349557366	C1orf159	FALSE	FALSE	FALSE	1	1107952	1108686	735	*	KOS_2h_peak_25	1065	.	26.02949	112.85466	106.52692	440	Promoter (1-2kb)	1	1082700	1106127	23428	2	ENST00000379319	-1825	C1orf159	Promoter (1-2kb)	1	1108806	1109169	364	*	KOS_4h_peak_3	326	.	15.85206	39.07087	32.63005	260	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2679	C1orf159	Promoter (2-3kb)	1	1108336	1108425	90	*	KOS_6h_peak_1	19	.	4.39424	7.35457	1.99955	57	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2209	C1orf159	Promoter (2-3kb)
ENSG00000131591	C1orf159	536.871108563454	0.139450902066571	0.246440463592086	0.565860411208254	0.571488675519685	0.938689662606899	C1orf159	536.871108563454	-0.237111723450774	0.300018244575128	-0.790324347729455	0.429338371070941	0.930165916657922	C1orf159	536.871108563454	0.33645943507152	0.313525412335607	1.07314884801543	0.2832043370385	0.999855349557366	C1orf159	FALSE	FALSE	FALSE	1	1108756	1109276	521	*	KOS_2h_peak_26	948	.	21.99789	100.86319	94.88892	149	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2629	C1orf159	Promoter (2-3kb)	1	1108806	1109169	364	*	KOS_4h_peak_3	326	.	15.85206	39.07087	32.63005	260	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2679	C1orf159	Promoter (2-3kb)	1	1108871	1108981	111	*	KOS_6h_peak_2	31	.	4.50441	8.76288	3.13862	75	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2744	C1orf159	Promoter (2-3kb)
ENSG00000131591	C1orf159	536.871108563454	0.139450902066571	0.246440463592086	0.565860411208254	0.571488675519685	0.938689662606899	C1orf159	536.871108563454	-0.237111723450774	0.300018244575128	-0.790324347729455	0.429338371070941	0.930165916657922	C1orf159	536.871108563454	0.33645943507152	0.313525412335607	1.07314884801543	0.2832043370385	0.999855349557366	C1orf159	FALSE	FALSE	FALSE	1	1115887	1116038	152	*	KOS_2h_peak_27	54	.	4.953	8.65468	5.47779	77	Promoter (<=1kb)	1	1081818	1116081	34264	2	ENST00000379339	43	C1orf159	Promoter (<=1kb)	1	1108028	1108622	595	*	KOS_4h_peak_2	198	.	7.10191	25.61605	19.88663	380	Promoter (1-2kb)	1	1082700	1106127	23428	2	ENST00000379319	-1901	C1orf159	Promoter (1-2kb)	1	1108336	1108425	90	*	KOS_6h_peak_1	19	.	4.39424	7.35457	1.99955	57	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2209	C1orf159	Promoter (2-3kb)
ENSG00000131591	C1orf159	536.871108563454	0.139450902066571	0.246440463592086	0.565860411208254	0.571488675519685	0.938689662606899	C1orf159	536.871108563454	-0.237111723450774	0.300018244575128	-0.790324347729455	0.429338371070941	0.930165916657922	C1orf159	536.871108563454	0.33645943507152	0.313525412335607	1.07314884801543	0.2832043370385	0.999855349557366	C1orf159	FALSE	FALSE	FALSE	1	1108756	1109276	521	*	KOS_2h_peak_26	948	.	21.99789	100.86319	94.88892	149	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2629	C1orf159	Promoter (2-3kb)	1	1108028	1108622	595	*	KOS_4h_peak_2	198	.	7.10191	25.61605	19.88663	380	Promoter (1-2kb)	1	1082700	1106127	23428	2	ENST00000379319	-1901	C1orf159	Promoter (1-2kb)	1	1108336	1108425	90	*	KOS_6h_peak_1	19	.	4.39424	7.35457	1.99955	57	Promoter (2-3kb)	1	1082700	1106127	23428	2	ENST00000379319	-2209	C1orf159	Promoter (2-3kb)
ENSG00000132199	ENOSF1	890.271031066571	0.933121700154586	0.262464992047598	3.55522347142344	0.000377657962096739	0.0534950937644853	ENOSF1	890.271031066571	0.0757178997174509	0.319371499686794	0.237084084809406	0.812591558912432	0.987516362657948	ENOSF1	890.271031066571	0.361368080305457	0.327842563003352	1.10226102735099	0.270348207339072	0.999855349557366	ENOSF1	FALSE	FALSE	FALSE	18	711698	712891	1194	*	KOS_2h_peak_7400	916	.	23.40025	97.57777	91.68961	845	Promoter (<=1kb)	18	670318	712630	42313	2	ENST00000647584	0	ENOSF1	Promoter (<=1kb)	18	712455	712622	168	*	KOS_4h_peak_685	183	.	8.99633	23.99704	18.36287	45	Promoter (<=1kb)	18	673900	712593	38694	2	ENST00000340116	0	ENOSF1	Promoter (<=1kb)	18	712456	712511	56	*	KOS_6h_peak_18	190	.	13.25266	26.31465	19.09991	41	Promoter (<=1kb)	18	674161	712523	38363	2	ENST00000585128	12	ENOSF1	Promoter (<=1kb)
ENSG00000132199	ENOSF1	890.271031066571	0.933121700154586	0.262464992047598	3.55522347142344	0.000377657962096739	0.0534950937644853	ENOSF1	890.271031066571	0.0757178997174509	0.319371499686794	0.237084084809406	0.812591558912432	0.987516362657948	ENOSF1	890.271031066571	0.361368080305457	0.327842563003352	1.10226102735099	0.270348207339072	0.999855349557366	ENOSF1	FALSE	FALSE	FALSE	18	711698	712891	1194	*	KOS_2h_peak_7400	916	.	23.40025	97.57777	91.68961	845	Promoter (<=1kb)	18	670318	712630	42313	2	ENST00000647584	0	ENOSF1	Promoter (<=1kb)	18	712243	712366	124	*	KOS_4h_peak_684	79	.	7.28338	12.96905	7.99772	56	Promoter (<=1kb)	18	674161	712523	38363	2	ENST00000585128	157	ENOSF1	Promoter (<=1kb)	18	712456	712511	56	*	KOS_6h_peak_18	190	.	13.25266	26.31465	19.09991	41	Promoter (<=1kb)	18	674161	712523	38363	2	ENST00000585128	12	ENOSF1	Promoter (<=1kb)
ENSG00000140937	CDH11	12983.456527903	-0.188773509798753	0.20356406923878	-0.927341993627188	0.353748997516643	0.878704112446476	CDH11	12983.456527903	-0.0315671312256857	0.249248713952488	-0.126649123781249	0.899218114801579	0.992425209781829	CDH11	12983.456527903	0.128372150555027	0.249893575239642	0.513707286919725	0.607456656535841	0.999855349557366	CDH11	FALSE	FALSE	FALSE	16	65124709	65124831	123	*	KOS_2h_peak_5903	107	.	6.31018	14.21444	10.71849	77	Promoter (<=1kb)	16	65004642	65124292	119651	2	ENST00000569624	-417	CDH11	Promoter (<=1kb)	16	65124761	65124816	56	*	KOS_4h_peak_508	142	.	10.51614	19.65618	14.27127	31	Promoter (<=1kb)	16	65004642	65124292	119651	2	ENST00000569624	-469	CDH11	Promoter (<=1kb)	16	65124761	65124824	64	*	KOS_6h_peak_13	302	.	17.90192	37.81309	30.25639	28	Promoter (<=1kb)	16	65004642	65124292	119651	2	ENST00000569624	-469	CDH11	Promoter (<=1kb)
ENSG00000140937	CDH11	12983.456527903	-0.188773509798753	0.20356406923878	-0.927341993627188	0.353748997516643	0.878704112446476	CDH11	12983.456527903	-0.0315671312256857	0.249248713952488	-0.126649123781249	0.899218114801579	0.992425209781829	CDH11	12983.456527903	0.128372150555027	0.249893575239642	0.513707286919725	0.607456656535841	0.999855349557366	CDH11	FALSE	FALSE	FALSE	16	65121913	65123303	1391	*	KOS_2h_peak_5902	181	.	7.79092	21.97406	18.17887	1058	Promoter (<=1kb)	16	64943753	65122036	178284	2	ENST00000394156	0	CDH11	Promoter (<=1kb)	16	65124761	65124816	56	*	KOS_4h_peak_508	142	.	10.51614	19.65618	14.27127	31	Promoter (<=1kb)	16	65004642	65124292	119651	2	ENST00000569624	-469	CDH11	Promoter (<=1kb)	16	65124761	65124824	64	*	KOS_6h_peak_13	302	.	17.90192	37.81309	30.25639	28	Promoter (<=1kb)	16	65004642	65124292	119651	2	ENST00000569624	-469	CDH11	Promoter (<=1kb)
ENSG00000142002	DPP9	5430.54599244037	0.134551758787865	0.174270305284497	0.772086550076384	0.440063167719801	0.902293138084313	DPP9	5430.54599244037	0.0127427927584071	0.213126598677651	0.0597897814607375	0.952323064230658	0.995375058636735	DPP9	5430.54599244037	0.0459319472058991	0.214554295008549	0.214080763119046	0.830484076852423	0.999855349557366	DPP9	FALSE	FALSE	FALSE	19	4724448	4724819	372	*	KOS_2h_peak_7851	772	.	16.58948	82.74331	77.24036	186	Promoter (<=1kb)	19	4714106	4724673	10568	2	ENST00000598041	0	DPP9	Promoter (<=1kb)	19	4724536	4724718	183	*	KOS_4h_peak_739	173	.	8.72371	22.90363	17.33562	104	Promoter (<=1kb)	19	4714106	4724673	10568	2	ENST00000598041	0	DPP9	Promoter (<=1kb)	19	4724611	4724665	55	*	KOS_6h_peak_21	48	.	5.56603	10.8073	4.85051	20	Promoter (<=1kb)	19	4714106	4724673	10568	2	ENST00000598041	8	DPP9	Promoter (<=1kb)
ENSG00000142002	DPP9	5430.54599244037	0.134551758787865	0.174270305284497	0.772086550076384	0.440063167719801	0.902293138084313	DPP9	5430.54599244037	0.0127427927584071	0.213126598677651	0.0597897814607375	0.952323064230658	0.995375058636735	DPP9	5430.54599244037	0.0459319472058991	0.214554295008549	0.214080763119046	0.830484076852423	0.999855349557366	DPP9	FALSE	FALSE	FALSE	19	4723675	4723827	153	*	KOS_2h_peak_7849	19	.	3.04585	4.79411	1.97142	77	Promoter (<=1kb)	19	4676364	4723769	47406	2	ENST00000703254	0	DPP9	Promoter (<=1kb)	19	4724536	4724718	183	*	KOS_4h_peak_739	173	.	8.72371	22.90363	17.33562	104	Promoter (<=1kb)	19	4714106	4724673	10568	2	ENST00000598041	0	DPP9	Promoter (<=1kb)	19	4724611	4724665	55	*	KOS_6h_peak_21	48	.	5.56603	10.8073	4.85051	20	Promoter (<=1kb)	19	4714106	4724673	10568	2	ENST00000598041	8	DPP9	Promoter (<=1kb)
ENSG00000142002	DPP9	5430.54599244037	0.134551758787865	0.174270305284497	0.772086550076384	0.440063167719801	0.902293138084313	DPP9	5430.54599244037	0.0127427927584071	0.213126598677651	0.0597897814607375	0.952323064230658	0.995375058636735	DPP9	5430.54599244037	0.0459319472058991	0.214554295008549	0.214080763119046	0.830484076852423	0.999855349557366	DPP9	FALSE	FALSE	FALSE	19	4723937	4724162	226	*	KOS_2h_peak_7850	63	.	3.61935	9.59431	6.35689	154	Promoter (<=1kb)	19	4675224	4723843	48620	2	ENST00000601130	-94	DPP9	Promoter (<=1kb)	19	4724536	4724718	183	*	KOS_4h_peak_739	173	.	8.72371	22.90363	17.33562	104	Promoter (<=1kb)	19	4714106	4724673	10568	2	ENST00000598041	0	DPP9	Promoter (<=1kb)	19	4724611	4724665	55	*	KOS_6h_peak_21	48	.	5.56603	10.8073	4.85051	20	Promoter (<=1kb)	19	4714106	4724673	10568	2	ENST00000598041	8	DPP9	Promoter (<=1kb)
