geneId	gene	baseMean_n208	log2FoldChange_n208	lfcSE_n208	stat_n208	pvalue_n208	padj_n208	gene_n208	baseMean_n6	log2FoldChange_n6	lfcSE_n6	stat_n6	pvalue_n6	padj_n6	gene_n6	baseMean_RR_LL	log2FoldChange_RR_LL	lfcSE_RR_LL	stat_RR_LL	pvalue_RR_LL	padj_RR_LL	gene_RR_LL	DE_n208	DE_n6	DE_RR_LL	seqnames_2h	start_2h	end_2h	width_2h	strand_2h	V4_2h	V5_2h	V6_2h	V7_2h	V8_2h	V9_2h	V10_2h	annotation_2h	geneChr_2h	geneStart_2h	geneEnd_2h	geneLength_2h	geneStrand_2h	transcriptId_2h	distanceToTSS_2h	external_gene_name_2h	seqnames_4h	start_4h	end_4h	width_4h	strand_4h	V4_4h	V5_4h	V6_4h	V7_4h	V8_4h	V9_4h	V10_4h	annotation_4h	geneChr_4h	geneStart_4h	geneEnd_4h	geneLength_4h	geneStrand_4h	transcriptId_4h	distanceToTSS_4h	external_gene_name_4h
ENSG00000008130	NADK	3532.64858229962	0.208384380377458	0.173760669506357	1.19926092003136	0.230426505788204	0.820691889900477	NADK	3532.64858229962	-0.101130724719248	0.212132505971961	-0.47673374835168	0.633551727886681	0.967846958373288	NADK	3532.64858229962	-0.166868379876995	0.214763241722046	-0.77698761919864	0.437166074869674	0.999855349557366	NADK	FALSE	FALSE	FALSE	1	1778075	1778552	478	*	KOS_2h_peak_63	174	.	6.20577	21.20024	17.43334	251	Promoter (<=1kb)	1	1751232	1778470	27239	2	ENST00000341426	0	NADK	1	1778296	1778425	130	*	KOS_4h_peak_6	68	.	6.99417	11.70148	6.84622	106	Promoter (<=1kb)	1	1756588	1778419	21832	2	ENST00000492768	0	NADK
ENSG00000008226	DLEC1	9.32516545017057	1.45712542189956	1.10092221469896	1.32354984071059	0.185652593120112	NA	DLEC1	9.32516545017057	1.47668809565337	1.32128853111566	1.11761213457782	0.263732683913723	0.885830696924847	DLEC1	9.32516545017057	0.496651841547562	1.45630955138741	0.341034528733543	0.733077588040672	0.999855349557366	DLEC1	FALSE	FALSE	FALSE	3	38084313	38084623	311	*	KOS_2h_peak_11074	259	.	5.85999	29.96846	25.97809	169	Intron (ENST00000440294/ENSG00000008226, intron 7 of 16)	3	38062778	38086269	23492	1	ENST00000469151	21535	DLEC1	3	38084376	38084565	190	*	KOS_4h_peak_1035	132	.	5.34522	18.55635	13.242	153	Intron (ENST00000440294/ENSG00000008226, intron 7 of 16)	3	38062778	38086269	23492	1	ENST00000469151	21598	DLEC1
ENSG00000008710	PKD1	6038.89601486798	-0.164168389687951	0.22743106433029	-0.721838022309632	0.470394069711051	0.909636410432671	PKD1	6038.89601486798	0.452095065407624	0.278418741841328	1.62379537533172	0.104419487408883	0.81141657172706	PKD1	6038.89601486798	0.344676336123825	0.279429948670501	1.23349819074068	0.217389951318142	0.999855349557366	PKD1	FALSE	FALSE	FALSE	16	2135569	2136176	608	*	KOS_2h_peak_5463	720	.	9.55051	77.41076	72.03746	419	Promoter (<=1kb)	16	2088708	2135898	47191	2	ENST00000262304	0	PKD1	16	2135626	2135738	113	*	KOS_4h_peak_450	100	.	5.20807	15.1835	10.07452	64	Promoter (<=1kb)	16	2088708	2135898	47191	2	ENST00000262304	160	PKD1
ENSG00000008710	PKD1	6038.89601486798	-0.164168389687951	0.22743106433029	-0.721838022309632	0.470394069711051	0.909636410432671	PKD1	6038.89601486798	0.452095065407624	0.278418741841328	1.62379537533172	0.104419487408883	0.81141657172706	PKD1	6038.89601486798	0.344676336123825	0.279429948670501	1.23349819074068	0.217389951318142	0.999855349557366	PKD1	FALSE	FALSE	FALSE	16	2135569	2136176	608	*	KOS_2h_peak_5463	720	.	9.55051	77.41076	72.03746	419	Promoter (<=1kb)	16	2088708	2135898	47191	2	ENST00000262304	0	PKD1	16	2135942	2136080	139	*	KOS_4h_peak_451	109	.	5.14039	16.07908	10.91241	70	Promoter (<=1kb)	16	2088710	2135898	47189	2	ENST00000423118	-44	PKD1
ENSG00000010310	GIPR	72.7424490107462	-0.11321997976686	0.632293057160865	-0.179062506672527	0.857888621485188	0.983519236279046	GIPR	72.7424490107462	-0.217433070507198	0.711653532888656	-0.305532201357338	0.759960848543927	0.983890276839382	GIPR	72.7424490107462	-1.81182874163369	0.811868475056518	-2.23167766368507	0.0256362745395709	0.604666915808922	GIPR	FALSE	FALSE	FALSE	19	45681572	45681876	305	*	KOS_2h_peak_8456	337	.	12.19657	37.88408	33.75449	166	3' UTR	19	45677637	45678126	490	1	ENST00000593127	3935	GIPR	19	45670895	45670983	89	*	KOS_4h_peak_782	52	.	6.54855	9.96887	5.26006	49	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	639	GIPR
ENSG00000010310	GIPR	72.7424490107462	-0.11321997976686	0.632293057160865	-0.179062506672527	0.857888621485188	0.983519236279046	GIPR	72.7424490107462	-0.217433070507198	0.711653532888656	-0.305532201357338	0.759960848543927	0.983890276839382	GIPR	72.7424490107462	-1.81182874163369	0.811868475056518	-2.23167766368507	0.0256362745395709	0.604666915808922	GIPR	FALSE	FALSE	FALSE	19	45669270	45669520	251	*	KOS_2h_peak_8453	66	.	5.25215	9.86975	6.61116	182	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	-736	GIPR	19	45670895	45670983	89	*	KOS_4h_peak_782	52	.	6.54855	9.96887	5.26006	49	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	639	GIPR
ENSG00000010310	GIPR	72.7424490107462	-0.11321997976686	0.632293057160865	-0.179062506672527	0.857888621485188	0.983519236279046	GIPR	72.7424490107462	-0.217433070507198	0.711653532888656	-0.305532201357338	0.759960848543927	0.983890276839382	GIPR	72.7424490107462	-1.81182874163369	0.811868475056518	-2.23167766368507	0.0256362745395709	0.604666915808922	GIPR	FALSE	FALSE	FALSE	19	45670909	45671107	199	*	KOS_2h_peak_8454	156	.	8.81283	19.35523	15.64657	94	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	653	GIPR	19	45670895	45670983	89	*	KOS_4h_peak_782	52	.	6.54855	9.96887	5.26006	49	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	639	GIPR
ENSG00000010310	GIPR	72.7424490107462	-0.11321997976686	0.632293057160865	-0.179062506672527	0.857888621485188	0.983519236279046	GIPR	72.7424490107462	-0.217433070507198	0.711653532888656	-0.305532201357338	0.759960848543927	0.983890276839382	GIPR	72.7424490107462	-1.81182874163369	0.811868475056518	-2.23167766368507	0.0256362745395709	0.604666915808922	GIPR	FALSE	FALSE	FALSE	19	45677847	45678151	305	*	KOS_2h_peak_8455	19	.	3.04585	4.79411	1.97142	241	Promoter (<=1kb)	19	45677637	45678126	490	1	ENST00000593127	210	GIPR	19	45670895	45670983	89	*	KOS_4h_peak_782	52	.	6.54855	9.96887	5.26006	49	Promoter (<=1kb)	19	45670256	45671362	1107	1	ENST00000591322	639	GIPR
ENSG00000010318	PHF7	192.299278698657	0.387410408057197	0.312249415774349	1.24070819186789	0.214713566993789	0.811615735897762	PHF7	192.299278698657	0.237308664987882	0.374389243879866	0.63385545623215	0.526175157730195	0.949485786734936	PHF7	192.299278698657	0.337050181617106	0.407903830015093	0.826298153671749	0.408634980600521	0.999855349557366	PHF7	FALSE	FALSE	FALSE	3	52410207	52411125	919	*	KOS_2h_peak_11236	319	.	12.64377	36.09298	31.98768	505	Promoter (<=1kb)	3	52410660	52423641	12982	1	ENST00000327906	0	PHF7	3	52410653	52410757	105	*	KOS_4h_peak_1044	41	.	5.56964	8.70312	4.11695	30	Promoter (<=1kb)	3	52410660	52423641	12982	1	ENST00000327906	0	PHF7
ENSG00000010361	FUZ	398.29570319465	0.202463515373472	0.261559374421424	0.774063310945466	0.438893352577648	0.902293138084313	FUZ	398.29570319465	0.0365284347159619	0.317039171966853	0.115217417738465	0.908272793257626	0.99280958798526	FUZ	398.29570319465	0.246582866188806	0.332991768659067	0.740507392064906	0.458992177504107	0.999855349557366	FUZ	FALSE	FALSE	FALSE	19	49808748	49809654	907	*	KOS_2h_peak_8567	354	.	11.45724	39.57132	35.41749	761	Promoter (<=1kb)	19	49808123	49808825	703	2	ENST00000534138	0	FUZ	19	49809383	49809521	139	*	KOS_4h_peak_795	69	.	6.85495	11.86177	6.98135	41	Promoter (<=1kb)	19	49808619	49809865	1247	2	ENST00000527973	344	FUZ
ENSG00000011105	TSPAN9	2552.91285917557	-0.198170547395129	0.185891839222156	-1.06605297050344	0.286399697430812	0.858131019720491	TSPAN9	2552.91285917557	-0.248694030120237	0.225893743468134	-1.10093367926907	0.270925522663063	0.891329510187857	TSPAN9	2552.91285917557	0.17758451706654	0.229720502129225	0.773046007737885	0.439495152909345	0.999855349557366	TSPAN9	FALSE	FALSE	FALSE	12	3200345	3200972	628	*	KOS_2h_peak_3219	70	.	5.72782	10.35748	7.07587	292	Promoter (<=1kb)	12	3201177	3282108	80932	1	ENST00000407263	-205	TSPAN9	12	3077411	3077476	66	*	KOS_4h_peak_283	68	.	6.99417	11.70148	6.84622	36	Promoter (<=1kb)	12	3077428	3084210	6783	1	ENST00000539631	0	TSPAN9
ENSG00000011105	TSPAN9	2552.91285917557	-0.198170547395129	0.185891839222156	-1.06605297050344	0.286399697430812	0.858131019720491	TSPAN9	2552.91285917557	-0.248694030120237	0.225893743468134	-1.10093367926907	0.270925522663063	0.891329510187857	TSPAN9	2552.91285917557	0.17758451706654	0.229720502129225	0.773046007737885	0.439495152909345	0.999855349557366	TSPAN9	FALSE	FALSE	FALSE	12	3077252	3077654	403	*	KOS_2h_peak_3218	279	.	11.52924	31.97264	27.94253	150	Promoter (<=1kb)	12	3077355	3286564	209210	1	ENST00000537971	0	TSPAN9	12	3077411	3077476	66	*	KOS_4h_peak_283	68	.	6.99417	11.70148	6.84622	36	Promoter (<=1kb)	12	3077428	3084210	6783	1	ENST00000539631	0	TSPAN9
ENSG00000011105	TSPAN9	2552.91285917557	-0.198170547395129	0.185891839222156	-1.06605297050344	0.286399697430812	0.858131019720491	TSPAN9	2552.91285917557	-0.248694030120237	0.225893743468134	-1.10093367926907	0.270925522663063	0.891329510187857	TSPAN9	2552.91285917557	0.17758451706654	0.229720502129225	0.773046007737885	0.439495152909345	0.999855349557366	TSPAN9	FALSE	FALSE	FALSE	12	3275563	3275737	175	*	KOS_2h_peak_3220	154	.	7.6248	19.1388	15.43472	71	Promoter (2-3kb)	12	3272912	3280471	7560	1	ENST00000492305	2651	TSPAN9	12	3077411	3077476	66	*	KOS_4h_peak_283	68	.	6.99417	11.70148	6.84622	36	Promoter (<=1kb)	12	3077428	3084210	6783	1	ENST00000539631	0	TSPAN9
