"source"	"ID"	"Description"	"Genes"	"GeneRatio"	"BgRatio"	"pvalue"	"geneID"	"Count"	"Total"	"OddsRatio"	"fdr"
"GOBP DNA CATABOLIC PROCESS"	"go_bp"	"GOBP_DNA_CATABOLIC_PROCESS"	"GOBP_DNA_CATABOLIC_PROCESS"	"IL6/FOXL2/DNASE2/NMNAT1/SETMAR/DICER1/FBH1/ST20/DFFA/ISG20/ENDOG/MUS81/DNASE1L1/REXO4/HSF1/APAF1/DFFB/VPS54/DNASE1L2/EXOG/BAX/DNASE1/APEX1/RGN/AIFM1/ATM"	"1/230"	"25/22166"	0.236164081553077	"IL6"	1	26	3.85495652173913	0.67940585961501
"GOBP DORSAL VENTRAL PATTERN FORMATION"	"go_bp"	"GOBP_DORSAL_VENTRAL_PATTERN_FORMATION"	"GOBP_DORSAL_VENTRAL_PATTERN_FORMATION"	"GREM1/HOXB2/ACVRL1/NBL1/IFT122/AIDA/RFX8/BMP4/GLI3/TLL2/LRP4/BMPR1A/HOXA11/DLL4/IFT172/DDIT3/CHRD/MKS1/TULP3/HOXD11/NOG/PTCH1/DISP1/TLL1/SFRP1/CPLANE2/FKBP8/SUFU/DYNC2H1/SMO/HHIP/TMED2/CTNNB1/EDN1/ACVR1/BMP1/GLI1/BMPR1B/GLI2/WNT3/FBXL15/WDR19/TTC21B/SMAD6/SMAD2/RNF220/TCTN1/GORAB/AXIN2/ARL13B/PSEN1/TBC1D32/PRKACB/AXIN1/IFT52/GPR161/GREM2/INTU/VAX2/FOXA1/PRKACA/FOXG1/CDK20/SHH/ASCL1/LMX1B/NOTO/GSC/WNT8B/WNT3A/HOXA2/PAX6/TBX20/LHX2/EN1/GSX2/RFX4"	"1/230"	"76/22115"	0.550113323664088	"HOXB2"	1	77	1.26516018306636	0.783579397414418
"GOBP EAR DEVELOPMENT"	"go_bp"	"GOBP_EAR_DEVELOPMENT"	"GOBP_EAR_DEVELOPMENT"	"KCNK2/SIX2/PLPPR4/DCHS1/ITGA8/SPRY2/SLC25A27/GABRA5/HES1/LGR5/FGF10/CTHRC1/FGF9/COL11A1/MSX1/LRIG3/EYA4/MAFB/GATA2/TFAP2A/EYA1/SOBP/EDNRA/SOX9/IFT88/BMP4/GLI3/ROR1/TBX3/LIN7A/DDR1/BCL2/ATP8A2/RBPJ/LRP10/CEBPD/CDKN1B/BCL2L11/SLC4A7/TPRN/NAGLU/DVL1/TBX18/USH2A/PROX1/ADGRV1/LHFPL5/MKS1/SIX4/OSR1/CEP290/SIX1/MCM2/SLITRK6/INSIG1/NOG/GATA3/FZD6/JAG2/HOXA13/MYO7A/FGF2/OSR2/ANP32B/TTC39C/KCNK3/WNT5A/CHRNA9/MYO6/IFT20/MCOLN3/IFT27/CEBPA/SDC4/MAPK3/DVL2/WHRN/TBX2/TWIST1/MAF/SEC24B/EDN1/PRKRA/TGFB2/PI4KB/FRZB/MYO3B/BMPER/TGFB3/BCR/TTC8/ATP8B1/CHD7/ZIC1/OTX1/DLL1/JAG1/SHROOM2/PRRX1/INSIG2/PAFAH1B1/WDR19/MPV17/PTK7/LRIG1/BMP2/EPHA4/SCRIB/TMC1/CCNA2/HOXA1/STRA6/PTPN11/FZD3/WDPCP/TRIOBP/PDZD7/PJVK/NIPBL/RPGRIP1L/MAPK1/MYO15A/TCAP/ANKRD24/GRHL3/ZEB1/PLS1/ECE1/NOTCH1/AHI1/RDH10/BLOC1S5/GSDME/ADAM10/SOD1/TECTA/TSKU/FZD2/ATG4B/NHERF1/FOXG1/ALDH1A3/PAX8/TSHZ1/ATG5/EPHB2/TRIP11/MAPKAPK2/TBX1/CHRNA10/RPL38/NTN1/CCM2/GBX2/MYCL/DLX5/SHH/HEY2/FGFR2/WNT1/HMX3/NKX3-2/HES5/COL2A1/GSC/TCF15/ESRRB/PCDH15/KCNQ4/KCNQ1/ESRP1/WNT3A/FREM2/GABRB2/HOXA2/BMP5/ZIC3/POU4F3/CDH23/USH1C/HESX1/TMIE/CYTL1/STOX1/HPCA/SLC17A8/MYO3A"	"1/230"	"186/22005"	0.856963763121957	"LGR5"	1	187	0.51437587657784	0.924292411637397
"GOBP EMBRYONIC HEMOPOIESIS"	"go_bp"	"GOBP_EMBRYONIC_HEMOPOIESIS"	"GOBP_EMBRYONIC_HEMOPOIESIS"	"KIT/GATA2/CCDC134/GATA3/FLT3LG/ZFPM1/HIF1A/KMT2A/KDR/THOC5/KITLG/VEGFA/PBX1/SH2B3/MED1/STK4/STK3/ATF4/HSCB/TGFBR2"	"1/230"	"19/22172"	0.187146701113552	"FLT3LG"	1	20	5.07368421052632	0.67940585961501
"GOBP EMBRYONIC ORGAN DEVELOPMENT"	"go_bp"	"GOBP_EMBRYONIC_ORGAN_DEVELOPMENT"	"GOBP_EMBRYONIC_ORGAN_DEVELOPMENT"	"A2M/RARRES2/DLX2/KIT/ZFPM2/TCF21/SIX2/ITGA8/WNT2/SPRY2/HOXB2/GDNF/ID2/HES1/SMAD3/FBN2/HOXD4/FGF10/CTHRC1/FGF9/COL11A1/HOXD10/MSX1/LRIG3/PITX2/HIPK2/FOXC2/IFT122/ADM/HOXD9/MAFB/HAND2/MMP14/PLXNA4/GATA2/TFAP2A/EYA1/MMP16/SOBP/MFSD2A/SATB2/MFAP5/CEBPB/LIF/EDNRA/TP53/SOX9/BMP4/JUNB/SNAI1/GLI3/ID3/PRICKLE1/HS6ST1/GRB2/COL27A1/FOXL2/E2F8/IGF2/TBX3/ATP8A2/RUNX2/EFEMP1/HEY1/MEF2C/RBPJ/CHST11/BMPR1A/HOXA11/TPRN/NAGLU/DVL1/TBX18/TBC1D23/SOCS3/SPINT1/MICAL2/PROX1/KRT19/IFT172/ADA/CDKN1C/LHFPL5/MTHFD1L/PBX4/RBPMS2/TEAD4/MKS1/TULP3/HOXC11/SIX4/PDGFA/OSR1/CEP290/SIX1/IFT57/VPS52/MFAP2/PKD2/CCDC134/COL18A1/MTHFD1/RNF112/DNAJB6/CITED2/SLITRK6/INSIG1/CCN1/NOG/HOXD3/GATA3/NKX2-6/BMP7/FZD6/POLE/FLT3LG/SYF2/ZFPM1/CCDC103/PKDCC/MYO7A/PTCH1/OSR2/PCSK5/TTC39C/UTP25/EPHA2/HIF1A/WNT5A/PPIL1/CHRNA9/SETD2/GJB5/EGFR/MYO6/KMT2A/VASH1/NES/KDR/HOXA9/TBX4/THOC5/KITLG/SUFU/PHLDA2/RNF207/NDRG4/C2CD3/HOXA5/CCDC40/SMO/CEBPA/IRX5/BBS7/NDST1/MAPK3/FLVCR1/DVL2/WHRN/SALL1/TBX2/TWIST1/WNT16/TMED2/MEGF8/SEC24B/EGLN1/CTNNB1/PPP1R13L/TGFB1/EDN1/PCGF2/PRKRA/TGFB2/SETDB2/NR2F2/HOXC9/MKKS/HLX/MBD3/EPAS1/FRZB/MBD2/MYO3B/VEGFA/ERCC3/FZD5/TRA2B/ACVR1/FOXF1/TEAD2/IFT140/TGFB3/BCR/PPP1R35/GLI1/E2F7/BMI1/PDGFRA/CHD7/PBX1/ZIC1/HOXC4/PLK4/HOXB3/OTX1/DLL1/SH2B3/FOLR1/PRRX1/INSIG2/GLI2/PRDM1/FUZ/PCDH12/WDR19/FRS2/HOXB9/CSF2/MED12/PTK7/ZFP36L1/LRIG1/PLCD3/SCRIB/CXCL8/KRT8/TRIM28/PALB2/MED1/FOXC1/SLC39A1/SMAD2/CDC40/SHOX2/DYNC2I1/RARA/HOXA1/TEAD3/GGNBP2/STRA6/PBX2/NCOA1/EFNA1/TUBB2B/WNT11/ALX3/TEAD1/VASH2/STK4/STK3/ARL13B/FZD3/PSEN1/BPTF/WDPCP/ATF4/TRIOBP/BBS5/PDZD7/BIRC6/HOXA3/FOXF2/TTPA/WNT7B/DLG1/TFEB/NIPBL/MAPK1/EIF4A3/MYO15A/CLUAP1/HECTD1/CASP8/TCAP/RARB/RBBP6/IFT52/AKT1/ENG/TBX6/NSDHL/ANKRD24/GRHL3/EPN1/ARNT/RARG/ZEB1/SPINT2/HOXA7/PLS1/MESP1/HIPK1/ECE1/SOX15/NOTCH1/ERCC2/FBN1/HSCB/PHACTR4/TGFBR1/CDC42/AHI1/MAP2K1/RDH10/SOX11/RSPO3/BLOC1S5/VAX2/SOD1/TBX15/LEF1/NPHP3/STIL/TECTA/TGFBR2/FZD2/PKD1/NHERF1/FOXG1/NOTCH2/CDK20/ALDH1A3/PAX8/PBX3/FBXW8/TSHZ1/ARID2/WDR48/CC2D2A/EPHB2/DNAAF1/ZNF568/ALDH1A2/KDM2B/MIB1/TBX1/HYAL1/SLC39A3/SP3/YAP1/CHRNA10/RPL10/SRF/ERCC1/RPL38/NTN1/TAF10/GBX2/HAND1/DLX5/SOX18/ALX4/SHH/NOTO/HEY2/FGFR2/EN2/WNT1/WNT9B/HMX3/NKX3-2/COL2A1/GSC/IHH/ESRRB/TNF/KCNQ4/KCNQ1/PAX5/ST14/WNT3A/PDGFB/SOX17/HOXA2/LBX1/PAX6/BMP5/ALX1/GATA4/ZIC3/POU4F3/CDH23/TBX20/USH1C/HESX1/TMIE/RBP4/FOXE1/EN1/HOXA4/STOX1/RYR2/APLNR/ASB2/MYO3A/GRHL2/FOXH1"	"4/227"	"394/21797"	0.588838608256399	"FLT3LG/HOXD3/HOXB2/PDGFA"	4	398	0.974842907936224	0.799136014210681
"GOBP EMBRYONIC ORGAN MORPHOGENESIS"	"go_bp"	"GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS"	"GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS"	"DLX2/TCF21/SIX2/ITGA8/SPRY2/HOXB2/ID2/HES1/SMAD3/FBN2/HOXD4/FGF10/CTHRC1/FGF9/COL11A1/HOXD10/MSX1/LRIG3/HIPK2/FOXC2/HOXD9/MAFB/HAND2/MMP14/GATA2/TFAP2A/EYA1/MMP16/SOBP/SATB2/MFAP5/EDNRA/SOX9/BMP4/GLI3/FOXL2/TBX3/ATP8A2/RUNX2/EFEMP1/MEF2C/CHST11/HOXA11/TPRN/NAGLU/DVL1/TBX18/MICAL2/PROX1/IFT172/LHFPL5/MTHFD1L/RBPMS2/TULP3/HOXC11/SIX4/OSR1/CEP290/SIX1/IFT57/MFAP2/PKD2/MTHFD1/CITED2/SLITRK6/INSIG1/NOG/HOXD3/GATA3/BMP7/FZD6/CCDC103/MYO7A/OSR2/TTC39C/EPHA2/HIF1A/WNT5A/CHRNA9/SETD2/MYO6/HOXA9/SUFU/RNF207/NDRG4/C2CD3/HOXA5/CCDC40/SMO/IRX5/BBS7/NDST1/MAPK3/FLVCR1/DVL2/WHRN/TBX2/TWIST1/WNT16/TMED2/MEGF8/SEC24B/CTNNB1/EDN1/PCGF2/PRKRA/SETDB2/HOXC9/MKKS/HLX/FRZB/MYO3B/FZD5/ACVR1/FOXF1/TEAD2/IFT140/TGFB3/BCR/PPP1R35/GLI1/BMI1/PDGFRA/CHD7/ZIC1/HOXC4/HOXB3/OTX1/DLL1/FOLR1/PRRX1/INSIG2/FUZ/WDR19/FRS2/HOXB9/MED12/PTK7/LRIG1/SCRIB/SLC39A1/SMAD2/SHOX2/DYNC2I1/HOXA1/STRA6/EFNA1/WNT11/ALX3/ARL13B/FZD3/PSEN1/WDPCP/TRIOBP/BBS5/PDZD7/HOXA3/FOXF2/DLG1/NIPBL/MAPK1/EIF4A3/MYO15A/CLUAP1/TCAP/RARB/IFT52/ENG/TBX6/ANKRD24/GRHL3/RARG/ZEB1/HOXA7/PLS1/MESP1/HIPK1/NOTCH1/FBN1/PHACTR4/TGFBR1/AHI1/RDH10/SOX11/BLOC1S5/VAX2/SOD1/TBX15/NPHP3/STIL/TECTA/TGFBR2/FZD2/NHERF1/FOXG1/NOTCH2/ALDH1A3/PAX8/TSHZ1/EPHB2/DNAAF1/KDM2B/MIB1/TBX1/HYAL1/SLC39A3/SP3/YAP1/CHRNA10/SRF/RPL38/NTN1/GBX2/HAND1/DLX5/SOX18/ALX4/SHH/NOTO/FGFR2/WNT1/WNT9B/HMX3/NKX3-2/COL2A1/GSC/IHH/KCNQ4/KCNQ1/PAX5/WNT3A/SOX17/HOXA2/LBX1/PAX6/ALX1/GATA4/ZIC3/POU4F3/CDH23/TBX20/USH1C/HESX1/TMIE/RBP4/FOXE1/HOXA4/STOX1/RYR2/APLNR/ASB2/MYO3A/GRHL2/FOXH1"	"2/229"	"252/21939"	0.739194868017101	"HOXD3/HOXB2"	2	254	0.760345186109378	0.873746199733205
"GOBP EMBRYONIC SKELETAL SYSTEM DEVELOPMENT"	"go_bp"	"GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT"	"GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT"	"DLX2/SIX2/HOXB2/SMAD3/HOXD4/FGF9/COL11A1/HOXD10/FOXC2/HOXD9/HAND2/MMP14/TFAP2A/EYA1/MMP16/SATB2/EDNRA/KIAA1217/BMP4/GLI3/RUNX2/CHST11/HOXA11/ACVR2A/MTHFD1L/DLX1/SLC2A10/MKS1/TULP3/HOXC11/SIX4/OSR1/SIX1/HOXC6/DMRT2/XYLT1/MTHFD1/NOG/HOXD3/BMP7/SCX/OSR2/PCSK5/WNT5A/SETD2/HOXA9/HOXA5/IRX5/NDST1/FLVCR1/TWIST1/MEGF8/CTNNB1/PCGF2/HOXC9/WNT9A/IFT140/TGFB3/BMI1/PDGFRA/PBX1/HOXC4/HOXB3/PRRX1/FUZ/WDR19/HOXB9/MED12/TAPT1/SLC39A1/DEAF1/SMAD2/SHOX2/DYNC2I1/HOXA1/WNT11/ALX3/HOXA3/DLG1/NIPBL/EIF4A3/SULF1/EXT1/ZEB1/HOXA7/HOXA6/COL1A1/TGFBR1/RDH10/SOX11/HOXC5/TBX15/MBTD1/TGFBR2/CDK20/SULF2/TBX1/HYAL1/SLC39A3/SP3/ALX4/SHH/FGFR2/WNT9B/NKX3-2/COL2A1/GSC/IHH/PAX5/HOXA2/ALX1/RBP4/HOXA4/GRHL2"	"2/229"	"112/22079"	0.328605041005975	"HOXD3/HOXB2"	2	114	1.72169369931379	0.695316242176722
"GOBP EMBRYONIC SKELETAL SYSTEM MORPHOGENESIS"	"go_bp"	"GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS"	"GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS"	"DLX2/SIX2/HOXB2/SMAD3/HOXD4/COL11A1/HOXD10/FOXC2/HOXD9/MMP14/TFAP2A/EYA1/MMP16/SATB2/BMP4/GLI3/RUNX2/CHST11/HOXA11/MTHFD1L/TULP3/HOXC11/SIX4/OSR1/SIX1/MTHFD1/NOG/HOXD3/BMP7/OSR2/SETD2/HOXA9/HOXA5/IRX5/NDST1/FLVCR1/TWIST1/MEGF8/CTNNB1/PCGF2/HOXC9/IFT140/TGFB3/BMI1/PDGFRA/HOXC4/HOXB3/PRRX1/FUZ/WDR19/HOXB9/MED12/SLC39A1/SMAD2/SHOX2/DYNC2I1/HOXA1/ALX3/HOXA3/DLG1/NIPBL/EIF4A3/ZEB1/HOXA7/TGFBR1/RDH10/SOX11/TBX15/TGFBR2/TBX1/HYAL1/SLC39A3/ALX4/FGFR2/WNT9B/COL2A1/GSC/PAX5/HOXA2/ALX1/HOXA4/GRHL2"	"2/229"	"80/22111"	0.206984985835351	"HOXD3/HOXB2"	2	82	2.41386462882096	0.67940585961501
"GOBP EMBRYO IMPLANTATION"	"go_bp"	"GOBP_EMBRYO_IMPLANTATION"	"GOBP_EMBRYO_IMPLANTATION"	"H3-3A/PTGS2/SPP1/STC1/MMP2/LIF/DDR1/ACVR1C/TEAD4/AGO2/STC2/RECK/VMP1/PCSK5/PRLR/BSG/IL1B/YTHDF3/UBE2Q1/ARHGDIB/HSPG2/INTS1/VEGFA/POLR1B/RPL29/H3-3B/TRO/TRIM28/ITGB3/IGFBP7/TPPP3/GJA1/FBLN1/ACVR1B/C1QBP/SMURF2/FKBP4/EMP2/PPARD/SOD1/CALR/SYDE1/APLF/MMP9/ITGB4/TIMP1/HMX3/CALCA"	"1/230"	"47/22144"	0.392014177333028	"H3-3A"	1	48	2.04847363552266	0.711719475088386
"GOBP ENDOCHONDRAL BONE MORPHOGENESIS"	"go_bp"	"GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS"	"GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS"	"ALPL/ENSG00000274276/STC1/MMP14/MMP16/TEK/SOX9/BPNT2/BMP4/FGFR3/COL27A1/SMPD3/NAB2/INPPL1/RUNX2/MEF2C/HOXA11/BMP6/SERPINH1/MEF2D/PHOSPHO1/PEX7/CBS/GHR/SCX/CSGALNACT1/FGF18/TRPV4/COMP/NPR2/COL13A1/ZMPSTE24/BMPR1B/BMPR2/TMEM119/EXT2/IFT80/FOXC1/SHOX2/RARA/NAB1/MMP13/AXIN2/ATF2/RARB/EXT1/RARG/COL1A1/COL3A1/THBS3/TSKU/TGFBR2/FOSL2/TRIP11/ANXA6/DLX5/COL2A1/IHH/MATN1/NPPC"	"1/230"	"59/22132"	0.463222876638956	"PHOSPHO1"	1	60	1.63095062638172	0.750459422298102
"GOBP ENDOCRINE HORMONE SECRETION"	"go_bp"	"GOBP_ENDOCRINE_HORMONE_SECRETION"	"GOBP_ENDOCRINE_HORMONE_SECRETION"	"SPP1/FOXD1/WNK4/INHBA/NKX3-1/FOXL2/TBX3/AGT/PPARG/RAB11FIP5/AGTR1/BMP6/TSPO/SELENOM/TACR2/GATA3/CRH/KDM5B/CYP19A1/FZD4/IL1B/SMAD4/RAB11FIP1/KISS1/GAL/REN/POMC/TMF1/C1QTNF3/GHRL/GNRHR/PTPN11/GJA1/RAB11FIP3/CGA/AQP1/NIBAN2/CRY1/DAB2/UCN/INHA/INHBB/GDF9/CRY2/RAB8B/C1QTNF1/KCNQ1/GALR1/LEP"	"2/229"	"47/22144"	0.0907114687547053	"TACR2/AGT"	2	49	4.11483787048221	0.67940585961501
"GOBP ENDOCRINE PANCREAS DEVELOPMENT"	"go_bp"	"GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT"	"GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT"	"IL6/SOX4/HES1/BMAL1/SOX9/BMP4/EIF2AK3/PDPK1/BMP6/ZNF800/GIP/IL6R/WNT5A/BHLHA15/SMO/VHL/CDH2/BAK1/RHEB/GDF11/RFX3/DLL1/ANXA1/GATA6/GIPR/ONECUT2/GSK3B/GSK3A/AKT1/CDK6/BAD/CLOCK/SIDT2/INSM1/NKX6-1/ONECUT1/PAX6/BMP5/FOXA2"	"1/230"	"38/22153"	0.332503633696798	"IL6"	1	39	2.53466819221968	0.695316242176722
"GOBP ENDOCRINE PROCESS"	"go_bp"	"GOBP_ENDOCRINE_PROCESS"	"GOBP_ENDOCRINE_PROCESS"	"SPP1/FOXD1/F2RL1/WNK4/INHBA/CORIN/NKX3-1/F2R/FOXL2/TBX3/ATP6AP2/AGT/PPARG/RAB11FIP5/AGTR1/BMP6/TSPO/SELENOM/ACE/TACR2/GATA3/CRH/KDM5B/PCSK5/CYP19A1/FZD4/IL1B/SMAD4/CPA3/RAB11FIP1/KISS1/RPS6KA2/EDN1/CTSZ/GAL/REN/POMC/TMF1/TACR1/C1QTNF3/GHRL/GNRHR/PTPN11/GJA1/NOX1/RHOA/RAB11FIP3/CGA/AQP1/NIBAN2/CRY1/NOS3/OXTR/ECE1/KRAS/DAB2/UCN/NDST2/RASL10B/INHA/INHBB/GDF9/CRY2/RAB8B/C1QTNF1/ENPEP/HSD11B2/AVPR1A/KCNQ1/GALR1/EDN2/EDNRB/LEP/SERPINF2/AVPR1B"	"2/229"	"73/22118"	0.18085395123293	"TACR2/AGT"	2	75	2.64616857091583	0.67940585961501
"GOBP ENDOCRINE SYSTEM DEVELOPMENT"	"go_bp"	"GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT"	"GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT"	"IL6/SOX4/HES1/PITX1/SMAD3/FGF10/BMAL1/PITX2/HIPK2/GATA2/EDNRA/SOX9/BMP4/ISL1/CYP1B1/EIF2AK3/RBPJ/BMPR1A/PDPK1/CDKN1C/BMP6/TSPO/SIX1/THRA/CITED2/ARMC5/NOG/MDK/HOXD3/ZNF800/GATA3/DKK3/CRH/CTNS/FGF2/GIP/CREB1/DRD2/IL6R/WNT5A/NR3C1/POU3F2/SMAD4/TG/BHLHA15/HOXA5/SMO/MAPK3/BRAF/VHL/SALL1/CDH2/BAK1/EDN1/PCSK1/RHEB/GLI1/PDGFRA/GDF11/PBX1/RFX3/HOXB3/DLL1/MAP2K2/GLI2/ANXA1/GATA6/BMP2/SMAD2/GIPR/STRA6/RAP1GAP/WNT11/CDH1/INSR/HOXA3/TBX19/NF1/MAPK1/ONECUT2/GSK3B/CGA/GSK3A/AKT1/CDK6/TGFBR1/MAP2K1/WNT4/INHBB/PAX8/BAD/CRKL/ALDH1A2/CLOCK/ARID5B/TBX1/SRD5A1/SIDT2/TUBB1/NR0B1/SRF/RAF1/SLC6A3/INSM1/SHH/ASCL1/NKX6-1/ONECUT1/APOA1/FOXI3/PAX6/BMP5/SOX3/HESX1/FOXA2/WT1/FOXE1"	"2/229"	"115/22076"	0.339883019338781	"HOXD3/IL6"	2	117	1.67655211695462	0.695316242176722
"GOBP ENDOCYTIC RECYCLING"	"go_bp"	"GOBP_ENDOCYTIC_RECYCLING"	"GOBP_ENDOCYTIC_RECYCLING"	"WASHC1/WASHC2C/ATP9A/RAB7A/STX6/STX12/RAB14/VPS52/MICALL1/ATP6AP1/VPS53/ZDHHC2/RAB8A/SNF8/HGS/SNX3/RAB13/BVES/BLTP1/ARL4C/GRIP1/SORL1/ACTN2/TAMALIN/DENND1B/LMTK2/NDRG4/GRIP2/CMTM6/ARHGAP1/VPS51/ANKRD50/RAB11A/EHD2/RAB17/VPS26C/VPS26A/EPS15/SNX7/AKAP5/VAMP4/DENND1A/VTI1A/VPS35/SNX30/ARHGAP44/STX16/ACAP2/ARF6/EHD3/VPS35L/VPS50/MICALL2/EHD1/LRRC7/SCRIB/VPS13B/EIPR1/PTPN23/SNX27/RAB11FIP3/SNX4/SNX17/INPP5F/ENTR1/VPS29/RAB12/EHD4/RAB11B/ANKRD27/SNX12/GRIPAP1/EPG5/CCDC22/RAB8B/CCDC93/VPS39/GGA3/RAB35/PLA2G3/NSG1/WIPF3/RAB11FIP4"	"2/229"	"81/22110"	0.210752176395519	"GRIP1/WASHC1"	2	83	2.38395600841016	0.67940585961501
"GOBP ENDOSOMAL TRANSPORT"	"go_bp"	"GOBP_ENDOSOMAL_TRANSPORT"	"GOBP_ENDOSOMAL_TRANSPORT"	"DENND10/TINAGL1/WASHC1/VPS4B/WASHC2C/WASHC2A/BLTP3B/CHMP2B/PHETA1/ATP9A/AP5Z1/GOLT1B/ERC1/TOM1/ALS2CL/SNX2/RAB7A/RASSF9/DENND2A/CHMP1B/BLOC1S2/SNAP25/TBC1D23/ANXA8/STX6/CHMP4A/LAPTM4B/SNX9/RHOBTB3/VPS37A/TMEM50B/ALMS1/RAB9A/SNX8/TBC1D10A/STAM/ARL8B/SNX5/RAB6A/YKT6/PICALM/STX12/RAB14/STAM2/VPS52/SPAG9/MICALL1/ATP6AP1/BET1L/ARL1/CHMP5/AP5B1/RAB10/PLEKHJ1/DCLK1/VPS53/ZDHHC2/RAB8A/SNF8/HGS/SQSTM1/TMEM50A/SNX3/VPS37B/RAB13/BVES/BLTP1/ARL4C/RCSD1/TSG101/GRIP1/CHMP4C/TBC1D5/SORL1/ACTN2/GCC2/UBXN6/TAMALIN/ITSN1/DENND1B/LMTK2/NDRG4/GRIP2/AP5M1/CHMP6/AGAP2/PHETA2/CMTM6/CHMP3/HEATR5A/ARHGAP1/VPS51/ANKRD50/PLEKHA3/WASHC3/RAB11A/RILP/EHD2/AP3D1/WASHC5/RNF126/SORT1/STX5/ANXA8L1/RAB17/VPS26C/VPS26A/EPS15/SNX7/VPS37D/EEA1/RAB7B/AKAP5/BLOC1S1/VAMP4/GOSR1/AP5S1/PRKN/CHMP7/MAGEL2/DENND1A/DENND5A/VTI1A/VPS35/SNX30/ARHGAP44/DCTN1/STX16/LEPROTL1/RBSN/SNX18/CHMP4B/SNX32/SLC66A2/RAB6B/TMEM87A/ACAP2/ARF6/EVI5/LAMTOR1/ARFIP1/ABCA1/EHD3/VPS35L/LYST/TMED9/SGSM2/CLTCL1/VPS50/ALS2/SNX6/VPS36/MICALL2/VPS25/EHD1/LRRC7/SCRIB/SNX1/DPY30/UBAP1/VPS26B/VPS13B/BAIAP3/RAB29/ANKFY1/TBC1D10C/SURF4/CORO1C/EIPR1/TRIM27/VTA1/VPS54/REPS2/LRRK2/PTPN23/HEATR5B/SNX27/RAB11FIP3/VPS28/LEPROT/CLEC16A/SNX4/GBF1/VAMP3/EPS15L1/AP1G1/SNX17/INPP5F/RAB9B/UBE2O/ENTR1/TMCC1/CHMP2A/VPS37C/REPS1/ITSN2/ARFRP1/VPS29/STX10/VTI1B/LMAN1/RAB12/TBC1D17/EHD4/RGP1/RAB11B/ANKRD27/TRAPPC10/MVB12A/SNX12/GGA1/TBC1D14/GRIPAP1/ZFYVE9/USP7/PIKFYVE/VPS16/RIC1/ZFYVE16/TMEM87B/WAS/CLTC/SNX33/EPG5/CCDC22/VCP/RAB8B/PREPL/WASHC4/CLN5/CCDC93/VPS39/VPS4A/GGA3/CHMP1A/TBC1D10B/RAB35/NSG2/PLA2G3/CALY/NSG1/WIPF3/RAB11FIP4/MYO5B"	"4/227"	"240/21951"	0.244242063945101	"TINAGL1/GRIP1/WASHC1/RASSF9"	4	244	1.61167400881057	0.680707691746648
"GOBP ENDOSOME TO PLASMA MEMBRANE PROTEIN TRANSPORT"	"go_bp"	"GOBP_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT"	"GOBP_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT"	"RAB7A/ATP6AP1/ZDHHC2/RAB8A/GRIP1/SORL1/TAMALIN/GRIP2/RAB11A/AKAP5/VPS35/ARHGAP44/LRRC7/SCRIB/GRIPAP1/NSG1"	"1/230"	"15/22176"	0.152740988416946	"GRIP1"	1	16	6.42782608695652	0.67940585961501
