"geneId"	"seqnames_2h"	"start_2h"	"end_2h"	"width_2h"	"strand_2h"	"V4_2h"	"V5_2h"	"V6_2h"	"V7_2h"	"V8_2h"	"V9_2h"	"V10_2h"	"annotation_2h"	"geneChr_2h"	"geneStart_2h"	"geneEnd_2h"	"geneLength_2h"	"geneStrand_2h"	"transcriptId_2h"	"distanceToTSS_2h"	"external_gene_name_2h"	"annotation_short_2h"	"seqnames_4h"	"start_4h"	"end_4h"	"width_4h"	"strand_4h"	"V4_4h"	"V5_4h"	"V6_4h"	"V7_4h"	"V8_4h"	"V9_4h"	"V10_4h"	"annotation_4h"	"geneChr_4h"	"geneStart_4h"	"geneEnd_4h"	"geneLength_4h"	"geneStrand_4h"	"transcriptId_4h"	"distanceToTSS_4h"	"external_gene_name_4h"	"annotation_short_4h"	"seqnames_6h"	"start_6h"	"end_6h"	"width_6h"	"strand_6h"	"V4_6h"	"V5_6h"	"V6_6h"	"V7_6h"	"V8_6h"	"V9_6h"	"V10_6h"	"annotation_6h"	"geneChr_6h"	"geneStart_6h"	"geneEnd_6h"	"geneLength_6h"	"geneStrand_6h"	"transcriptId_6h"	"distanceToTSS_6h"	"external_gene_name_6h"	"annotation_short_6h"
"11"	"ENSG00000131591"	"1"	1107952	1108686	735	"*"	"KOS_2h_peak_25"	1065	"."	26.02949	112.85466	106.52692	440	"Promoter (1-2kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-1825	"C1orf159"	"Promoter (1-2kb)"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"Promoter (2-3kb)"	"1"	1108336	1108425	90	"*"	"KOS_6h_peak_1"	19	"."	4.39424	7.35457	1.99955	57	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2209	"C1orf159"	"Promoter (2-3kb)"
"12"	"ENSG00000131591"	"1"	1107952	1108686	735	"*"	"KOS_2h_peak_25"	1065	"."	26.02949	112.85466	106.52692	440	"Promoter (1-2kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-1825	"C1orf159"	"Promoter (1-2kb)"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"Promoter (2-3kb)"	"1"	1108871	1108981	111	"*"	"KOS_6h_peak_2"	31	"."	4.50441	8.76288	3.13862	75	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2744	"C1orf159"	"Promoter (2-3kb)"
"13"	"ENSG00000131591"	"1"	1115887	1116038	152	"*"	"KOS_2h_peak_27"	54	"."	4.953	8.65468	5.47779	77	"Promoter (<=1kb)"	1	1081818	1116081	34264	2	"ENST00000379339"	43	"C1orf159"	"Promoter (<=1kb)"	"1"	1108028	1108622	595	"*"	"KOS_4h_peak_2"	198	"."	7.10191	25.61605	19.88663	380	"Promoter (1-2kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-1901	"C1orf159"	"Promoter (1-2kb)"	"1"	1108336	1108425	90	"*"	"KOS_6h_peak_1"	19	"."	4.39424	7.35457	1.99955	57	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2209	"C1orf159"	"Promoter (2-3kb)"
"14"	"ENSG00000131591"	"1"	1115887	1116038	152	"*"	"KOS_2h_peak_27"	54	"."	4.953	8.65468	5.47779	77	"Promoter (<=1kb)"	1	1081818	1116081	34264	2	"ENST00000379339"	43	"C1orf159"	"Promoter (<=1kb)"	"1"	1108028	1108622	595	"*"	"KOS_4h_peak_2"	198	"."	7.10191	25.61605	19.88663	380	"Promoter (1-2kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-1901	"C1orf159"	"Promoter (1-2kb)"	"1"	1108871	1108981	111	"*"	"KOS_6h_peak_2"	31	"."	4.50441	8.76288	3.13862	75	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2744	"C1orf159"	"Promoter (2-3kb)"
"15"	"ENSG00000131591"	"1"	1108756	1109276	521	"*"	"KOS_2h_peak_26"	948	"."	21.99789	100.86319	94.88892	149	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2629	"C1orf159"	"Promoter (2-3kb)"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"Promoter (2-3kb)"	"1"	1108336	1108425	90	"*"	"KOS_6h_peak_1"	19	"."	4.39424	7.35457	1.99955	57	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2209	"C1orf159"	"Promoter (2-3kb)"
"16"	"ENSG00000131591"	"1"	1108756	1109276	521	"*"	"KOS_2h_peak_26"	948	"."	21.99789	100.86319	94.88892	149	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2629	"C1orf159"	"Promoter (2-3kb)"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"Promoter (2-3kb)"	"1"	1108871	1108981	111	"*"	"KOS_6h_peak_2"	31	"."	4.50441	8.76288	3.13862	75	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2744	"C1orf159"	"Promoter (2-3kb)"
"17"	"ENSG00000131591"	"1"	1108756	1109276	521	"*"	"KOS_2h_peak_26"	948	"."	21.99789	100.86319	94.88892	149	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2629	"C1orf159"	"Promoter (2-3kb)"	"1"	1108028	1108622	595	"*"	"KOS_4h_peak_2"	198	"."	7.10191	25.61605	19.88663	380	"Promoter (1-2kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-1901	"C1orf159"	"Promoter (1-2kb)"	"1"	1108336	1108425	90	"*"	"KOS_6h_peak_1"	19	"."	4.39424	7.35457	1.99955	57	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2209	"C1orf159"	"Promoter (2-3kb)"
"18"	"ENSG00000131591"	"1"	1108756	1109276	521	"*"	"KOS_2h_peak_26"	948	"."	21.99789	100.86319	94.88892	149	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2629	"C1orf159"	"Promoter (2-3kb)"	"1"	1108028	1108622	595	"*"	"KOS_4h_peak_2"	198	"."	7.10191	25.61605	19.88663	380	"Promoter (1-2kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-1901	"C1orf159"	"Promoter (1-2kb)"	"1"	1108871	1108981	111	"*"	"KOS_6h_peak_2"	31	"."	4.50441	8.76288	3.13862	75	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2744	"C1orf159"	"Promoter (2-3kb)"
"19"	"ENSG00000131591"	"1"	1115887	1116038	152	"*"	"KOS_2h_peak_27"	54	"."	4.953	8.65468	5.47779	77	"Promoter (<=1kb)"	1	1081818	1116081	34264	2	"ENST00000379339"	43	"C1orf159"	"Promoter (<=1kb)"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"Promoter (2-3kb)"	"1"	1108336	1108425	90	"*"	"KOS_6h_peak_1"	19	"."	4.39424	7.35457	1.99955	57	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2209	"C1orf159"	"Promoter (2-3kb)"
"20"	"ENSG00000131591"	"1"	1115887	1116038	152	"*"	"KOS_2h_peak_27"	54	"."	4.953	8.65468	5.47779	77	"Promoter (<=1kb)"	1	1081818	1116081	34264	2	"ENST00000379339"	43	"C1orf159"	"Promoter (<=1kb)"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"Promoter (2-3kb)"	"1"	1108871	1108981	111	"*"	"KOS_6h_peak_2"	31	"."	4.50441	8.76288	3.13862	75	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2744	"C1orf159"	"Promoter (2-3kb)"
"21"	"ENSG00000132199"	"18"	711698	712891	1194	"*"	"KOS_2h_peak_7400"	916	"."	23.40025	97.57777	91.68961	845	"Promoter (<=1kb)"	18	670318	712630	42313	2	"ENST00000647584"	0	"ENOSF1"	"Promoter (<=1kb)"	"18"	712243	712366	124	"*"	"KOS_4h_peak_684"	79	"."	7.28338	12.96905	7.99772	56	"Promoter (<=1kb)"	18	674161	712523	38363	2	"ENST00000585128"	157	"ENOSF1"	"Promoter (<=1kb)"	"18"	712456	712511	56	"*"	"KOS_6h_peak_18"	190	"."	13.25266	26.31465	19.09991	41	"Promoter (<=1kb)"	18	674161	712523	38363	2	"ENST00000585128"	12	"ENOSF1"	"Promoter (<=1kb)"
"22"	"ENSG00000132199"	"18"	711698	712891	1194	"*"	"KOS_2h_peak_7400"	916	"."	23.40025	97.57777	91.68961	845	"Promoter (<=1kb)"	18	670318	712630	42313	2	"ENST00000647584"	0	"ENOSF1"	"Promoter (<=1kb)"	"18"	712455	712622	168	"*"	"KOS_4h_peak_685"	183	"."	8.99633	23.99704	18.36287	45	"Promoter (<=1kb)"	18	673900	712593	38694	2	"ENST00000340116"	0	"ENOSF1"	"Promoter (<=1kb)"	"18"	712456	712511	56	"*"	"KOS_6h_peak_18"	190	"."	13.25266	26.31465	19.09991	41	"Promoter (<=1kb)"	18	674161	712523	38363	2	"ENST00000585128"	12	"ENOSF1"	"Promoter (<=1kb)"
"23"	"ENSG00000140937"	"16"	65124709	65124831	123	"*"	"KOS_2h_peak_5903"	107	"."	6.31018	14.21444	10.71849	77	"Promoter (<=1kb)"	16	65004642	65124292	119651	2	"ENST00000569624"	-417	"CDH11"	"Promoter (<=1kb)"	"16"	65124761	65124816	56	"*"	"KOS_4h_peak_508"	142	"."	10.51614	19.65618	14.27127	31	"Promoter (<=1kb)"	16	65004642	65124292	119651	2	"ENST00000569624"	-469	"CDH11"	"Promoter (<=1kb)"	"16"	65124761	65124824	64	"*"	"KOS_6h_peak_13"	302	"."	17.90192	37.81309	30.25639	28	"Promoter (<=1kb)"	16	65004642	65124292	119651	2	"ENST00000569624"	-469	"CDH11"	"Promoter (<=1kb)"
"24"	"ENSG00000140937"	"16"	65121913	65123303	1391	"*"	"KOS_2h_peak_5902"	181	"."	7.79092	21.97406	18.17887	1058	"Promoter (<=1kb)"	16	64943753	65122036	178284	2	"ENST00000394156"	0	"CDH11"	"Promoter (<=1kb)"	"16"	65124761	65124816	56	"*"	"KOS_4h_peak_508"	142	"."	10.51614	19.65618	14.27127	31	"Promoter (<=1kb)"	16	65004642	65124292	119651	2	"ENST00000569624"	-469	"CDH11"	"Promoter (<=1kb)"	"16"	65124761	65124824	64	"*"	"KOS_6h_peak_13"	302	"."	17.90192	37.81309	30.25639	28	"Promoter (<=1kb)"	16	65004642	65124292	119651	2	"ENST00000569624"	-469	"CDH11"	"Promoter (<=1kb)"
"25"	"ENSG00000142002"	"19"	4723675	4723827	153	"*"	"KOS_2h_peak_7849"	19	"."	3.04585	4.79411	1.97142	77	"Promoter (<=1kb)"	19	4676364	4723769	47406	2	"ENST00000703254"	0	"DPP9"	"Promoter (<=1kb)"	"19"	4724536	4724718	183	"*"	"KOS_4h_peak_739"	173	"."	8.72371	22.90363	17.33562	104	"Promoter (<=1kb)"	19	4714106	4724673	10568	2	"ENST00000598041"	0	"DPP9"	"Promoter (<=1kb)"	"19"	4724611	4724665	55	"*"	"KOS_6h_peak_21"	48	"."	5.56603	10.8073	4.85051	20	"Promoter (<=1kb)"	19	4714106	4724673	10568	2	"ENST00000598041"	8	"DPP9"	"Promoter (<=1kb)"
"26"	"ENSG00000142002"	"19"	4723937	4724162	226	"*"	"KOS_2h_peak_7850"	63	"."	3.61935	9.59431	6.35689	154	"Promoter (<=1kb)"	19	4675224	4723843	48620	2	"ENST00000601130"	-94	"DPP9"	"Promoter (<=1kb)"	"19"	4724536	4724718	183	"*"	"KOS_4h_peak_739"	173	"."	8.72371	22.90363	17.33562	104	"Promoter (<=1kb)"	19	4714106	4724673	10568	2	"ENST00000598041"	0	"DPP9"	"Promoter (<=1kb)"	"19"	4724611	4724665	55	"*"	"KOS_6h_peak_21"	48	"."	5.56603	10.8073	4.85051	20	"Promoter (<=1kb)"	19	4714106	4724673	10568	2	"ENST00000598041"	8	"DPP9"	"Promoter (<=1kb)"
"27"	"ENSG00000142002"	"19"	4724448	4724819	372	"*"	"KOS_2h_peak_7851"	772	"."	16.58948	82.74331	77.24036	186	"Promoter (<=1kb)"	19	4714106	4724673	10568	2	"ENST00000598041"	0	"DPP9"	"Promoter (<=1kb)"	"19"	4724536	4724718	183	"*"	"KOS_4h_peak_739"	173	"."	8.72371	22.90363	17.33562	104	"Promoter (<=1kb)"	19	4714106	4724673	10568	2	"ENST00000598041"	0	"DPP9"	"Promoter (<=1kb)"	"19"	4724611	4724665	55	"*"	"KOS_6h_peak_21"	48	"."	5.56603	10.8073	4.85051	20	"Promoter (<=1kb)"	19	4714106	4724673	10568	2	"ENST00000598041"	8	"DPP9"	"Promoter (<=1kb)"
"28"	"ENSG00000145113"	"3"	195767255	195767988	734	"*"	"KOS_2h_peak_11731"	877	"."	32.05504	93.4919	87.72661	578	"Promoter (1-2kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	1700	"MUC4"	"Promoter (1-2kb)"	"3"	195767456	195767524	69	"*"	"KOS_4h_peak_1082"	158	"."	11.24707	21.3675	15.88268	33	"Promoter (2-3kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	2164	"MUC4"	"Promoter (2-3kb)"	"3"	195767743	195767860	118	"*"	"KOS_6h_peak_29"	52	"."	7.20413	11.3461	5.29612	96	"Promoter (1-2kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	1828	"MUC4"	"Promoter (1-2kb)"
"29"	"ENSG00000145113"	"3"	195767255	195767988	734	"*"	"KOS_2h_peak_11731"	877	"."	32.05504	93.4919	87.72661	578	"Promoter (1-2kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	1700	"MUC4"	"Promoter (1-2kb)"	"3"	195767590	195767892	303	"*"	"KOS_4h_peak_1083"	279	"."	16.131	34.12669	27.92996	176	"Promoter (1-2kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	1796	"MUC4"	"Promoter (1-2kb)"	"3"	195767743	195767860	118	"*"	"KOS_6h_peak_29"	52	"."	7.20413	11.3461	5.29612	96	"Promoter (1-2kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	1828	"MUC4"	"Promoter (1-2kb)"
"30"	"ENSG00000145113"	"3"	195767255	195767988	734	"*"	"KOS_2h_peak_11731"	877	"."	32.05504	93.4919	87.72661	578	"Promoter (1-2kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	1700	"MUC4"	"Promoter (1-2kb)"	"3"	195767309	195767364	56	"*"	"KOS_4h_peak_1081"	79	"."	7.28338	12.96905	7.99772	30	"Promoter (2-3kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	2324	"MUC4"	"Promoter (2-3kb)"	"3"	195767743	195767860	118	"*"	"KOS_6h_peak_29"	52	"."	7.20413	11.3461	5.29612	96	"Promoter (1-2kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	1828	"MUC4"	"Promoter (1-2kb)"
"31"	"ENSG00000149679"	"20"	62407135	62407439	305	"*"	"KOS_2h_peak_10223"	127	"."	7.40123	16.30752	12.71428	105	"Promoter (<=1kb)"	20	62388634	62407285	18652	2	"ENST00000279101"	0	"CABLES2"	"Promoter (<=1kb)"	"20"	62397857	62398406	550	"*"	"KOS_4h_peak_944"	437	"."	22.43579	51.04695	43.78364	218	"Promoter (1-2kb)"	20	62391014	62396331	5318	2	"ENST00000453274"	-1526	"CABLES2"	"Promoter (1-2kb)"	"20"	62398036	62398098	63	"*"	"KOS_6h_peak_25"	101	"."	9.59184	16.77474	10.17675	39	"Promoter (1-2kb)"	20	62391014	62396331	5318	2	"ENST00000453274"	-1705	"CABLES2"	"Promoter (1-2kb)"
"32"	"ENSG00000149679"	"20"	62397633	62398525	893	"*"	"KOS_2h_peak_10222"	781	"."	17.869	83.69796	78.17557	446	"Promoter (1-2kb)"	20	62391014	62396331	5318	2	"ENST00000453274"	-1302	"CABLES2"	"Promoter (1-2kb)"	"20"	62397857	62398406	550	"*"	"KOS_4h_peak_944"	437	"."	22.43579	51.04695	43.78364	218	"Promoter (1-2kb)"	20	62391014	62396331	5318	2	"ENST00000453274"	-1526	"CABLES2"	"Promoter (1-2kb)"	"20"	62398036	62398098	63	"*"	"KOS_6h_peak_25"	101	"."	9.59184	16.77474	10.17675	39	"Promoter (1-2kb)"	20	62391014	62396331	5318	2	"ENST00000453274"	-1705	"CABLES2"	"Promoter (1-2kb)"
"33"	"ENSG00000166573"	"18"	77252732	77253126	395	"*"	"KOS_2h_peak_7632"	833	"."	14.78912	88.96094	83.32051	242	"Promoter (<=1kb)"	18	77253740	77256217	2478	1	"ENST00000582943"	-614	"GALR1"	"Promoter (<=1kb)"	"18"	77252763	77252814	52	"*"	"KOS_4h_peak_719"	27	"."	5.26215	7.0758	2.71293	6	"Promoter (<=1kb)"	18	77253740	77256217	2478	1	"ENST00000582943"	-926	"GALR1"	"Promoter (<=1kb)"	"18"	77252946	77253033	88	"*"	"KOS_6h_peak_19"	90	"."	7.03078	15.61319	9.08055	59	"Promoter (<=1kb)"	18	77253740	77256217	2478	1	"ENST00000582943"	-707	"GALR1"	"Promoter (<=1kb)"
"34"	"ENSG00000166573"	"18"	77252732	77253126	395	"*"	"KOS_2h_peak_7632"	833	"."	14.78912	88.96094	83.32051	242	"Promoter (<=1kb)"	18	77253740	77256217	2478	1	"ENST00000582943"	-614	"GALR1"	"Promoter (<=1kb)"	"18"	77252919	77253056	138	"*"	"KOS_4h_peak_720"	426	"."	12.39444	49.86475	42.69783	94	"Promoter (<=1kb)"	18	77253740	77256217	2478	1	"ENST00000582943"	-684	"GALR1"	"Promoter (<=1kb)"	"18"	77252946	77253033	88	"*"	"KOS_6h_peak_19"	90	"."	7.03078	15.61319	9.08055	59	"Promoter (<=1kb)"	18	77253740	77256217	2478	1	"ENST00000582943"	-707	"GALR1"	"Promoter (<=1kb)"
