"geneId"	"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"transcriptId"	"distanceToTSS"	"external_gene_name"
"48"	"ENSG00000050438"	"12"	51424925	51425030	106	"*"	"KOS_4h_peak_300"	40	"."	5.68732	8.58022	4.0249	32	"Promoter (<=1kb)"	12	51424934	51440852	15919	1	"ENST00000546497"	0	"SLC4A8"
"49"	"ENSG00000051596"	"5"	175968195	175968285	91	"*"	"KOS_4h_peak_1189"	31	"."	4.36186	7.58665	3.15225	40	"Promoter (<=1kb)"	5	175960219	175968280	8062	2	"ENST00000513482"	0	"THOC3"
"50"	"ENSG00000053371"	"1"	19311968	19312033	66	"*"	"KOS_4h_peak_25"	17	"."	3.9985	5.86251	1.70983	5	"Promoter (<=1kb)"	1	19304166	19311907	7742	2	"ENST00000489286"	-61	"AKR7A2"
"51"	"ENSG00000054148"	"9"	136849450	136849574	125	"*"	"KOS_4h_peak_1465"	51	"."	6.26425	9.81703	5.11686	46	"Promoter (<=1kb)"	9	136849426	136851027	1602	1	"ENST00000497413"	24	"PHPT1"
"52"	"ENSG00000054267"	"1"	235327971	235328068	98	"*"	"KOS_4h_peak_141"	21	"."	4.82017	6.45445	2.19358	12	"Promoter (<=1kb)"	1	235167884	235328134	160251	2	"ENST00000421364"	66	"ARID4B"
"53"	"ENSG00000054282"	"1"	243480247	243480484	238	"*"	"KOS_4h_peak_142"	63	"."	7.27877	11.19592	6.37488	27	"Intron (ENST00000366541/ENSG00000054282, intron 16 of 17)"	1	243487815	243500089	12275	1	"ENST00000497459"	-7331	"SDCCAG8"
"54"	"ENSG00000054282"	"1"	243480553	243480901	349	"*"	"KOS_4h_peak_143"	285	"."	14.56676	34.77649	28.54584	124	"Intron (ENST00000366541/ENSG00000054282, intron 16 of 17)"	1	243487815	243500089	12275	1	"ENST00000497459"	-6914	"SDCCAG8"
"55"	"ENSG00000055130"	"7"	148698603	148698693	91	"*"	"KOS_4h_peak_1367"	43	"."	6.11866	8.9972	4.38652	50	"Promoter (<=1kb)"	7	148698645	148801025	102381	1	"ENST00000602748"	0	"CUL1"
"56"	"ENSG00000055208"	"6"	149316848	149316976	129	"*"	"KOS_4h_peak_1273"	116	"."	8.54765	16.87987	11.65723	45	"Promoter (<=1kb)"	6	149317534	149411395	93862	1	"ENST00000636456"	-558	"TAB2"
"57"	"ENSG00000056097"	"5"	32444858	32444910	53	"*"	"KOS_4h_peak_1149"	51	"."	6.0395	9.79399	5.10335	40	"Promoter (<=1kb)"	5	32354350	32444740	90391	2	"ENST00000265069"	-118	"ZFR"
"58"	"ENSG00000056487"	"22"	44986002	44986066	65	"*"	"KOS_4h_peak_1023"	61	"."	6.96247	10.94799	6.14873	29	"Intron (ENST00000403565/ENSG00000056487, intron 2 of 13)"	22	44968988	44971470	2483	2	"ENST00000462631"	-14532	"PHF21B"
"59"	"ENSG00000056487"	"22"	44984075	44984194	120	"*"	"KOS_4h_peak_1022"	51	"."	6.59852	9.80045	5.10335	81	"Intron (ENST00000403565/ENSG00000056487, intron 2 of 13)"	22	44968988	44971470	2483	2	"ENST00000462631"	-12605	"PHF21B"
"60"	"ENSG00000058453"	"1"	16913671	16913784	114	"*"	"KOS_4h_peak_23"	35	"."	5.33642	8.02163	3.52587	72	"Intron (ENST00000466256/ENSG00000058453, intron 1 of 8)"	1	16921931	16972964	51034	1	"ENST00000375541"	-8147	"CROCC"
"61"	"ENSG00000058804"	"1"	53838191	53838295	105	"*"	"KOS_4h_peak_67"	36	"."	5.58033	8.1261	3.62244	12	"Promoter (<=1kb)"	1	53765478	53838296	72819	2	"ENST00000371429"	1	"NDC1"
"62"	"ENSG00000059378"	"7"	140062600	140062651	52	"*"	"KOS_4h_peak_1357"	54	"."	6.48089	10.16573	5.43914	19	"Promoter (<=1kb)"	7	140057407	140062551	5145	2	"ENST00000467638"	-49	"PARP12"
"63"	"ENSG00000059378"	"7"	140062709	140062785	77	"*"	"KOS_4h_peak_1358"	66	"."	7.10223	11.51087	6.66428	42	"Promoter (<=1kb)"	7	140023749	140062933	39185	2	"ENST00000473341"	148	"PARP12"
"64"	"ENSG00000061676"	"2"	183038569	183038668	100	"*"	"KOS_4h_peak_888"	42	"."	5.88067	8.88893	4.28573	65	"Promoter (<=1kb)"	2	182909115	183038457	129343	2	"ENST00000361354"	-112	"NCKAP1"
"65"	"ENSG00000063438"	"5"	321572	321652	81	"*"	"KOS_4h_peak_1137"	66	"."	6.88286	11.52106	6.67292	45	"Promoter (<=1kb)"	5	321714	438285	116572	1	"ENST00000684583"	-62	"AHRR"
"66"	"ENSG00000063978"	"4"	2468812	2468957	146	"*"	"KOS_4h_peak_1097"	70	"."	6.90229	11.93914	7.04965	102	"Promoter (<=1kb)"	4	2468729	2500738	32010	1	"ENST00000504224"	83	"RNF4"
"67"	"ENSG00000064687"	"19"	1063113	1063188	76	"*"	"KOS_4h_peak_730"	32	"."	5.14121	7.7109	3.24218	50	"Promoter (<=1kb)"	19	1064052	1065572	1521	1	"ENST00000531478"	-864	"ABCA7"
"68"	"ENSG00000064687"	"19"	1062814	1062881	68	"*"	"KOS_4h_peak_729"	32	"."	5.45713	7.68369	3.23693	41	"Promoter (<=1kb)"	19	1062179	1065458	3280	1	"ENST00000612569"	635	"ABCA7"
"69"	"ENSG00000064726"	"15"	83067189	83067314	126	"*"	"KOS_4h_peak_443"	27	"."	4.96835	7.15602	2.78589	35	"Promoter (<=1kb)"	15	83016423	83067252	50830	2	"ENST00000261721"	0	"BTBD1"
"70"	"ENSG00000065809"	"10"	14604285	14604336	52	"*"	"KOS_4h_peak_152"	51	"."	6.26425	9.81703	5.11686	23	"Promoter (<=1kb)"	10	14529528	14604295	74768	2	"ENST00000471815"	0	"FAM107B"
"71"	"ENSG00000065882"	"4"	37977307	37977358	52	"*"	"KOS_4h_peak_1116"	48	"."	6.06162	9.49187	4.83832	25	"Promoter (<=1kb)"	4	37977310	38090065	112756	1	"ENST00000446803"	0	"TBC1D1"
"72"	"ENSG00000065883"	"7"	39951335	39951424	90	"*"	"KOS_4h_peak_1309"	56	"."	6.19289	10.39984	5.65032	22	"Promoter (<=1kb)"	7	39951302	40095519	144218	1	"ENST00000646039"	33	"CDK13"
"73"	"ENSG00000065978"	"1"	42682402	42682586	185	"*"	"KOS_4h_peak_58"	135	"."	9.42555	18.85026	13.50766	99	"Promoter (<=1kb)"	1	42682418	42703805	21388	1	"ENST00000321358"	0	"YBX1"
"74"	"ENSG00000066027"	"1"	212286051	212286246	196	"*"	"KOS_4h_peak_133"	46	"."	6.31356	9.31967	4.67979	175	"Promoter (<=1kb)"	1	212285410	212361853	76444	1	"ENST00000261461"	641	"PPP2R5A"
"75"	"ENSG00000066136"	"1"	40692004	40692078	75	"*"	"KOS_4h_peak_55"	32	"."	5.14121	7.7109	3.24218	38	"Promoter (<=1kb)"	1	40692008	40747584	55577	1	"ENST00000534399"	0	"NFYC"
"76"	"ENSG00000066629"	"14"	99927916	99928206	291	"*"	"KOS_4h_peak_406"	207	"."	13.34979	26.47991	20.7178	254	"Intron (ENST00000327921/ENSG00000066629, intron 18 of 22)"	14	99936167	99940174	4008	1	"ENST00000553313"	-7961	"EML1"
"77"	"ENSG00000067113"	"5"	55534591	55534671	81	"*"	"KOS_4h_peak_1152"	23	"."	4.33171	6.68058	2.38836	47	"Promoter (<=1kb)"	5	55441906	55534951	93046	2	"ENST00000509667"	280	"PLPP1"
"78"	"ENSG00000067191"	"17"	39197611	39197670	60	"*"	"KOS_4h_peak_583"	33	"."	5.39061	7.82393	3.34571	9	"Promoter (<=1kb)"	17	39173453	39197669	24217	2	"ENST00000394303"	0	"CACNB1"
"79"	"ENSG00000068383"	"10"	132554994	132555070	77	"*"	"KOS_4h_peak_209"	29	"."	5.39879	7.4023	2.9958	26	"Intron (ENST00000368594/ENSG00000068383, intron 1 of 15)"	10	132538139	132710456	172318	1	"ENST00000423490"	16855	"INPP5A"
"80"	"ENSG00000068654"	"2"	86105707	86105783	77	"*"	"KOS_4h_peak_851"	17	"."	3.9985	5.86251	1.70983	1	"Promoter (<=1kb)"	2	86078041	86105873	27833	2	"ENST00000486964"	90	"POLR1A"
"81"	"ENSG00000070087"	"3"	149970988	149971039	52	"*"	"KOS_4h_peak_1067"	40	"."	5.89132	8.62633	4.06726	24	"Promoter (<=1kb)"	3	149964904	149970950	6047	2	"ENST00000452853"	-38	"PFN2"
"82"	"ENSG00000070444"	"17"	2401870	2401924	55	"*"	"KOS_4h_peak_552"	49	"."	6.30968	9.5794	4.92069	28	"Promoter (<=1kb)"	17	2387909	2401104	13196	2	"ENST00000575394"	-766	"MNT"
"83"	"ENSG00000070495"	"17"	76726754	76726838	85	"*"	"KOS_4h_peak_650"	32	"."	5.17671	7.76745	3.29443	79	"Promoter (<=1kb)"	17	76712832	76726799	13968	2	"ENST00000617192"	0	"JMJD6"
"84"	"ENSG00000071051"	"2"	105744883	105744990	108	"*"	"KOS_4h_peak_860"	95	"."	8.00462	14.58298	9.50481	40	"Promoter (<=1kb)"	2	105744912	105894272	149361	1	"ENST00000233154"	0	"NCK2"
"85"	"ENSG00000072609"	"12"	132887250	132887335	86	"*"	"KOS_4h_peak_340"	25	"."	4.9853	6.92979	2.57977	57	"Promoter (<=1kb)"	12	132870725	132887522	16798	2	"ENST00000537551"	187	"CHFR"
"86"	"ENSG00000072736"	"16"	68085701	68085780	80	"*"	"KOS_4h_peak_511"	50	"."	5.99808	9.72704	5.04225	41	"Promoter (<=1kb)"	16	68085658	68229259	143602	1	"ENST00000329524"	43	"NFATC3"
"87"	"ENSG00000072786"	"5"	172098963	172099061	99	"*"	"KOS_4h_peak_1182"	66	"."	7.30158	11.50801	6.66337	59	"Intron (ENST00000176763/ENSG00000072786, intron 7 of 18)"	5	172092428	172093577	1150	2	"ENST00000517775"	-5386	"STK10"
"88"	"ENSG00000074211"	"4"	6511348	6512823	1476	"*"	"KOS_4h_peak_1100"	324	"."	15.72622	38.85535	32.42144	398	"Intron (ENST00000506140/ENSG00000074211, intron 2 of 9)"	4	6347926	6523547	175622	2	"ENST00000314348"	10724	"PPP2R2C"
"89"	"ENSG00000074276"	"5"	176591707	176591921	215	"*"	"KOS_4h_peak_1190"	205	"."	6.85385	26.28159	20.52727	130	"Promoter (1-2kb)"	5	176590601	176591690	1090	1	"ENST00000416365"	1106	"CDHR2"
"90"	"ENSG00000074276"	"5"	176591991	176592149	159	"*"	"KOS_4h_peak_1191"	45	"."	4.90709	9.22813	4.59797	147	"Promoter (1-2kb)"	5	176590601	176591690	1090	1	"ENST00000416365"	1390	"CDHR2"
"91"	"ENSG00000075043"	"20"	63442412	63443573	1162	"*"	"KOS_4h_peak_945"	396	"."	18.5184	46.58577	39.6448	408	"Promoter (2-3kb)"	20	63438689	63445576	6888	2	"ENST00000630274"	2003	"KCNQ2"
"92"	"ENSG00000075043"	"20"	63443624	63443738	115	"*"	"KOS_4h_peak_946"	46	"."	5.69843	9.24136	4.60994	76	"Promoter (1-2kb)"	20	63438689	63445576	6888	2	"ENST00000630274"	1838	"KCNQ2"
"93"	"ENSG00000075618"	"7"	5593491	5593546	56	"*"	"KOS_4h_peak_1298"	50	"."	5.99808	9.72704	5.04225	8	"Promoter (<=1kb)"	7	5593848	5603983	10136	1	"ENST00000444748"	-302	"FSCN1"
"94"	"ENSG00000075618"	"7"	5592768	5593054	287	"*"	"KOS_4h_peak_1296"	258	"."	14.84235	31.94162	25.86656	117	"Promoter (<=1kb)"	7	5592816	5606655	13840	1	"ENST00000382361"	0	"FSCN1"
"95"	"ENSG00000075618"	"7"	5593227	5593368	142	"*"	"KOS_4h_peak_1297"	59	"."	6.42651	10.78055	5.99391	70	"Promoter (<=1kb)"	7	5592816	5606655	13840	1	"ENST00000382361"	411	"FSCN1"
"96"	"ENSG00000075624"	"7"	5530139	5530319	181	"*"	"KOS_4h_peak_1294"	31	"."	5.02629	7.52772	3.10331	3	"Promoter (<=1kb)"	7	5529235	5529982	748	2	"ENST00000417101"	-157	"ACTB"
"97"	"ENSG00000075624"	"7"	5529522	5529687	166	"*"	"KOS_4h_peak_1293"	90	"."	7.71181	14.10095	9.05311	91	"Promoter (<=1kb)"	7	5527147	5529949	2803	2	"ENST00000642480"	262	"ACTB"
"98"	"ENSG00000075624"	"7"	5530390	5530663	274	"*"	"KOS_4h_peak_1295"	91	"."	6.99738	14.20944	9.15124	182	"Promoter (<=1kb)"	7	5526409	5530601	4193	2	"ENST00000674681"	0	"ACTB"
"99"	"ENSG00000075702"	"19"	36054880	36055037	158	"*"	"KOS_4h_peak_769"	182	"."	11.13929	23.9083	18.28167	114	"Promoter (<=1kb)"	19	36054881	36074304	19424	1	"ENST00000378860"	0	"WDR62"
"100"	"ENSG00000076604"	"17"	28744102	28744172	71	"*"	"KOS_4h_peak_575"	38	"."	5.59534	8.43367	3.89839	35	"Promoter (<=1kb)"	17	28744085	28749644	5560	1	"ENST00000262396"	17	"TRAF4"
"101"	"ENSG00000077238"	"16"	27306180	27306333	154	"*"	"KOS_4h_peak_480"	24	"."	4.08924	6.80383	2.46867	147	"Distal Intergenic"	16	27313668	27345020	31353	1	"ENST00000566117"	-7335	"IL4R"
"102"	"ENSG00000077238"	"16"	27306619	27306679	61	"*"	"KOS_4h_peak_481"	174	"."	9.66305	23.04877	17.4674	33	"Distal Intergenic"	16	27313668	27345020	31353	1	"ENST00000566117"	-6989	"IL4R"
"103"	"ENSG00000077238"	"16"	27305995	27306112	118	"*"	"KOS_4h_peak_479"	69	"."	7.52137	11.87663	6.99358	86	"Distal Intergenic"	16	27313668	27345020	31353	1	"ENST00000566117"	-7556	"IL4R"
"104"	"ENSG00000077454"	"7"	100585925	100586182	258	"*"	"KOS_4h_peak_1335"	105	"."	8.14062	15.7196	10.56564	129	"Promoter (<=1kb)"	7	100574011	100586129	12119	2	"ENST00000310300"	0	"LRCH4"
"105"	"ENSG00000077684"	"4"	128812756	128812822	67	"*"	"KOS_4h_peak_1128"	19	"."	4.51668	6.19451	1.97403	27	"Promoter (<=1kb)"	4	128811844	128875224	63381	1	"ENST00000611140"	912	"JADE1"
"106"	"ENSG00000077942"	"22"	45578350	45578402	53	"*"	"KOS_4h_peak_1024"	38	"."	5.90416	8.42106	3.88884	9	"Promoter (1-2kb)"	22	45577039	45578434	1396	1	"ENST00000460300"	1311	"FBLN1"
"107"	"ENSG00000078237"	"12"	4321092	4321230	139	"*"	"KOS_4h_peak_284"	32	"."	5.14121	7.7109	3.24218	38	"Promoter (<=1kb)"	12	4321213	4360028	38816	1	"ENST00000179259"	0	"TIGAR"
"108"	"ENSG00000079156"	"2"	178194511	178194568	58	"*"	"KOS_4h_peak_887"	17	"."	3.9985	5.86251	1.70983	11	"Promoter (<=1kb)"	2	178194512	178402893	208382	1	"ENST00000190611"	0	"OSBPL6"
"109"	"ENSG00000079335"	"1"	100352497	100352548	52	"*"	"KOS_4h_peak_76"	37	"."	5.68028	8.28611	3.77128	45	"Promoter (<=1kb)"	1	100352502	100484734	132233	1	"ENST00000370124"	0	"CDC14A"
"110"	"ENSG00000079931"	"6"	132401107	132401164	58	"*"	"KOS_4h_peak_1269"	45	"."	6.08763	9.22084	4.59327	10	"Promoter (<=1kb)"	6	132296055	132401475	105421	2	"ENST00000367963"	311	"MOXD1"
"111"	"ENSG00000080603"	"16"	30698133	30698239	107	"*"	"KOS_4h_peak_489"	66	"."	6.60575	11.45347	6.60933	90	"Promoter (<=1kb)"	16	30698209	30741409	43201	1	"ENST00000411466"	0	"SRCAP"
"112"	"ENSG00000080815"	"14"	73136593	73136685	93	"*"	"KOS_4h_peak_390"	55	"."	6.10546	10.2569	5.51531	63	"Promoter (<=1kb)"	14	73136543	73223685	87143	1	"ENST00000700375"	50	"PSEN1"
