"geneId"	"seqnames_2h"	"start_2h"	"end_2h"	"width_2h"	"strand_2h"	"V4_2h"	"V5_2h"	"V6_2h"	"V7_2h"	"V8_2h"	"V9_2h"	"V10_2h"	"annotation_2h"	"geneChr_2h"	"geneStart_2h"	"geneEnd_2h"	"geneLength_2h"	"geneStrand_2h"	"transcriptId_2h"	"distanceToTSS_2h"	"external_gene_name_2h"	"annotation_short_2h"	"seqnames_4h"	"start_4h"	"end_4h"	"width_4h"	"strand_4h"	"V4_4h"	"V5_4h"	"V6_4h"	"V7_4h"	"V8_4h"	"V9_4h"	"V10_4h"	"annotation_4h"	"geneChr_4h"	"geneStart_4h"	"geneEnd_4h"	"geneLength_4h"	"geneStrand_4h"	"transcriptId_4h"	"distanceToTSS_4h"	"external_gene_name_4h"	"annotation_short_4h"
"36"	"ENSG00000015568"	"2"	109807843	109808144	302	"*"	"KOS_2h_peak_9271"	42	"."	3.70704	7.33479	4.25879	71	"Promoter (<=1kb)"	2	109808237	109813771	5535	1	"ENST00000495473"	-93	"RGPD5"	"Promoter (<=1kb)"	"2"	109794225	109794538	314	"*"	"KOS_4h_peak_863"	485	"."	16.08435	56.13453	48.58781	137	"Promoter (<=1kb)"	2	109794274	109832963	38690	1	"ENST00000272454"	0	"RGPD5"	"Promoter (<=1kb)"
"37"	"ENSG00000015568"	"2"	109794121	109794595	475	"*"	"KOS_2h_peak_9270"	1371	"."	16.14207	144.51805	137.17297	226	"Promoter (<=1kb)"	2	109794274	109832963	38690	1	"ENST00000272454"	0	"RGPD5"	"Promoter (<=1kb)"	"2"	109794225	109794538	314	"*"	"KOS_4h_peak_863"	485	"."	16.08435	56.13453	48.58781	137	"Promoter (<=1kb)"	2	109794274	109832963	38690	1	"ENST00000272454"	0	"RGPD5"	"Promoter (<=1kb)"
"38"	"ENSG00000020426"	"14"	60734624	60735100	477	"*"	"KOS_2h_peak_4519"	330	"."	11.83159	37.12236	33.00352	131	"Promoter (<=1kb)"	14	60734742	60753954	19213	1	"ENST00000555545"	0	"MNAT1"	"Promoter (<=1kb)"	"14"	60734719	60734790	72	"*"	"KOS_4h_peak_384"	59	"."	6.63521	10.75496	5.98463	43	"Promoter (<=1kb)"	14	60734742	60753954	19213	1	"ENST00000555545"	0	"MNAT1"	"Promoter (<=1kb)"
"39"	"ENSG00000023191"	"11"	506124	507216	1093	"*"	"KOS_2h_peak_2332"	366	"."	12.62036	40.79712	36.62772	303	"Promoter (<=1kb)"	11	494513	506821	12309	2	"ENST00000397614"	0	"RNH1"	"Promoter (<=1kb)"	"11"	506430	506527	98	"*"	"KOS_4h_peak_212"	63	"."	5.99776	11.20445	6.37681	46	"Promoter (<=1kb)"	11	502214	506356	4143	2	"ENST00000526295"	-74	"RNH1"	"Promoter (<=1kb)"
"40"	"ENSG00000023191"	"11"	507460	507881	422	"*"	"KOS_2h_peak_2333"	291	"."	13.25769	33.18693	29.13331	189	"Promoter (<=1kb)"	11	494561	507300	12740	2	"ENST00000356187"	-160	"RNH1"	"Promoter (<=1kb)"	"11"	506430	506527	98	"*"	"KOS_4h_peak_212"	63	"."	5.99776	11.20445	6.37681	46	"Promoter (<=1kb)"	11	502214	506356	4143	2	"ENST00000526295"	-74	"RNH1"	"Promoter (<=1kb)"
"41"	"ENSG00000024526"	"1"	68496573	68497233	661	"*"	"KOS_2h_peak_701"	711	"."	21.58693	76.48445	71.13307	457	"Promoter (<=1kb)"	1	68474152	68497082	22931	2	"ENST00000456315"	0	"DEPDC1"	"Promoter (<=1kb)"	"1"	68496908	68497016	109	"*"	"KOS_4h_peak_71"	55	"."	5.66455	10.24766	5.50938	35	"Promoter (<=1kb)"	1	68474152	68497082	22931	2	"ENST00000456315"	66	"DEPDC1"	"Promoter (<=1kb)"
"42"	"ENSG00000034510"	"2"	84905554	84905868	315	"*"	"KOS_2h_peak_9150"	472	"."	12.79258	51.56425	47.23152	224	"Promoter (<=1kb)"	2	84905656	84906671	1016	1	"ENST00000233143"	0	"TMSB10"	"Promoter (<=1kb)"	"2"	84905707	84905784	78	"*"	"KOS_4h_peak_845"	146	"."	9.85398	20.08791	14.6743	26	"Promoter (<=1kb)"	2	84905656	84906671	1016	1	"ENST00000233143"	51	"TMSB10"	"Promoter (<=1kb)"
"43"	"ENSG00000034510"	"2"	84904687	84904991	305	"*"	"KOS_2h_peak_9149"	86	"."	5.79476	11.99499	8.61213	236	"Promoter (<=1kb)"	2	84905656	84906671	1016	1	"ENST00000233143"	-665	"TMSB10"	"Promoter (<=1kb)"	"2"	84905707	84905784	78	"*"	"KOS_4h_peak_845"	146	"."	9.85398	20.08791	14.6743	26	"Promoter (<=1kb)"	2	84905656	84906671	1016	1	"ENST00000233143"	51	"TMSB10"	"Promoter (<=1kb)"
"44"	"ENSG00000035403"	"10"	73997699	73997969	271	"*"	"KOS_2h_peak_1957"	270	"."	12.0591	31.04154	27.03132	146	"Promoter (<=1kb)"	10	73998114	74118048	119935	1	"ENST00000624354"	-145	"VCL"	"Promoter (<=1kb)"	"10"	73998209	73998275	67	"*"	"KOS_4h_peak_183"	63	"."	6.67052	11.17682	6.3562	29	"Promoter (<=1kb)"	10	73998116	74120169	122054	1	"ENST00000211998"	93	"VCL"	"Promoter (<=1kb)"
"45"	"ENSG00000035403"	"10"	73998025	73998448	424	"*"	"KOS_2h_peak_1958"	241	"."	11.1187	28.0649	24.11276	182	"Promoter (<=1kb)"	10	73998114	74118048	119935	1	"ENST00000624354"	0	"VCL"	"Promoter (<=1kb)"	"10"	73998209	73998275	67	"*"	"KOS_4h_peak_183"	63	"."	6.67052	11.17682	6.3562	29	"Promoter (<=1kb)"	10	73998116	74120169	122054	1	"ENST00000211998"	93	"VCL"	"Promoter (<=1kb)"
"46"	"ENSG00000035499"	"5"	60699603	60700264	662	"*"	"KOS_2h_peak_12578"	490	"."	17.52038	53.45593	49.06839	427	"Promoter (<=1kb)"	5	60596912	60700166	103255	2	"ENST00000265036"	0	"DEPDC1B"	"Promoter (<=1kb)"	"5"	60699985	60700116	132	"*"	"KOS_4h_peak_1154"	38	"."	4.63447	8.39522	3.87229	68	"Promoter (<=1kb)"	5	60597629	60700134	102506	2	"ENST00000453022"	18	"DEPDC1B"	"Promoter (<=1kb)"
"47"	"ENSG00000035687"	"1"	244451593	244451950	358	"*"	"KOS_2h_peak_1630"	279	"."	11.52924	31.97264	27.94253	207	"Promoter (<=1kb)"	1	244408494	244451909	43416	2	"ENST00000366535"	0	"ADSS2"	"Promoter (<=1kb)"	"1"	244451814	244451865	52	"*"	"KOS_4h_peak_145"	40	"."	5.52543	8.6321	4.07016	15	"Promoter (<=1kb)"	1	244408494	244451909	43416	2	"ENST00000366535"	44	"ADSS2"	"Promoter (<=1kb)"
"48"	"ENSG00000035687"	"1"	244452057	244452188	132	"*"	"KOS_2h_peak_1631"	60	"."	4.19294	9.28007	6.06252	74	"Promoter (<=1kb)"	1	244408494	244451909	43416	2	"ENST00000366535"	-148	"ADSS2"	"Promoter (<=1kb)"	"1"	244451814	244451865	52	"*"	"KOS_4h_peak_145"	40	"."	5.52543	8.6321	4.07016	15	"Promoter (<=1kb)"	1	244408494	244451909	43416	2	"ENST00000366535"	44	"ADSS2"	"Promoter (<=1kb)"
"49"	"ENSG00000037042"	"17"	42659283	42659650	368	"*"	"KOS_2h_peak_6759"	608	"."	21.62543	65.9908	60.88419	185	"Promoter (<=1kb)"	17	42659284	42667006	7723	1	"ENST00000251412"	0	"TUBG2"	"Promoter (<=1kb)"	"17"	42659433	42659490	58	"*"	"KOS_4h_peak_590"	63	"."	6.67052	11.17682	6.3562	27	"Promoter (<=1kb)"	17	42659307	42666822	7516	1	"ENST00000588870"	126	"TUBG2"	"Promoter (<=1kb)"
"50"	"ENSG00000038358"	"16"	67872999	67873543	545	"*"	"KOS_2h_peak_5947"	483	"."	15.17911	52.6948	48.33161	204	"Promoter (<=1kb)"	16	67873052	67884495	11444	1	"ENST00000572221"	0	"EDC4"	"Promoter (<=1kb)"	"16"	67873297	67873348	52	"*"	"KOS_4h_peak_510"	38	"."	5.59534	8.43367	3.89839	22	"Promoter (<=1kb)"	16	67873372	67880489	7118	1	"ENST00000536072"	-24	"EDC4"	"Promoter (<=1kb)"
"51"	"ENSG00000038358"	"16"	67872999	67873543	545	"*"	"KOS_2h_peak_5947"	483	"."	15.17911	52.6948	48.33161	204	"Promoter (<=1kb)"	16	67873052	67884495	11444	1	"ENST00000572221"	0	"EDC4"	"Promoter (<=1kb)"	"16"	67873100	67873211	112	"*"	"KOS_4h_peak_509"	36	"."	5.58033	8.1261	3.62244	66	"Promoter (<=1kb)"	16	67873052	67884499	11448	1	"ENST00000358933"	48	"EDC4"	"Promoter (<=1kb)"
"52"	"ENSG00000041880"	"3"	51942086	51942663	578	"*"	"KOS_2h_peak_11223"	318	"."	9.4797	35.92261	31.82168	239	"Promoter (<=1kb)"	3	51942345	51948603	6259	1	"ENST00000431474"	0	"PARP3"	"Promoter (<=1kb)"	"3"	51942371	51942444	74	"*"	"KOS_4h_peak_1042"	32	"."	5.14121	7.7109	3.24218	27	"Promoter (<=1kb)"	3	51942377	51948594	6218	1	"ENST00000471971"	0	"PARP3"	"Promoter (<=1kb)"
