"geneId"	"seqnames_4h"	"start_4h"	"end_4h"	"width_4h"	"strand_4h"	"V4_4h"	"V5_4h"	"V6_4h"	"V7_4h"	"V8_4h"	"V9_4h"	"V10_4h"	"annotation_4h"	"geneChr_4h"	"geneStart_4h"	"geneEnd_4h"	"geneLength_4h"	"geneStrand_4h"	"transcriptId_4h"	"distanceToTSS_4h"	"external_gene_name_4h"	"annotation_short_4h"	"seqnames_6h"	"start_6h"	"end_6h"	"width_6h"	"strand_6h"	"V4_6h"	"V5_6h"	"V6_6h"	"V7_6h"	"V8_6h"	"V9_6h"	"V10_6h"	"annotation_6h"	"geneChr_6h"	"geneStart_6h"	"geneEnd_6h"	"geneLength_6h"	"geneStrand_6h"	"transcriptId_6h"	"distanceToTSS_6h"	"external_gene_name_6h"	"annotation_short_6h"
"13"	"ENSG00000145113"	"3"	195767456	195767524	69	"*"	"KOS_4h_peak_1082"	158	"."	11.24707	21.3675	15.88268	33	"Promoter (2-3kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	2164	"MUC4"	"Promoter (2-3kb)"	"3"	195767743	195767860	118	"*"	"KOS_6h_peak_29"	52	"."	7.20413	11.3461	5.29612	96	"Promoter (1-2kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	1828	"MUC4"	"Promoter (1-2kb)"
"14"	"ENSG00000145113"	"3"	195767590	195767892	303	"*"	"KOS_4h_peak_1083"	279	"."	16.131	34.12669	27.92996	176	"Promoter (1-2kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	1796	"MUC4"	"Promoter (1-2kb)"	"3"	195767743	195767860	118	"*"	"KOS_6h_peak_29"	52	"."	7.20413	11.3461	5.29612	96	"Promoter (1-2kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	1828	"MUC4"	"Promoter (1-2kb)"
"15"	"ENSG00000149679"	"20"	62397857	62398406	550	"*"	"KOS_4h_peak_944"	437	"."	22.43579	51.04695	43.78364	218	"Promoter (1-2kb)"	20	62391014	62396331	5318	2	"ENST00000453274"	-1526	"CABLES2"	"Promoter (1-2kb)"	"20"	62398036	62398098	63	"*"	"KOS_6h_peak_25"	101	"."	9.59184	16.77474	10.17675	39	"Promoter (1-2kb)"	20	62391014	62396331	5318	2	"ENST00000453274"	-1705	"CABLES2"	"Promoter (1-2kb)"
"16"	"ENSG00000166573"	"18"	77252919	77253056	138	"*"	"KOS_4h_peak_720"	426	"."	12.39444	49.86475	42.69783	94	"Promoter (<=1kb)"	18	77253740	77256217	2478	1	"ENST00000582943"	-684	"GALR1"	"Promoter (<=1kb)"	"18"	77252946	77253033	88	"*"	"KOS_6h_peak_19"	90	"."	7.03078	15.61319	9.08055	59	"Promoter (<=1kb)"	18	77253740	77256217	2478	1	"ENST00000582943"	-707	"GALR1"	"Promoter (<=1kb)"
"17"	"ENSG00000166573"	"18"	77252763	77252814	52	"*"	"KOS_4h_peak_719"	27	"."	5.26215	7.0758	2.71293	6	"Promoter (<=1kb)"	18	77253740	77256217	2478	1	"ENST00000582943"	-926	"GALR1"	"Promoter (<=1kb)"	"18"	77252946	77253033	88	"*"	"KOS_6h_peak_19"	90	"."	7.03078	15.61319	9.08055	59	"Promoter (<=1kb)"	18	77253740	77256217	2478	1	"ENST00000582943"	-707	"GALR1"	"Promoter (<=1kb)"
"18"	"ENSG00000201741"	"17"	17459900	17460422	523	"*"	"KOS_4h_peak_568"	242	"."	14.20446	30.24637	24.26612	222	"Promoter (<=1kb)"	17	17460444	17460522	79	1	"ENST00000364871"	-22	"Y_RNA"	"Promoter (<=1kb)"	"17"	17460179	17460226	48	"*"	"KOS_6h_peak_16"	22	"."	5.56286	7.68248	2.28715	39	"Promoter (<=1kb)"	17	17460444	17460522	79	1	"ENST00000364871"	-218	"Y_RNA"	"Promoter (<=1kb)"
"19"	"ENSG00000228028"	"3"	196250542	196250607	66	"*"	"KOS_4h_peak_1086"	46	"."	5.33134	9.31535	4.67549	33	"Promoter (<=1kb)"	3	196250542	196251413	872	1	"ENST00000608995"	0	""	"Promoter (<=1kb)"	"3"	196251103	196251160	58	"*"	"KOS_6h_peak_30"	63	"."	7.86626	12.4664	6.31246	15	"Promoter (<=1kb)"	3	196250549	196251654	1106	1	"ENST00000425275"	554	""	"Promoter (<=1kb)"
"20"	"ENSG00000228028"	"3"	196250421	196250479	59	"*"	"KOS_4h_peak_1085"	95	"."	8.00462	14.58298	9.50481	30	"Promoter (<=1kb)"	3	196250542	196251413	872	1	"ENST00000608995"	-63	""	"Promoter (<=1kb)"	"3"	196251103	196251160	58	"*"	"KOS_6h_peak_30"	63	"."	7.86626	12.4664	6.31246	15	"Promoter (<=1kb)"	3	196250549	196251654	1106	1	"ENST00000425275"	554	""	"Promoter (<=1kb)"
"21"	"ENSG00000228028"	"3"	196250732	196251344	613	"*"	"KOS_4h_peak_1087"	215	"."	9.81418	27.35322	21.53004	287	"Promoter (<=1kb)"	3	196250549	196251654	1106	1	"ENST00000425275"	183	""	"Promoter (<=1kb)"	"3"	196251103	196251160	58	"*"	"KOS_6h_peak_30"	63	"."	7.86626	12.4664	6.31246	15	"Promoter (<=1kb)"	3	196250549	196251654	1106	1	"ENST00000425275"	554	""	"Promoter (<=1kb)"
"22"	"ENSG00000228028"	"3"	196249740	196250246	507	"*"	"KOS_4h_peak_1084"	395	"."	20.19136	46.43708	39.51963	165	"Promoter (<=1kb)"	3	196250542	196251413	872	1	"ENST00000608995"	-296	""	"Promoter (<=1kb)"	"3"	196251103	196251160	58	"*"	"KOS_6h_peak_30"	63	"."	7.86626	12.4664	6.31246	15	"Promoter (<=1kb)"	3	196250549	196251654	1106	1	"ENST00000425275"	554	""	"Promoter (<=1kb)"
"23"	"ENSG00000253931"	"8"	143410667	143410798	132	"*"	"KOS_4h_peak_1409"	50	"."	5.99808	9.72704	5.04225	11	"Promoter (1-2kb)"	8	143412749	143417054	4306	1	"ENST00000523002"	-1951	"LINC02990"	"Promoter (1-2kb)"	"8"	143410938	143411001	64	"*"	"KOS_6h_peak_42"	91	"."	6.40101	15.67667	9.1334	29	"Promoter (1-2kb)"	8	143412749	143417054	4306	1	"ENST00000523002"	-1748	"LINC02990"	"Promoter (1-2kb)"
"24"	"ENSG00000253931"	"8"	143410936	143411191	256	"*"	"KOS_4h_peak_1410"	295	"."	8.28173	35.78499	29.51521	36	"Promoter (1-2kb)"	8	143412749	143417054	4306	1	"ENST00000523002"	-1558	"LINC02990"	"Promoter (1-2kb)"	"8"	143410938	143411001	64	"*"	"KOS_6h_peak_42"	91	"."	6.40101	15.67667	9.1334	29	"Promoter (1-2kb)"	8	143412749	143417054	4306	1	"ENST00000523002"	-1748	"LINC02990"	"Promoter (1-2kb)"
"25"	"ENSG00000261816"	"16"	88192978	88193298	321	"*"	"KOS_4h_peak_535"	423	"."	13.37884	49.45329	42.32758	46	"Promoter (<=1kb)"	16	88191486	88193667	2182	2	"ENST00000568587"	369	""	"Promoter (<=1kb)"	"16"	88193002	88193080	79	"*"	"KOS_6h_peak_14"	54	"."	4.37297	11.53433	5.46818	13	"Promoter (<=1kb)"	16	88191486	88193667	2182	2	"ENST00000568587"	587	""	"Promoter (<=1kb)"
"26"	"ENSG00000261816"	"16"	88192840	88192919	80	"*"	"KOS_4h_peak_534"	84	"."	7.32655	13.46324	8.46276	46	"Promoter (<=1kb)"	16	88191486	88193667	2182	2	"ENST00000568587"	748	""	"Promoter (<=1kb)"	"16"	88193002	88193080	79	"*"	"KOS_6h_peak_14"	54	"."	4.37297	11.53433	5.46818	13	"Promoter (<=1kb)"	16	88191486	88193667	2182	2	"ENST00000568587"	587	""	"Promoter (<=1kb)"
